"","mean","lower","upper"
"2016-11-29",56.7076811084793,56.0074465472625,57.438493618465
"2016-11-30",56.8263380717872,55.8533353019131,57.8411692212238
"2016-12-01",56.9476375222933,55.7536957756637,58.2419325457925
"2016-12-02",57.0694094586435,55.6466611773122,58.551609704849
"2016-12-03",57.1878044623298,55.622814203706,58.8970266009769
"2016-12-04",57.3130671173585,55.5806849288232,59.1627347365955
"2016-12-05",57.4320574050714,55.5232524832107,59.439189502244
"2016-12-06",57.5535963747989,55.4790553658708,59.7302497685379
"2016-12-07",57.6781820396045,55.4895792210719,60.0136615392804
"2016-12-08",57.8074173575607,55.514014894233,60.3445031731744
"2016-12-09",57.9424920154833,55.5221770189027,60.6233572834329
"2016-12-10",58.0943002253094,55.5066099688428,60.9124790883615
"2016-12-11",58.2409510961784,55.5545451429078,61.2224025265457
"2016-12-12",58.3932561057372,55.5762240379539,61.4977549524065
"2016-12-13",58.5349544531724,55.595636209722,61.7675591838251
"2016-12-14",58.6844647931974,55.5723798676869,62.0637356000198
"2016-12-15",58.837898687435,55.620196931434,62.3639960028205
"2016-12-16",59.0020403684311,55.6303588185439,62.6566260378527
"2016-12-17",59.1950989520289,55.7448996801249,63.0163380832131
"2016-12-18",59.3933912460984,55.8466682556341,63.3133243184284
"2016-12-19",59.5873480804293,55.8671472619524,63.645834600211
"2016-12-20",59.7845849144622,56.0007860503755,63.9935179629181
"2016-12-21",59.9988465513642,56.0578937077356,64.3136372202516
"2016-12-22",60.2450242716088,56.1016728167021,64.738265442771
"2016-12-23",60.533194809392,56.2623593079692,65.1573110472575
"2016-12-24",60.8814660671444,56.504040894082,65.6843913891084
"2016-12-25",61.2781143319329,56.7312047816048,66.2955205961205
"2016-12-26",61.7192040454459,56.9503362416025,66.9224890219521
"2016-12-27",62.192831866024,57.2224484616873,67.6790656439936
