"","mean","lower","upper"
"2018-03-19",64.3139308612236,63.7593501331081,64.867266222509
"2018-03-20",64.393520616913,63.5838218284371,65.1867092497342
"2018-03-21",64.4775014839031,63.4929755316091,65.4540765288064
"2018-03-22",64.56441301405,63.4150231158339,65.7146965988909
"2018-03-23",64.6525080767584,63.3603454421288,65.9564773535146
"2018-03-24",64.740599495079,63.3418764343963,66.1494272495012
"2018-03-25",64.8280681407868,63.2916187207693,66.3763064493509
"2018-03-26",64.9180385026815,63.2260688550923,66.5777676363664
"2018-03-27",65.011173900662,63.2347608645218,66.801852328624
"2018-03-28",65.1109426102187,63.1971158870223,66.9881551550391
"2018-03-29",65.1924647558503,63.2067322727604,67.1518954919336
"2018-03-30",65.2521714623995,63.1559229522609,67.3200091253135
"2018-03-31",65.3167676789756,63.1221366464599,67.4814341846184
"2018-04-01",65.3758350881223,63.1051022793203,67.6137661121252
"2018-04-02",65.4161773101686,63.0458916072869,67.7315724925843
"2018-04-03",65.4380582822215,62.9724751480716,67.8328698635942
"2018-04-04",65.4588635839219,62.9385513185884,67.9437172826474
"2018-04-05",65.4879917551714,62.8543074832376,68.0663495960045
"2018-04-06",65.5271557174689,62.8655146389965,68.1922081550896
"2018-04-07",65.5670290833301,62.8026439927989,68.2955449929506
"2018-04-08",65.6131607355318,62.8062854544186,68.4200456694517
"2018-04-09",65.6715779130588,62.7752612068537,68.555638376226
"2018-04-10",65.7299653270571,62.7509515553456,68.7017225242041
"2018-04-11",65.7838816138006,62.714392556534,68.8070322933488
"2018-04-12",65.8391181335254,62.6923764904397,68.9439094530907
"2018-04-13",65.9019648996297,62.6884977190577,69.1254428210599
"2018-04-14",65.9672068069851,62.7144200622292,69.2761131320266
"2018-04-15",66.0462550011543,62.7183361203573,69.4307264051587
"2018-04-16",66.1286766667724,62.7388441884706,69.5876675573899
