"","mean","lower","upper"
"2018-04-04",64.6979478691319,64.1179319063553,65.2895557239244
"2018-04-05",64.7189718878867,63.8827544774723,65.5639762042641
"2018-04-06",64.7450165325783,63.7219329070774,65.7960366037457
"2018-04-07",64.7688624869511,63.5947446109965,65.9824000400045
"2018-04-08",64.7921437091662,63.4779893493671,66.1494942904041
"2018-04-09",64.8149460546037,63.3807997358725,66.2789622129719
"2018-04-10",64.8286331848036,63.279490503943,66.4446550593724
"2018-04-11",64.843894669486,63.1697857056535,66.5690779169128
"2018-04-12",64.8592596560795,63.084657650082,66.6822357718078
"2018-04-13",64.8668350077166,62.9914060543575,66.8137839058027
"2018-04-14",64.8672856806601,62.9012810582284,66.9208097939505
"2018-04-15",64.8662845127746,62.8105925157029,67.0626162321004
"2018-04-16",64.8635713190963,62.6851783842745,67.1462680078668
"2018-04-17",64.8558764963658,62.6068718287803,67.2001377572382
"2018-04-18",64.8528207564044,62.4980039823659,67.2543819211721
"2018-04-19",64.8462355242766,62.4384487837349,67.3859242122059
"2018-04-20",64.8283983097725,62.3509347624499,67.455490332695
"2018-04-21",64.7939824368523,62.2056585695153,67.4812607265083
"2018-04-22",64.7605804155686,62.1263377471962,67.5578404927766
"2018-04-23",64.7469485719323,62.0208033462065,67.6124608388976
"2018-04-24",64.7349689907868,61.9567109217711,67.6638991256634
"2018-04-25",64.7242329141904,61.8578190428118,67.7588287042637
"2018-04-26",64.7136526364615,61.7729845118169,67.8250253736917
"2018-04-27",64.7048956314052,61.6768355217015,67.8675538385333
"2018-04-28",64.6968639602972,61.573343733144,67.9723869158776
"2018-04-29",64.6765616350499,61.492480996153,68.0540233722961
"2018-04-30",64.6665770420567,61.4594236316361,68.0444599304407
"2018-05-01",64.6515371081703,61.3325070004963,68.0648493555518
"2018-05-02",64.6255995860004,61.2595892238398,68.1461653672422
