"","mean","lower","upper"
"2019-04-10",66.0868286816991,65.2642239234816,66.8904726649134
"2019-04-11",66.147774991509,64.9941793545498,67.3080047217171
"2019-04-12",66.1902111294817,64.7430085390057,67.6208118314818
"2019-04-13",66.2350228435052,64.6094568557628,67.9113828267123
"2019-04-14",66.2956447974729,64.4288282885164,68.1511342513906
"2019-04-15",66.3601460867485,64.3405369933453,68.3961800078729
"2019-04-16",66.4031307858664,64.1941247525656,68.6519521343698
"2019-04-17",66.4500215946788,64.109706357845,68.8403546474874
"2019-04-18",66.4783728846538,63.9850481300371,69.0613197999229
"2019-04-19",66.4937379827297,63.8448171273134,69.1951054317636
"2019-04-20",66.4895341449711,63.6650146462014,69.3660692611132
"2019-04-21",66.4756793961167,63.547950186539,69.4485758693071
"2019-04-22",66.4509191338268,63.4199794789218,69.5697115220862
"2019-04-23",66.4168092976263,63.2556171495129,69.6287260957336
"2019-04-24",66.3786766368843,63.1337208135909,69.6913030664652
"2019-04-25",66.3466155486082,62.9388240250804,69.7884570257587
"2019-04-26",66.3177362898402,62.7363055194245,69.8858211798051
"2019-04-27",66.2805375126198,62.5392125412205,70.0122515762357
"2019-04-28",66.2514417682765,62.4779886929713,70.0636916938792
"2019-04-29",66.2189896973208,62.3458952175583,70.1321388411727
"2019-04-30",66.1833537063912,62.2170305006038,70.169828196296
"2019-05-01",66.1581339321767,62.0882794198652,70.2535302459504
"2019-05-02",66.133906739793,61.9203013353039,70.3266835512327
"2019-05-03",66.1361472267839,61.8006701328753,70.4708513098877
"2019-05-04",66.1652668183854,61.7233832937287,70.5727199899121
"2019-05-05",66.2299021065144,61.7319219688488,70.7939325649167
"2019-05-06",66.2909009834231,61.6345397697331,71.0139859501822
"2019-05-07",66.3325590792647,61.5450400505152,71.1443401088148
"2019-05-08",66.3314043369125,61.523705215753,71.2504238384203
