"","mean","lower","upper"
"2019-09-21",60.0095149416289,59.5909218314976,60.4449706498824
"2019-09-22",59.9248300699133,59.3292633327329,60.5361366010215
"2019-09-23",59.8382944376761,59.1270536427324,60.6012674530977
"2019-09-24",59.7514112710893,58.9263430005028,60.6299365056846
"2019-09-25",59.6829397073094,58.7649620791047,60.6908440746347
"2019-09-26",59.6256783739744,58.5994300054077,60.7205012101588
"2019-09-27",59.5681852967875,58.4395153666863,60.7626414646606
"2019-09-28",59.513920650953,58.3234813674227,60.8171834829965
"2019-09-29",59.4648042322647,58.2022947886575,60.8457376987088
"2019-09-30",59.413805211114,58.0722024032086,60.882208380692
"2019-10-01",59.3614641347788,57.9602122190409,60.8881579319064
"2019-10-02",59.3030720648944,57.8490361249558,60.9055195133296
"2019-10-03",59.244738580032,57.6988839127698,60.9285825114614
"2019-10-04",59.1914490119816,57.5851917900739,60.9851789318063
"2019-10-05",59.1361463769187,57.4727966343492,60.9755849997579
"2019-10-06",59.08578886026,57.3861892945245,61.0103765136327
"2019-10-07",59.0338506473199,57.2378902868897,61.0304256509753
"2019-10-08",58.9813502728143,57.1331632535962,61.0427489874155
"2019-10-09",58.9306232390325,56.9966348411211,61.0619981963725
"2019-10-10",58.8887343363639,56.9271024344539,61.0858349738162
"2019-10-11",58.8477199514069,56.8312992466653,61.1029034568108
"2019-10-12",58.7881816104813,56.7255300803576,61.1350632928768
"2019-10-13",58.6978717762173,56.6078997074014,61.1233419095037
"2019-10-14",58.5938433250192,56.4270121615329,61.0839028071217
"2019-10-15",58.4846123237395,56.2688236895764,61.0431532205991
"2019-10-16",58.3804037197903,56.1428001706621,60.9762573965858
"2019-10-17",58.2831332239542,55.9932700384488,60.905725853091
"2019-10-18",58.2184796700109,55.8864984339038,60.931521968524
"2019-10-19",58.1885569123116,55.7503880480267,60.9282756631987
