"","mean","lower","upper"
"2017-08-30",67.9972974278052,67.5830281458445,68.4170905407282
"2017-08-31",67.9205318655096,67.3457524182301,68.5011978012235
"2017-09-01",67.8436521366857,67.1382450488971,68.5515919685718
"2017-09-02",67.7710843497858,66.9590591067793,68.5893042178949
"2017-09-03",67.6922266644065,66.7842050118339,68.6239127432073
"2017-09-04",67.6151152243019,66.5964277853026,68.6351506887572
"2017-09-05",67.5354595347711,66.4691631012892,68.6342731549134
"2017-09-06",67.4557907348129,66.2953643590905,68.6288350347289
"2017-09-07",67.3753342784954,66.1375500379759,68.6444531886114
"2017-09-08",67.2952209869536,65.9932274489591,68.6356788985715
"2017-09-09",67.2157764028212,65.8392763774441,68.6022619319108
"2017-09-10",67.1343599183004,65.6725942557899,68.607866843998
"2017-09-11",67.0530904482308,65.5291207603792,68.5808821388506
"2017-09-12",66.9735038758444,65.394628471358,68.5768184693832
"2017-09-13",66.8923300807666,65.2567860362232,68.5988212529437
"2017-09-14",66.8128770801916,65.1208846318412,68.5508495709542
"2017-09-15",66.7330749308929,64.9558028235782,68.5667224631182
"2017-09-16",66.6418875299098,64.8135848738243,68.4867323600442
"2017-09-17",66.5440900420464,64.678725059383,68.4389361201593
"2017-09-18",66.4302036977986,64.5096879548074,68.4076263661114
"2017-09-19",66.3131669967577,64.343995151331,68.3329895633021
"2017-09-20",66.1706203012797,64.1681902417462,68.2468904029654
"2017-09-21",66.006636437859,63.9451588175353,68.1678467601142
"2017-09-22",65.8443564047652,63.7493969478599,68.009610174703
"2017-09-23",65.7142376894386,63.5692187284386,67.9522990301862
"2017-09-24",65.6187146348674,63.4548406090412,67.942777386184
"2017-09-25",65.5352694021834,63.3104251448637,67.8928358303672
"2017-09-26",65.4607167512208,63.1767058676646,67.8783031831022
"2017-09-27",65.4048663151512,63.0855038495967,67.8799234086367
