"","mean","lower","upper"
"2017-07-19",72.60127485772,72.0660981525152,73.1498634619027
"2017-07-20",72.4863045869798,71.7295723490426,73.279412456808
"2017-07-21",72.3685906429,71.4438612891219,73.3201752379878
"2017-07-22",72.25576107526,71.1961237805828,73.3515783540545
"2017-07-23",72.1408339317676,70.9633277172346,73.3689832271386
"2017-07-24",72.0259406360367,70.7330463262284,73.3778404853207
"2017-07-25",71.9140657960322,70.5324465757677,73.4010934217253
"2017-07-26",71.7995921650431,70.3242929367325,73.3646665202392
"2017-07-27",71.6846825829249,70.1085405417203,73.3632471383002
"2017-07-28",71.5683255354092,69.9190081139111,73.3405984739772
"2017-07-29",71.4568355486685,69.7069292871495,73.3274214389045
"2017-07-30",71.3395418664916,69.5361529538326,73.3110505178225
"2017-07-31",71.2245141685839,69.3291268859486,73.3006713872631
"2017-08-01",71.1074115084444,69.1636169287542,73.2589854124922
"2017-08-02",70.9888412833372,68.9693158315569,73.226603557577
"2017-08-03",70.8717773962169,68.7513883570357,73.2498906297356
"2017-08-04",70.7477393599448,68.6073767672684,73.1506280306439
"2017-08-05",70.6257617089347,68.3773071246272,73.1192203778583
"2017-08-06",70.5073367145821,68.1763224058145,73.0545427968727
"2017-08-07",70.3885128793212,68.0109806537476,73.0470272193328
"2017-08-08",70.2706301269542,67.8589333034847,72.9733362922688
"2017-08-09",70.1509991425946,67.6762734354632,72.8991228088859
"2017-08-10",70.0277630563787,67.4852371774196,72.8444172612142
"2017-08-11",69.905636879963,67.3368086845222,72.7802559220403
"2017-08-12",69.7811329959452,67.1510368303616,72.7442376362547
"2017-08-13",69.6599550821733,66.9758706035783,72.7079586447692
"2017-08-14",69.5380875475791,66.8284539527528,72.6516535443254
"2017-08-15",69.4157519893541,66.6431428798389,72.5556664409297
"2017-08-16",69.293485699762,66.4925686570515,72.5056114625104
