"","mean","lower","upper"
"2016-07-02",59.8455803390262,59.0034301598344,60.7244219665722
"2016-07-03",60.1305639565692,58.9395637743712,61.3814899242158
"2016-07-04",60.3978058237264,58.9631974064787,61.9077086671983
"2016-07-05",60.6127683727814,58.9366172895056,62.3233085012907
"2016-07-06",60.7632357810927,58.8773441993498,62.7173492816822
"2016-07-07",60.7979468287503,58.7266606580926,62.9214882345764
"2016-07-08",60.7120928725468,58.4839832646275,63.0028955948806
"2016-07-09",60.6411338347316,58.2845835731091,63.1078051223186
"2016-07-10",60.5893971338495,58.0549333402001,63.2448011647319
"2016-07-11",60.5422879460619,57.9028934113681,63.3378379132575
"2016-07-12",60.5068611056289,57.7643735674866,63.4563727094832
"2016-07-13",60.4730515582146,57.5596214578889,63.5408870988015
"2016-07-14",60.4365411325495,57.3663486488982,63.652698203289
"2016-07-15",60.4001775704602,57.1989859462019,63.752188666422
"2016-07-16",60.3626953146156,57.0743690074865,63.8591545746229
"2016-07-17",60.3460510249317,56.9247531285669,63.9062759435473
"2016-07-18",60.3501801861371,56.7707290948572,64.1142173507996
"2016-07-19",60.3487998171714,56.6993067040949,64.2200653273976
"2016-07-20",60.3743998579423,56.6238905609128,64.3294916276878
"2016-07-21",60.4633028475575,56.5813687690951,64.5684680647245
"2016-07-22",60.6037947974599,56.6092312345993,64.8840135364996
"2016-07-23",60.7421444751509,56.6187266413991,65.1517571984811
"2016-07-24",60.8815026733736,56.701140874353,65.3746252246655
"2016-07-25",61.035704860675,56.7725490051331,65.6312296201528
"2016-07-26",61.2256365836943,56.8305725309132,65.926810778719
"2016-07-27",61.4301246344472,56.9417125478783,66.2357681180214
"2016-07-28",61.6392733891549,57.0847365705796,66.5584437149584
"2016-07-29",61.8402453265942,57.1937210445889,66.8482730541577
"2016-07-30",62.0422259260984,57.3590300870699,67.1953848390644
