"","mean","lower","upper"
"2015-10-26",12.1171829098419,12.0100764263706,12.226290955115
"2015-10-27",12.1143433004004,11.9587553161048,12.2758150074137
"2015-10-28",12.1158238717579,11.9155426153948,12.3235807942999
"2015-10-29",12.1182715941341,11.883013066338,12.3752061350316
"2015-10-30",12.1209048324115,11.856505830268,12.4188342499567
"2015-10-31",12.1213525839957,11.8260140159327,12.4623593209232
"2015-11-01",12.1208049741627,11.7905918788079,12.5067983262702
"2015-11-02",12.1214395166497,11.7639108429493,12.545445202509
"2015-11-03",12.1236809502975,11.7454187143561,12.5814288075104
"2015-11-04",12.1287706449558,11.7119322807361,12.6344424472378
"2015-11-05",12.1358243382016,11.6924375748522,12.6885429712711
"2015-11-06",12.1444312797922,11.6641294774385,12.7428070216552
"2015-11-07",12.1553359354501,11.6444819368742,12.8029500216853
"2015-11-08",12.1685014846688,11.6221473639153,12.8747370414578
"2015-11-09",12.1825296860902,11.6029340767642,12.9363040831946
"2015-11-10",12.1965673202965,11.5855736472011,13.0112086140708
"2015-11-11",12.2130157280782,11.5625046297041,13.0938754190208
"2015-11-12",12.2320419820764,11.5489251367749,13.1677307696334
"2015-11-13",12.2511971178592,11.5325820419072,13.2408847197564
"2015-11-14",12.2715363725623,11.5076101139294,13.3352939666711
"2015-11-15",12.29207926834,11.4911224098361,13.4294511129711
"2015-11-16",12.3118432474645,11.4777018159353,13.5288262324683
"2015-11-17",12.3318075183452,11.4558542321763,13.6178042927547
"2015-11-18",12.3516915232096,11.4450124704521,13.7044802077691
"2015-11-19",12.3716297003983,11.4265636594925,13.7957981031806
"2015-11-20",12.3938664974758,11.4166545721326,13.8916998663853
"2015-11-21",12.4174021657221,11.3973798019098,13.9823622453043
"2015-11-22",12.4405450836142,11.3837073257711,14.0895465064433
"2015-11-23",12.4644327671907,11.3537554810798,14.1889142944711
