"","mean","lower","upper"
"2016-06-19",59.4844382641148,58.6654925842119,60.2968392424739
"2016-06-20",59.9178953951893,58.7538059331749,61.0835677976344
"2016-06-21",60.3356892451216,58.8871318028735,61.7940322459675
"2016-06-22",60.7440171204206,59.0825686136212,62.4731166643542
"2016-06-23",61.1455709573851,59.2814188118753,63.1383089940082
"2016-06-24",61.5663898843935,59.5146251087232,63.7160359888272
"2016-06-25",61.9893981118533,59.7457839266514,64.2917464771368
"2016-06-26",62.4128969892358,59.9878296618409,64.8879821520883
"2016-06-27",62.844124673681,60.2465307168493,65.5267538599192
"2016-06-28",63.2677727974615,60.4822359484699,66.1351524030692
"2016-06-29",63.6978667392979,60.7812762403475,66.7713386045808
"2016-06-30",64.1278068001446,61.0629954476665,67.3284045543702
"2016-07-01",64.5504713622156,61.3324613604034,67.9119776938042
"2016-07-02",64.953521571958,61.5823780844512,68.4630483833172
"2016-07-03",65.3315886288905,61.8416434117057,68.9328091347971
"2016-07-04",65.6906550282025,62.0595868555463,69.5007846825309
"2016-07-05",66.0088975711875,62.2128691590606,69.9606709214753
"2016-07-06",66.244014066442,62.364804205409,70.3142019847115
"2016-07-07",66.3904691655091,62.3992181577785,70.5255046749572
"2016-07-08",66.4627012492558,62.3785209547701,70.7414463363119
"2016-07-09",66.5424127261901,62.3118646070908,70.9716017499162
"2016-07-10",66.6191907606445,62.3642435387217,71.1340948038356
"2016-07-11",66.6988274370122,62.3527874870179,71.3583786629692
"2016-07-12",66.7750282575107,62.3049716357935,71.5806215074055
"2016-07-13",66.8535241667895,62.2655887001772,71.7377387623942
"2016-07-14",66.9344301297527,62.3188018993437,71.9648987689372
"2016-07-15",67.0061992089516,62.2856325192913,72.1792717031937
"2016-07-16",67.1096550066249,62.2774707538757,72.3816572487034
"2016-07-17",67.2506866709498,62.3325227278392,72.5830097510957
