"","mean","lower","upper"
"2019-09-20",60.1200157120579,59.6822526317734,60.5716916266202
"2019-09-21",60.0312290527395,59.4080847373921,60.6789565025438
"2019-09-22",59.9451952888168,59.188097015927,60.7476838210305
"2019-09-23",59.8612274069999,58.9913897552168,60.7812611899779
"2019-09-24",59.7778025098086,58.792106474051,60.8155218164972
"2019-09-25",59.7096651817026,58.6467216601527,60.8681403847996
"2019-09-26",59.6568639476108,58.4962700006499,60.8977724696505
"2019-09-27",59.6024386554749,58.3631744680276,60.9377431511097
"2019-09-28",59.5505679862896,58.2279077851634,60.9550520324125
"2019-09-29",59.5002995305663,58.0900237213239,60.9766949818144
"2019-09-30",59.4538717503422,57.9586910335471,61.0637780482483
"2019-10-01",59.406251391142,57.8397648914835,61.0884190040733
"2019-10-02",59.358100222342,57.7278322341448,61.1236374914529
"2019-10-03",59.3199782372294,57.6138198953194,61.163497414701
"2019-10-04",59.2827926961825,57.5273905156597,61.1893103989008
"2019-10-05",59.2498922207866,57.4443136824708,61.2505436894311
"2019-10-06",59.2134712703694,57.323611510573,61.2966462597027
"2019-10-07",59.1796730178975,57.2243040435664,61.317335693165
"2019-10-08",59.1404964097767,57.1513192507235,61.3437834765474
"2019-10-09",59.1043203005998,57.0401802532759,61.3952511258808
"2019-10-10",59.1143702750856,57.0115766267926,61.4419998755449
"2019-10-11",59.1930634707544,57.0349041853103,61.5889872300176
"2019-10-12",59.2732626449348,57.0340445606222,61.8005231122577
"2019-10-13",59.3352766759769,57.0317244884655,61.9367923634637
"2019-10-14",59.38986442056,57.0141131837838,62.0320176766787
"2019-10-15",59.4446476033573,57.0063791763586,62.1419704868491
"2019-10-16",59.4992439708797,57.0181609757765,62.2239388321906
"2019-10-17",59.5547649265642,57.0292120908034,62.3387765729815
"2019-10-18",59.616048856638,57.0269367202429,62.4550810827235
