"","mean","lower","upper"
"2016-06-12",58.9204106400715,58.0921685963521,59.7458640659436
"2016-06-13",59.4246659469945,58.2155985790332,60.619098883867
"2016-06-14",59.9217308749365,58.469920449929,61.4246300645675
"2016-06-15",60.4249487420971,58.7177282380927,62.1898900021572
"2016-06-16",60.9339382457641,59.0126363770228,62.9103958345666
"2016-06-17",61.446187838549,59.3300807393321,63.6407251375626
"2016-06-18",61.9339283274097,59.6463332569127,64.3121683110917
"2016-06-19",62.4144312704771,59.9014951012089,64.9815513629471
"2016-06-20",62.8841890250762,60.2082868502342,65.6440884724744
"2016-06-21",63.3364599225942,60.4772807617391,66.2739630295502
"2016-06-22",63.7684304372996,60.748319974096,66.9104081446055
"2016-06-23",64.1765191727507,60.9793807266906,67.4773625013002
"2016-06-24",64.5796077321945,61.2653033492047,68.0185633377535
"2016-06-25",64.9890143809877,61.5254897016469,68.6025934357709
"2016-06-26",65.4007980832455,61.7921335226526,69.1821936145392
"2016-06-27",65.8161085559093,62.0662580526074,69.7435108134369
"2016-06-28",66.225835423934,62.3530359270959,70.3993842266502
"2016-06-29",66.6446544926488,62.6232467643644,70.9562868292052
"2016-06-30",67.0485304978024,62.9088492935719,71.4444818889205
"2016-07-01",67.4478723423887,63.1754800987153,72.0480665809322
"2016-07-02",67.8292567379976,63.4201804626054,72.5685395256151
"2016-07-03",68.1758148989949,63.6266723756376,73.0367191175401
"2016-07-04",68.5152033342217,63.8498456413375,73.5625163232333
"2016-07-05",68.7811525973749,63.9589614278536,73.9304288652654
"2016-07-06",68.9527818782367,64.0522391888104,74.2720010098893
"2016-07-07",68.9985483416897,63.9747738360541,74.4376548979514
"2016-07-08",68.9172181817712,63.8904093103343,74.5057258528945
"2016-07-09",68.8059169658029,63.6720816176791,74.5153661418966
"2016-07-10",68.7066824412286,63.5183358904089,74.5126507854091
