"","mean","lower","upper"
"2015-09-03",11.8013787599255,11.7044219815804,11.9018932184719
"2015-09-04",11.7352619507069,11.5965244185252,11.8785588231977
"2015-09-05",11.6690302800373,11.5002931171367,11.847192812754
"2015-09-06",11.6023086561088,11.4073312168096,11.7997834335102
"2015-09-07",11.5374804377013,11.3198965509643,11.7599032051011
"2015-09-08",11.4784218486286,11.2391472364398,11.7203773329699
"2015-09-09",11.4350954615588,11.175511443161,11.7018507755249
"2015-09-10",11.4070128527555,11.1310793635437,11.6899957783382
"2015-09-11",11.3859155942811,11.0903756043798,11.6965166924158
"2015-09-12",11.3735294156497,11.0574267400443,11.7027214138243
"2015-09-13",11.3692166364785,11.0369010325584,11.7171002728115
"2015-09-14",11.369996036355,11.0225508404048,11.7423179568207
"2015-09-15",11.3770044375647,11.0175976894313,11.7655246252459
"2015-09-16",11.3935930933221,11.0158748253907,11.7986431495388
"2015-09-17",11.4157262236326,11.0172464318239,11.8558654489308
"2015-09-18",11.440501909417,11.0347022513223,11.891317844482
"2015-09-19",11.4758239072586,11.0469125885738,11.9495957389199
"2015-09-20",11.5291624991858,11.0882691701206,12.0316514626528
"2015-09-21",11.5996675050406,11.1383905258887,12.127842837579
"2015-09-22",11.6774003273676,11.1832498399206,12.2159731535765
"2015-09-23",11.7703710238365,11.2591334573252,12.3385731411047
"2015-09-24",11.8790296936027,11.3436466601794,12.4804077703746
"2015-09-25",11.9815080493564,11.4283386823334,12.6089515158045
"2015-09-26",12.0833557733206,11.502988007169,12.7310245860686
"2015-09-27",12.1788341376271,11.570941356196,12.8450338269088
"2015-09-28",12.2667270016854,11.6348016676045,12.9690851775089
"2015-09-29",12.3550456684309,11.690568520013,13.0877530034423
"2015-09-30",12.4528793748449,11.7740357996408,13.2014740155842
"2015-10-01",12.563943187758,11.8573592156672,13.3413175767422
