"","mean","lower","upper"
"2017-02-06",70.5822947265163,69.7767480306353,71.36471696437
"2017-02-07",70.9255153988405,69.7707729630193,72.0738149075207
"2017-02-08",71.2683213051636,69.8314855319749,72.6681420863168
"2017-02-09",71.5931828914215,69.9410585173901,73.2381955777423
"2017-02-10",71.9003945056777,70.0274786329817,73.7752535908499
"2017-02-11",72.1966337213219,70.1305633552361,74.2468687735571
"2017-02-12",72.4778615398717,70.2135544983668,74.7257433613333
"2017-02-13",72.747396361425,70.2954467596172,75.1758313238955
"2017-02-14",73.011162907294,70.3796070900253,75.6212846767293
"2017-02-15",73.2646107655142,70.4953743242158,76.0275286588364
"2017-02-16",73.5031698401114,70.559499782199,76.4474087823051
"2017-02-17",73.7179213207248,70.646863131128,76.8091627793604
"2017-02-18",73.9202155096493,70.72624384245,77.1640971457242
"2017-02-19",74.1218521867558,70.8347587253844,77.489285305522
"2017-02-20",74.3092999155561,70.8867874693736,77.8107151371623
"2017-02-21",74.4684500591017,70.8630780995056,78.1020810162826
"2017-02-22",74.6043405692957,70.8983307143741,78.3632475950205
"2017-02-23",74.7289710736732,70.897762224517,78.6255857908106
"2017-02-24",74.8453765473626,70.9065219553233,78.8711577243966
"2017-02-25",74.9594820290782,70.9116818870317,79.1510016549749
"2017-02-26",75.0674568143885,70.9161590230799,79.3410166322484
"2017-02-27",75.1727226475941,70.9455664346913,79.4785678387304
"2017-02-28",75.2767166212368,70.8931129487178,79.6453952371936
"2017-03-01",75.381124193942,70.9251791968324,79.8867366190451
"2017-03-02",75.4811884865876,70.915156399769,80.1266678776143
"2017-03-03",75.5635398169019,70.909847094281,80.2219249381821
"2017-03-04",75.6513847993736,70.9321868748228,80.4334232650962
"2017-03-05",75.7372491120573,70.948150043793,80.6569236341833
"2017-03-06",75.8145889530377,70.9218868683925,80.7782656072911
