"","mean","lower","upper"
"2018-03-20",64.3222933699471,63.7589024209236,64.8790187622266
"2018-03-21",64.4102319774908,63.5993164793355,65.2131366474369
"2018-03-22",64.4984062026794,63.5292450123534,65.4757699210784
"2018-03-23",64.5920856240123,63.4454349860741,65.7180848672345
"2018-03-24",64.6971189103718,63.3917255392551,65.9490302545405
"2018-03-25",64.8066331045383,63.3779527016421,66.1979151779467
"2018-03-26",64.9095471107028,63.3614511882471,66.4290297447976
"2018-03-27",65.0164894349968,63.3599298200228,66.6642467090683
"2018-03-28",65.1231654163669,63.3370376359389,66.8709470254592
"2018-03-29",65.2131079397085,63.3195482044775,67.0703059041799
"2018-03-30",65.2835687928772,63.3131663455388,67.2364779669667
"2018-03-31",65.3505115158361,63.2763369324182,67.409170452974
"2018-04-01",65.4178908931807,63.2155635404093,67.6097242140977
"2018-04-02",65.4668346046678,63.1506488158463,67.6952252740788
"2018-04-03",65.4933478367099,63.1253595900373,67.7914794000984
"2018-04-04",65.5178161109028,63.0617783789282,67.9202404570815
"2018-04-05",65.5346611550031,62.990808800217,68.0399393433278
"2018-04-06",65.5549583554325,62.9380714568031,68.1265355504733
"2018-04-07",65.567677977502,62.8617572638965,68.1861134327124
"2018-04-08",65.5828601779215,62.7913488363354,68.3243873623065
"2018-04-09",65.6030483245666,62.7209245965215,68.4045899713908
"2018-04-10",65.6216723992774,62.6707682068919,68.4974394386548
"2018-04-11",65.6360331180297,62.6189111777111,68.5728388706128
"2018-04-12",65.646730473691,62.5775889429504,68.694775511694
"2018-04-13",65.6633266372016,62.5662061155019,68.7465406882283
"2018-04-14",65.6727158052044,62.5170096105123,68.8610180661086
"2018-04-15",65.680575562101,62.4791551889772,68.933282961881
"2018-04-16",65.6959945193862,62.4397711251747,69.0111252711231
"2018-04-17",65.7103898297768,62.4083351691829,69.1003079435247
