"data","represa","nivel","vabs","vrel","vmax","afluente","descarregada","tunel"
"2016-01-28","PN",755.04,39.91,12.1,329.37,2.92,0.29,-1
"2016-01-28","P",764.64,19.03,51.8,36.73,2.73,0.28,1.97
"2016-01-28","B",753.84,20.95,43.3,48.42,0.59,0.12,4.50
"2016-01-28","J",752.91,50.84,68.6,74.09,6.77,0.05,1.95
"2016-01-28","T",743.69,35.73,41.9,85.20,11.05,0.10,-1
"2016-01-29","PN",755.06,40.14,12.2,329.37,2.92,0.29,-1
"2016-01-29","P",764.68,19.17,52.2,36.73,1.92,0.28,1.97
"2016-01-29","B",753.81,20.77,42.9,48.42,0.24,0.12,4.14
"2016-01-29","J",752.93,51.11,69.0,74.09,5.14,0.05,1.90
"2016-01-29","T",743.66,35.38,41.5,85.20,9.26,0.10,-1
"2016-01-30","PN",755.07,40.25,12.2,329.37,1.61,0.29,-1
"2016-01-30","P",764.71,19.28,52.5,36.73,1.52,0.28,2.08
"2016-01-30","B",753.79,20.65,42.7,48.42,0.87,0.12,4.19
"2016-01-30","J",752.97,51.66,69.7,74.09,8.41,0.05,1.97
"2016-01-30","T",743.63,35.04,41.1,85.20,9.97,0.10,-1
"2016-01-31","PN",755.08,40.37,12.3,329.37,1.61,0.29,-1
"2016-01-31","P",764.73,19.35,52.7,36.73,1.11,0.28,1.16
"2016-01-31","B",753.77,20.54,42.4,48.42,0.93,0.12,3.33
"2016-01-31","J",752.99,51.94,70.1,74.09,5.20,0.05,1.95
"2016-01-31","T",743.58,34.47,40.5,85.20,7.69,0.10,-1
"2016-02-01","PN",755.09,40.48,12.3,329.37,1.61,0.29,-1
"2016-02-01","P",764.75,19.42,52.9,36.73,1.11,0.28,1.27
"2016-02-01","B",753.75,20.42,42.2,48.42,1.37,0.12,3.88
"2016-02-01","J",753.01,52.22,70.5,74.09,5.22,0.05,1.96
"2016-02-01","T",743.52,33.79,39.7,85.20,6.34,0.10,-1
"2016-02-02","PN",755.10,40.60,12.3,329.37,1.61,0.29,-1
"2016-02-02","P",764.73,19.35,52.7,36.73,1.35,2.18,1.54
"2016-02-02","B",753.72,20.24,41.8,48.42,0.39,0.12,3.84
"2016-02-02","J",753.03,52.50,70.9,74.09,5.23,0.05,1.97
"2016-02-02","T",743.48,33.34,39.1,85.20,8.72,0.10,-1
"2016-02-03","PN",755.11,40.71,12.4,329.37,1.61,0.29,-1
"2016-02-03","P",764.72,19.32,52.6,36.73,1.45,1.86,0.35
"2016-02-03","B",753.69,20.07,41.4,48.42,0.10,0.12,2.35
"2016-02-03","J",753.02,52.36,70.7,74.09,3.24,0.05,4.80
"2016-02-03","T",743.43,32.78,38.5,85.20,7.85,0.10,-1
"2016-02-04","PN",755.12,40.82,12.4,329.37,1.62,0.29,-1
"2016-02-04","P",764.71,19.28,52.5,36.73,1.10,1.51,1.16
"2016-02-04","B",753.65,19.84,41.0,48.42,0.09,0.12,3.81
"2016-02-04","J",753.02,52.36,70.7,74.09,4.50,0.05,4.45
"2016-02-04","T",743.40,32.44,38.1,85.20,10.30,0.10,-1
"2016-02-05","PN",755.13,40.94,12.4,329.37,1.62,0.29,-1
"2016-02-05","P",764.69,19.21,52.3,36.73,0.69,1.51,1.50
"2016-02-05","B",753.63,19.72,40.7,48.42,0.58,0.12,3.30
"2016-02-05","J",753.02,52.36,70.7,74.09,4.50,0.05,4.45
"2016-02-05","T",743.36,32.00,37.6,85.20,8.41,0.10,-1
"2016-02-06","PN",755.13,40.94,12.4,329.37,0.29,0.29,-1
"2016-02-06","P",764.68,19.17,52.2,36.73,1.10,1.51,1.58
"2016-02-06","B",753.62,19.66,40.6,48.42,0.68,0.12,2.81
"2016-02-06","J",753.03,52.50,70.9,74.09,6.11,0.05,4.45
"2016-02-06","T",743.33,31.67,37.2,85.20,8.93,0.10,-1
"2016-02-07","PN",755.13,40.94,12.4,329.37,0.29,0.29,-1
"2016-02-07","P",764.67,19.14,52.1,36.73,1.10,1.51,2.08
"2016-02-07","B",753.60,19.55,40.4,48.42,0.20,0.12,3.49
"2016-02-07","J",753.04,52.63,71.0,74.09,6.62,0.05,4.96
"2016-02-07","T",743.31,31.45,36.9,85.20,10.25,0.10,-1
"2016-02-08","PN",755.13,40.94,12.4,329.37,0.29,0.29,-1
"2016-02-08","P",764.66,19.10,52.0,36.73,1.10,1.51,1.04
"2016-02-08","B",753.58,19.43,40.1,48.42,0.66,0.12,2.91
"2016-02-08","J",753.05,52.77,71.2,74.09,6.32,0.05,4.66
"2016-02-08","T",743.28,31.12,36.5,85.20,8.82,0.10,-1
"2016-02-09","PN",755.14,41.05,12.5,329.37,1.62,0.29,-1
"2016-02-09","P",764.67,19.14,52.1,36.73,1.92,1.51,2.08
"2016-02-09","B",753.59,19.49,40.3,48.42,1.83,0.12,3.13
"2016-02-09","J",753.07,53.05,71.6,74.09,7.93,0.05,4.66
"2016-02-09","T",743.25,30.79,36.1,85.20,9.34,0.10,-1
"2016-02-10","PN",755.14,41.05,12.5,329.37,0.29,0.29,-1
"2016-02-10","P",764.67,19.14,52.1,36.73,1.51,1.51,2.08
"2016-02-10","B",753.58,19.43,40.1,48.42,1.01,0.12,3.63
"2016-02-10","J",753.09,53.33,72.0,74.09,8.01,0.05,4.73
"2016-02-10","T",743.22,30.47,35.8,85.20,9.56,0.10,-1
"2016-02-11","PN",755.14,41.05,12.5,329.37,0.37,0.37,-1
"2016-02-11","P",764.66,19.10,52.0,36.73,1.10,1.51,0.73
"2016-02-11","B",753.59,19.49,40.3,48.42,2.30,0.12,2.25
"2016-02-11","J",753.10,53.47,72.2,74.09,6.49,0.05,4.82
"2016-02-11","T",743.18,30.03,35.2,85.20,8.95,0.10,-1
"2016-02-12","PN",755.18,41.51,12.6,329.37,5.70,0.37,-1
"2016-02-12","P",764.69,19.21,52.3,36.73,2.77,1.54,0.00
"2016-02-12","B",753.58,19.43,40.1,48.42,1.28,0.12,1.82
"2016-02-12","J",753.12,53.75,72.5,74.09,8.13,0.05,4.84
"2016-02-12","T",743.16,29.82,35.0,85.20,9.36,0.10,-1
"2016-02-13","PN",755.21,41.86,12.7,329.37,4.38,0.37,-1
"2016-02-13","P",764.69,19.21,52.3,36.73,0.51,0.51,2.20
"2016-02-13","B",753.58,19.43,40.1,48.42,0.47,0.12,2.55
"2016-02-13","J",753.13,53.89,72.7,74.09,6.42,0.05,4.75
"2016-02-13","T",743.14,29.60,34.7,85.20,7.85,0.10,-1
"2016-02-14","PN",755.22,41.98,12.7,329.37,1.71,0.37,-1
"2016-02-14","P",764.70,19.25,52.4,36.73,1.02,0.61,2.31
"2016-02-14","B",753.59,19.49,40.3,48.42,1.48,0.12,3.01
"2016-02-14","J",753.14,54.03,72.9,74.09,6.44,0.05,4.77
"2016-02-14","T",743.12,29.39,34.5,85.20,8.39,0.10,-1
"2016-02-15","PN",755.22,41.98,12.7,329.37,0.37,0.37,-1
"2016-02-15","P",764.71,19.28,52.5,36.73,1.56,1.15,1.97
"2016-02-15","B",753.59,19.49,40.3,48.42,1.17,0.12,3.02
"2016-02-15","J",753.15,54.17,73.1,74.09,6.46,0.05,4.79
"2016-02-15","T",743.10,29.17,34.2,85.20,8.14,0.10,-1
"2016-02-16","PN",755.26,42.44,12.9,329.37,5.74,0.37,-1
"2016-02-16","P",764.77,19.50,53.1,36.73,4.34,1.86,2.66
"2016-02-16","B",753.66,19.90,41.1,48.42,5.14,0.12,3.01
"2016-02-16","J",753.22,55.16,74.4,74.09,16.39,0.05,4.94
"2016-02-16","T",743.13,29.49,34.6,85.20,14.19,0.10,-1
"2016-02-17","PN",755.28,42.67,13.0,329.37,3.07,0.37,-1
"2016-02-17","P",764.81,19.64,53.5,36.73,2.27,0.61,5.44
"2016-02-17","B",753.71,20.19,41.7,48.42,3.83,0.12,5.79
"2016-02-17","J",753.27,55.86,75.4,74.09,13.17,0.05,4.94
"2016-02-17","T",743.17,29.92,35.1,85.20,14.63,0.10,-1
"2016-02-18","PN",755.38,43.84,13.3,329.37,13.93,0.37,-1
"2016-02-18","P",765.15,20.89,56.9,36.73,15.05,0.63,4.17
"2016-02-18","B",753.76,20.48,42.3,48.42,3.85,0.12,4.52
"2016-02-18","J",753.32,56.57,76.4,74.09,13.27,0.05,5.01
"2016-02-18","T",743.22,30.47,35.8,85.20,15.37,0.10,-1
"2016-02-19","PN",755.44,44.55,13.5,329.37,8.42,0.22,-1
"2016-02-19","P",765.25,21.26,57.9,36.73,4.94,0.60,6.37
"2016-02-19","B",753.78,20.60,42.5,48.42,1.83,0.12,6.72
"2016-02-19","J",753.37,57.28,77.3,74.09,13.30,0.05,5.01
"2016-02-19","T",743.23,30.57,35.9,85.20,11.05,0.10,-1
"2016-02-20","PN",755.48,45.03,13.7,329.37,5.87,0.37,-1
"2016-02-20","P",765.34,21.60,58.8,36.73,4.44,0.50,6.71
"2016-02-20","B",753.80,20.71,42.8,48.42,1.83,0.12,7.06
"2016-02-20","J",753.41,57.85,78.1,74.09,11.69,0.05,5.03
"2016-02-20","T",743.24,30.68,36.0,85.20,12.67,0.10,-1
"2016-02-21","PN",755.50,45.27,13.7,329.37,3.13,0.37,-1
"2016-02-21","P",765.41,21.87,59.5,36.73,3.59,0.50,7.87
"2016-02-21","B",753.81,20.77,42.9,48.42,1.50,0.12,8.57
"2016-02-21","J",753.45,58.43,78.9,74.09,11.69,0.05,5.01
"2016-02-21","T",743.26,30.90,36.3,85.20,13.69,0.10,-1
"2016-02-22","PN",755.57,46.10,14.0,329.37,10.06,0.37,-1
"2016-02-22","P",765.53,22.33,60.8,36.73,5.84,0.50,8.33
"2016-02-22","B",753.85,21.01,43.4,48.42,3.21,0.12,8.68
"2016-02-22","J",753.51,59.29,80.0,74.09,15.20,0.05,5.16
"2016-02-22","T",743.30,31.34,36.8,85.20,16.23,0.10,-1
"2016-02-23","PN",755.60,46.47,14.1,329.37,4.55,0.37,-1
"2016-02-23","P",765.59,22.56,61.4,36.73,3.36,0.67,8.56
"2016-02-23","B",753.89,21.25,43.9,48.42,2.87,0.12,8.56
"2016-02-23","J",753.55,59.87,80.8,74.09,11.93,0.05,5.20
"2016-02-23","T",743.35,31.89,37.4,85.20,16.22,0.10,-1
"2016-02-24","PN",755.62,46.71,14.2,329.37,3.16,0.37,-1
"2016-02-24","P",765.63,22.72,61.9,36.73,2.22,0.41,6.71
"2016-02-24","B",753.91,21.37,44.1,48.42,1.50,0.12,6.71
"2016-02-24","J",753.58,60.30,81.4,74.09,10.06,0.05,4.98
"2016-02-24","T",743.37,32.11,37.7,85.20,13.85,0.10,-1
"2016-02-25","PN",755.64,46.95,14.3,329.37,3.15,0.35,-1
"2016-02-25","P",765.66,22.83,62.2,36.73,1.77,0.41,6.02
"2016-02-25","B",753.95,21.61,44.6,48.42,2.89,0.12,6.02
"2016-02-25","J",753.62,60.88,82.2,74.09,11.71,0.05,4.94
"2016-02-25","T",743.40,32.44,38.1,85.20,14.83,0.10,-1
"2016-02-26","PN",755.65,47.07,14.3,329.37,1.77,0.37,-1
"2016-02-26","P",765.68,22.91,62.4,36.73,1.32,0.41,5.21
"2016-02-26","B",753.96,21.67,44.7,48.42,0.82,0.12,5.21
"2016-02-26","J",753.70,62.05,83.7,74.09,18.42,0.05,4.87
"2016-02-26","T",743.42,32.67,38.3,85.20,13.99,0.10,-1
"2016-02-27","PN",755.66,47.19,14.3,329.37,1.77,0.37,-1
"2016-02-27","P",765.72,23.07,62.8,36.73,2.23,0.41,4.05
"2016-02-27","B",753.98,21.79,45.0,48.42,1.51,0.12,4.05
"2016-02-27","J",753.73,62.49,84.3,74.09,11.46,0.05,6.33
"2016-02-27","T",743.43,32.78,38.5,85.20,13.14,0.10,-1
"2016-02-28","PN",755.66,47.19,14.3,329.37,0.37,0.37,-1
"2016-02-28","P",765.75,23.19,63.1,36.73,1.78,0.41,2.78
"2016-02-28","B",754.00,21.91,45.2,48.42,1.52,0.12,2.78
"2016-02-28","J",753.73,62.49,84.3,74.09,6.22,0.05,6.17
"2016-02-28","T",743.44,32.89,38.6,85.20,12.78,0.10,-1
"2016-02-29","PN",755.75,48.29,14.7,329.37,13.05,0.37,-1
"2016-02-29","P",765.83,23.51,64.0,36.73,4.17,0.50,2.55
"2016-02-29","B",754.12,22.64,46.8,48.42,8.58,0.12,2.55
"2016-02-29","J",753.86,64.40,86.9,74.09,30.38,0.05,8.18
"2016-02-29","T",743.47,33.22,39.0,85.20,15.43,0.10,-1
"2016-03-01","PN",755.94,50.63,15.4,329.37,27.50,0.37,-1
"2016-03-01","P",765.92,23.87,65.0,36.73,4.67,0.50,6.48
"2016-03-01","B",754.25,23.44,48.4,48.42,9.42,0.12,6.48
"2016-03-01","J",753.93,65.44,88.3,74.09,18.50,0.05,6.43
"2016-03-01","T",743.64,35.15,41.3,85.20,32.83,0.10,-1
"2016-03-02","PN",756.19,53.78,16.3,329.37,36.83,0.37,-1
"2016-03-02","P",766.15,24.80,67.5,36.73,11.79,0.98,8.80
"2016-03-02","B",754.40,24.38,50.4,48.42,11.04,0.12,8.80
"2016-03-02","J",754.02,66.78,90.1,74.09,22.17,0.05,6.58
"2016-03-02","T",743.80,37.00,43.4,85.20,32.26,0.10,-1
"2016-03-03","PN",756.28,54.93,16.7,329.37,13.70,0.37,-1
"2016-03-03","P",766.30,25.42,69.2,36.73,7.75,0.57,9.26
"2016-03-03","B",754.48,24.90,51.4,48.42,6.03,0.12,9.26
"2016-03-03","J",754.08,67.68,91.4,74.09,16.97,0.05,6.50
"2016-03-03","T",743.92,38.42,45.1,85.20,27.02,0.10,-1
"2016-03-04","PN",756.39,56.35,17.1,329.37,16.82,0.37,-1
"2016-03-04","P",766.47,26.13,71.2,36.73,9.03,0.77,6.25
"2016-03-04","B",754.57,25.48,52.6,48.42,6.83,0.12,6.25
"2016-03-04","J",754.11,68.14,92.0,74.09,12.55,0.05,7.27
"2016-03-04","T",744.00,39.37,46.2,85.20,21.25,0.10,-1
"2016-03-05","PN",756.47,57.40,17.4,329.37,12.44,0.37,-1
"2016-03-05","P",766.62,26.77,72.9,36.73,8.11,0.72,7.99
"2016-03-05","B",754.65,26.00,53.7,48.42,6.15,0.12,7.99
"2016-03-05","J",754.16,68.89,93.0,74.09,16.21,0.05,7.43
"2016-03-05","T",744.06,40.09,47.1,85.20,19.01,0.10,-1
"2016-03-06","PN",756.52,58.05,17.6,329.37,7.95,0.37,-1
"2016-03-06","P",766.70,27.12,73.8,36.73,4.43,0.44,7.87
"2016-03-06","B",754.71,26.39,54.5,48.42,4.68,0.12,7.87
"2016-03-06","J",754.18,69.19,93.4,74.09,12.91,0.05,9.36
"2016-03-06","T",744.11,40.70,47.8,85.20,18.06,0.10,-1
"2016-03-07","PN",756.63,59.50,18.1,329.37,17.17,0.37,-1
"2016-03-07","P",766.77,27.42,74.7,36.73,3.95,0.44,8.33
"2016-03-07","B",754.93,27.86,57.5,48.42,17.12,0.12,8.33
"2016-03-07","J",754.26,70.41,95.0,74.09,23.51,0.05,9.40
"2016-03-07","T",744.16,41.30,48.5,85.20,18.04,0.10,-1
"2016-03-08","PN",756.70,60.43,18.3,329.37,11.15,0.37,-1
"2016-03-08","P",766.82,27.64,75.3,36.73,2.89,0.37,8.33
"2016-03-08","B",755.10,29.02,59.9,48.42,13.57,0.12,8.33
"2016-03-08","J",754.34,71.63,96.7,74.09,24.50,0.05,10.31
"2016-03-08","T",744.22,42.04,49.3,85.20,18.52,0.10,-1
"2016-03-09","PN",756.74,60.97,18.5,329.37,6.56,0.37,-1
"2016-03-09","P",766.86,27.81,75.7,36.73,2.40,0.37,7.06
"2016-03-09","B",755.20,29.72,61.4,48.42,8.16,0.12,7.06
"2016-03-09","J",754.36,71.93,97.1,74.09,15.31,0.05,11.71
"2016-03-09","T",744.26,42.53,49.9,85.20,15.34,0.10,-1
"2016-03-10","PN",756.77,61.37,18.6,329.37,5.03,0.37,-1
"2016-03-10","P",766.90,27.99,76.2,36.73,2.36,0.33,5.79
"2016-03-10","B",755.24,30.00,62.0,48.42,3.36,0.12,5.79
"2016-03-10","J",754.36,71.93,97.1,74.09,12.15,0.05,12.10
"2016-03-10","T",744.28,42.78,50.2,85.20,13.39,0.10,-1
"2016-03-11","PN",756.87,62.72,19.0,329.37,15.98,0.37,-1
"2016-03-11","P",767.10,28.88,78.6,36.73,14.04,3.76,7.64
"2016-03-11","B",755.33,30.63,63.3,48.42,7.47,0.12,7.64
"2016-03-11","J",754.42,72.86,98.3,74.09,25.00,0.05,14.28
"2016-03-11","T",744.42,44.53,52.3,85.20,31.15,0.10,-1
"2016-03-12","PN",756.98,64.22,19.5,329.37,17.69,0.37,-1
"2016-03-12","P",767.23,29.46,80.2,36.73,7.11,0.33,0.93
"2016-03-12","B",755.42,31.27,64.6,48.42,7.55,0.12,0.93
"2016-03-12","J",754.43,73.01,98.5,74.09,16.78,0.05,14.95
"2016-03-12","T",744.57,46.43,54.5,85.20,33.06,0.10,-1
"2016-03-13","PN",757.05,65.18,19.8,329.37,11.48,0.37,-1
"2016-03-13","P",767.30,29.78,81.1,36.73,4.01,0.33,0.00
"2016-03-13","B",755.46,31.56,65.2,48.42,3.45,0.12,0.00
"2016-03-13","J",754.38,72.24,97.5,74.09,5.72,0.05,14.57
"2016-03-13","T",744.66,47.59,55.9,85.20,23.26,0.10,-1
"2016-03-14","PN",757.09,65.73,20.0,329.37,6.75,0.37,-1
"2016-03-14","P",767.35,30.01,81.7,36.73,2.98,0.33,0.00
"2016-03-14","B",755.51,31.92,65.9,48.42,4.30,0.12,0.00
"2016-03-14","J",754.34,71.63,96.7,74.09,7.29,0.05,14.34
"2016-03-14","T",744.73,48.49,56.9,85.20,19.92,0.10,-1
"2016-03-15","PN",757.12,66.14,20.1,329.37,5.17,0.37,-1
"2016-03-15","P",767.38,30.15,82.1,36.73,1.92,0.33,0.00
"2016-03-15","B",755.54,32.14,66.4,48.42,2.64,0.12,0.00
"2016-03-15","J",754.29,70.86,95.6,74.09,5.27,0.05,14.07
"2016-03-15","T",744.79,49.28,57.8,85.20,18.51,0.20,-1
"2016-03-16","PN",757.14,66.42,20.2,329.37,3.57,0.37,-1
"2016-03-16","P",767.41,30.29,82.5,36.73,1.93,0.33,0.00
"2016-03-16","B",755.56,32.28,66.7,48.42,1.80,0.12,0.00
"2016-03-16","J",754.24,70.10,94.6,74.09,3.34,0.05,12.10
"2016-03-16","T",744.81,49.54,58.1,85.20,13.03,0.10,-1
"2016-03-17","PN",757.17,66.83,20.3,329.37,5.19,0.37,-1
"2016-03-17","P",767.44,30.42,82.8,36.73,1.93,0.33,0.00
"2016-03-17","B",755.57,32.36,66.8,48.42,0.96,0.12,0.00
"2016-03-17","J",754.19,69.34,93.6,74.09,3.37,0.05,12.10
"2016-03-17","T",744.82,49.67,58.3,85.20,13.29,0.10,-1
"2016-03-18","PN",757.19,67.11,20.4,329.37,3.59,0.37,-1
"2016-03-18","P",767.46,30.52,83.1,36.73,1.40,0.33,0.00
"2016-03-18","B",755.59,32.50,67.1,48.42,1.81,0.12,0.00
"2016-03-18","J",754.14,68.59,92.6,74.09,3.87,0.05,12.57
"2016-03-18","T",744.84,49.94,58.6,85.20,15.62,0.10,-1
"2016-03-19","PN",757.20,67.25,20.4,329.37,1.98,0.37,-1
"2016-03-19","P",767.48,30.61,83.3,36.73,1.40,0.33,0.00
"2016-03-19","B",755.60,32.58,67.3,48.42,1.55,0.12,0.58
"2016-03-19","J",754.10,67.98,91.8,74.09,5.01,0.05,11.94
"2016-03-19","T",744.87,50.33,59.1,85.20,17.95,0.10,-1
"2016-03-20","PN",757.21,67.39,20.5,329.37,1.98,0.37,-1
"2016-03-20","P",767.50,30.70,83.6,36.73,1.40,0.33,0.00
"2016-03-20","B",755.61,32.65,67.4,48.42,1.80,0.12,0.83
"2016-03-20","J",754.06,67.38,90.9,74.09,4.95,0.05,11.86
"2016-03-20","T",744.86,50.20,58.9,85.20,12.58,0.10,-1
"2016-03-21","PN",757.22,67.53,20.5,329.37,1.98,0.37,-1
"2016-03-21","P",767.52,30.80,83.8,36.73,1.41,0.33,0.00
"2016-03-21","B",755.62,32.72,67.6,48.42,1.81,0.12,0.84
"2016-03-21","J",754.02,66.78,90.1,74.09,4.20,0.05,11.09
"2016-03-21","T",744.86,50.20,58.9,85.20,13.03,0.10,-1
"2016-03-22","PN",757.24,67.81,20.6,329.37,3.60,0.37,-1
"2016-03-22","P",767.53,30.84,84.0,36.73,0.99,0.45,0.00
"2016-03-22","B",755.62,32.72,67.6,48.42,0.97,0.12,0.85
"2016-03-22","J",753.98,66.19,89.3,74.09,4.28,0.05,11.15
"2016-03-22","T",744.86,50.20,58.9,85.20,12.89,0.10,-1
"2016-03-23","PN",757.26,68.09,20.7,329.37,3.61,0.37,-1
"2016-03-23","P",767.54,30.89,84.1,36.73,0.91,0.37,0.00
"2016-03-23","B",755.62,32.72,67.6,48.42,1.80,0.12,1.68
"2016-03-23","J",753.96,65.89,88.9,74.09,6.67,0.05,10.07
"2016-03-23","T",744.85,50.07,58.8,85.20,11.59,0.10,-1
"2016-03-24","PN",757.27,68.23,20.7,329.37,1.99,0.37,-1
"2016-03-24","P",767.57,31.03,84.5,36.73,1.97,0.35,0.00
"2016-03-24","B",755.61,32.65,67.4,48.42,0.96,0.12,1.69
"2016-03-24","J",753.92,65.29,88.1,74.09,3.66,0.05,10.50
"2016-03-24","T",744.84,49.94,58.6,85.20,11.66,0.10,-1
"2016-03-25","PN",757.32,68.93,20.9,329.37,8.49,0.37,-1
"2016-03-25","P",767.57,31.03,84.5,36.73,0.35,0.35,0.00
"2016-03-25","B",755.60,32.58,67.3,48.42,0.97,0.12,1.70
"2016-03-25","J",753.91,65.14,87.9,74.09,5.52,0.05,7.19
"2016-03-25","T",744.82,49.67,58.3,85.20,9.98,0.10,-1
"2016-03-26","PN",757.35,69.35,21.1,329.37,5.26,0.37,-1
"2016-03-26","P",767.59,31.12,84.7,36.73,1.43,0.35,0.00
"2016-03-26","B",755.61,32.65,67.4,48.42,2.66,0.12,1.69
"2016-03-26","J",753.92,65.29,88.1,74.09,9.08,0.05,7.31
"2016-03-26","T",744.85,50.07,58.8,85.20,17.87,0.10,-1
"2016-03-27","PN",757.38,69.77,21.2,329.37,5.27,0.37,-1
"2016-03-27","P",767.60,31.17,84.9,36.73,0.89,0.35,0.00
"2016-03-27","B",755.62,32.72,67.6,48.42,2.67,0.12,1.70
"2016-03-27","J",753.91,65.14,87.9,74.09,5.55,0.05,7.22
"2016-03-27","T",744.86,50.20,58.9,85.20,14.35,0.10,-1
"2016-03-28","PN",757.40,70.06,21.3,329.37,3.64,0.37,-1
"2016-03-28","P",767.63,31.31,85.2,36.73,1.98,0.35,0.00
"2016-03-28","B",755.60,32.58,67.3,48.42,0.12,0.12,1.70
"2016-03-28","J",753.90,65.00,87.7,74.09,4.47,0.05,6.14
"2016-03-28","T",744.83,49.80,58.5,85.20,8.02,0.10,-1
"2016-03-29","PN",757.42,70.34,21.4,329.37,3.65,0.37,-1
"2016-03-29","P",767.66,31.45,85.6,36.73,1.98,0.35,0.00
"2016-03-29","B",755.59,32.50,67.1,48.42,0.97,0.12,1.70
"2016-03-29","J",753.89,64.85,87.5,74.09,4.50,0.05,6.17
"2016-03-29","T",744.80,49.41,58.0,85.20,8.90,0.10,-1
"2016-03-30","PN",757.43,70.48,21.4,329.37,2.01,0.37,-1
"2016-03-30","P",767.69,31.59,86.0,36.73,1.99,0.35,0.00
"2016-03-30","B",755.58,32.43,67.0,48.42,0.97,0.12,1.70
"2016-03-30","J",753.88,64.70,87.3,74.09,4.50,0.05,6.17
"2016-03-30","T",744.77,49.02,57.5,85.20,8.99,0.10,-1
"2016-03-31","PN",757.45,70.77,21.5,329.37,3.65,0.37,-1
"2016-03-31","P",767.70,31.64,86.1,36.73,0.90,0.35,0.00
"2016-03-31","B",755.57,32.36,66.8,48.42,0.98,0.12,1.70
"2016-03-31","J",753.87,64.55,87.1,74.09,4.51,0.05,6.17
"2016-03-31","T",744.74,48.62,57.1,85.20,8.55,0.10,-1
"2016-04-01","PN",757.50,71.48,21.7,329.37,8.61,0.37,-1
"2016-04-01","P",767.72,31.73,86.4,36.73,1.58,0.49,0.00
"2016-04-01","B",755.56,32.28,66.7,48.42,0.68,0.12,1.40
"2016-04-01","J",753.85,64.25,86.7,74.09,2.80,0.05,6.17
"2016-04-01","T",744.71,48.23,56.6,85.20,7.77,0.10,-1
"2016-04-02","PN",757.52,71.76,21.8,329.37,3.67,0.37,-1
"2016-04-02","P",767.73,31.78,86.5,36.73,1.27,0.72,0.00
"2016-04-02","B",755.51,31.92,65.9,48.42,0.18,0.12,4.26
"2016-04-02","J",753.85,64.25,86.7,74.09,5.58,0.05,5.53
"2016-04-02","T",744.68,47.85,56.2,85.20,8.96,0.10,-1
"2016-04-03","PN",757.53,71.90,21.8,329.37,2.02,0.37,-1
"2016-04-03","P",767.73,31.78,86.5,36.73,0.72,0.72,0.00
"2016-04-03","B",755.46,31.56,65.2,48.42,0.14,0.12,4.20
"2016-04-03","J",753.85,64.25,86.7,74.09,5.18,0.05,5.13
"2016-04-03","T",744.65,47.51,55.8,85.20,9.03,0.10,-1
"2016-04-04","PN",757.54,72.05,21.9,329.37,2.02,0.37,-1
"2016-04-04","P",767.73,31.78,86.5,36.73,1.03,1.03,0.00
"2016-04-04","B",755.40,31.14,64.3,48.42,0.20,0.12,4.90
"2016-04-04","J",753.86,64.40,86.9,74.09,6.89,0.05,5.13
"2016-04-04","T",744.62,47.07,55.2,85.20,8.22,0.10,-1
"2016-04-05","PN",757.55,72.19,21.9,329.37,2.03,0.37,-1
"2016-04-05","P",767.74,31.83,86.7,36.73,0.83,0.28,0.00
"2016-04-05","B",755.34,30.72,63.4,48.42,0.13,0.12,4.96
"2016-04-05","J",753.86,64.40,86.9,74.09,5.82,0.05,5.77
"2016-04-05","T",744.59,46.69,54.8,85.20,8.48,0.10,-1
"2016-04-06","PN",757.56,72.33,22.0,329.37,2.03,0.37,-1
"2016-04-06","P",767.74,31.83,86.7,36.73,0.30,0.30,0.00
"2016-04-06","B",755.29,30.35,62.7,48.42,0.36,0.12,4.50
"2016-04-06","J",753.86,64.40,86.9,74.09,5.12,0.05,5.07
"2016-04-06","T",744.55,46.17,54.2,85.20,6.44,0.10,-1
"2016-04-07","PN",757.56,72.33,22.0,329.37,0.45,0.45,-1
"2016-04-07","P",767.75,31.88,86.8,36.73,0.85,0.30,0.00
"2016-04-07","B",755.22,29.86,61.7,48.42,0.17,0.12,5.75
"2016-04-07","J",753.86,64.40,86.9,74.09,6.12,0.05,6.07
"2016-04-07","T",744.52,45.79,53.7,85.20,8.04,0.10,-1
"2016-04-08","PN",757.56,72.33,22.0,329.37,0.45,0.45,-1
"2016-04-08","P",767.76,31.92,86.9,36.73,0.85,0.30,0.00
"2016-04-08","B",755.17,29.51,60.9,48.42,0.24,0.12,4.16
"2016-04-08","J",753.86,64.40,86.9,74.09,5.12,0.05,5.07
"2016-04-08","T",744.49,45.41,53.3,85.20,7.77,0.10,-1
"2016-04-09","PN",757.56,72.33,22.0,329.37,0.45,0.45,-1
"2016-04-09","P",767.77,31.97,87.0,36.73,0.85,0.30,0.00
"2016-04-09","B",755.11,29.11,60.1,48.42,0.13,0.12,4.59
"2016-04-09","J",753.86,64.40,86.9,74.09,5.12,0.05,5.07
"2016-04-09","T",744.46,45.03,52.9,85.20,9.04,0.10,-1
"2016-04-10","PN",757.56,72.33,22.0,329.37,0.45,0.45,-1
"2016-04-10","P",767.77,31.97,87.0,36.73,0.30,0.30,0.00
"2016-04-10","B",755.05,28.70,59.3,48.42,0.11,0.12,4.70
"2016-04-10","J",753.86,64.40,86.9,74.09,5.12,0.05,5.07
