"";"pluv";"v.rel";"v.rel2";"v.abs";"pluv.m";"afluente";"defluente";"afluente.m"
"2004-01-01";4;49,2;38,0403781016148;482922600;5,01333333333333;2618784;3435264;2618784
"2004-01-02";3,8;49,3;38,1176959432848;483904150;5,14;3037824;2078784;2828304
"2004-01-03";2,7;49,4;38,1950137849547;484885700;4,66666666666667;3339360;2415744;2998656
"2004-01-04";0,3;49,3;38,1176959432848;483904150;4,46;1886976;2787264;2720736
"2004-01-05";0;49,3;38,1176959432848;483904150;4,15333333333333;2567808;2605824;2690150,4
"2004-01-06";0;49,2;38,0403781016148;482922600;4,14333333333333;1926720;2865024;2562912
"2004-01-07";4,9;49;37,8857424182749;480959500;4,21666666666667;1468800;3076704;2406610,28571429
"2004-01-08";6,6;49;37,8857424182749;480959500;4,29;3096576;2655936;2492856
"2004-01-09";20,7;49,2;38,0403781016148;482922600;4,63333333333333;4037472;2733696;2664480
"2004-01-10";6,7;49,6;38,3496494682946;486848800;4,85;5512320;2621376;2949264
"2004-01-11";0;49,7;38,4269673099646;487830350;4,82;3900096;2630016;3035703,27272727
"2004-01-12";0;49,8;38,5042851516345;488811900;4,81;3520800;2647296;3076128
"2004-01-13";21,4;50;38,6589208349744;490775000;5,52333333333333;4391712;2769120;3177326,76923077
"2004-01-14";0;50,1;38,7362386766443;491756550;5,34333333333333;3027456;2751840;3166621,71428571
"2004-01-15";2,6;50,1;38,7362386766443;491756550;5,39333333333333;3316896;2769120;3176640
"2004-01-16";14;50,4;38,9681922016542;494701200;5,33666666666667;4956768;2872800;3287898
"2004-01-17";0;50,4;38,9681922016542;494701200;5,32666666666667;3080160;2845152;3275678,11764706
"2004-01-18";0;50,3;38,8908743599842;493719650;5,32666666666667;1820448;2630880;3194832
"2004-01-19";0;50,2;38,8135565183143;492738100;5,32666666666667;2207520;2484000;3142868,21052632
"2004-01-20";0;50;38,6589208349744;490775000;4,5;1512864;2802816;3061368
"2004-01-21";0;49,8;38,5042851516345;488811900;3,96333333333333;1053216;2958336;2965741,71428571
"2004-01-22";8,8;49,6;38,3496494682946;486848800;3,84333333333333;1345248;2681856;2892082,90909091
"2004-01-23";0,5;49,8;38,5042851516345;488811900;3,73666666666667;3806784;2759616;2931852,52173913
"2004-01-24";15,1;49,8;38,5042851516345;488811900;4,24;3183840;2769120;2942352
"2004-01-25";0,1;49,8;38,5042851516345;488811900;4,24333333333333;2614464;2751840;2929236,48
"2004-01-26";6,8;49,7;38,4269673099646;487830350;4,46333333333333;1953504;2734560;2891708,30769231
"2004-01-27";22,2;49,9;38,5816029933045;489793450;4,96;4402944;2846880;2947680
"2004-01-28";10,6;50,1;38,7362386766443;491756550;5,09666666666667;4432320;2757024;3000702,85714286
"2004-01-29";0,7;50,3;38,8908743599842;493719650;5,08333333333333;4004640;2620512;3035321,37931034
"2004-01-30";0;50,3;38,8908743599842;493719650;5,08333333333333;2972160;2957472;3033216
"2004-01-31";5;50,3;38,8908743599842;493719650;5,11666666666667;3073248;2819232;3048364,8
"2004-02-01";13,3;50,4;38,9681922016542;494701200;5,43333333333333;3342816;2871072;3058531,2
"2004-02-02";0;50,4;38,9681922016542;494701200;5,34333333333333;3525120;2689632;3064723,2
"2004-02-03";13,3;50,4;38,9681922016542;494701200;5,77666666666667;3004992;2801952;3101990,4
"2004-02-04";0,6;50,3;38,8908743599842;493719650;5,79666666666667;2489184;2957472;3099369,6
"2004-02-05";2,4;50,3;38,8908743599842;493719650;5,87666666666667;2320704;2785536;3112502,4
"2004-02-06";27,5;50,6;39,1228278849941;496664300;6,63;5279040;2837376;3239510,4
"2004-02-07";15,9;51;39,4320992516739;500590500;6,94;6037632;2668032;3337545,6
"2004-02-08";0,1;51,2;39,5867349350138;502553600;6,25333333333333;4359744;2630016;3348288
"2004-02-09";0;51,2;39,5867349350138;502553600;6,03;2190240;2776896;3237552
"2004-02-10";0;51,1;39,5094170933438;501572050;6,03;2169504;2836512;3179865,6
"2004-02-11";0;51;39,4320992516739;500590500;6,03;2101248;2707776;3132547,2
"2004-02-12";0;50,9;39,3547814100039;499608950;5,31666666666667;2166912;2897856;3058387,2
"2004-02-13";1,3;50,8;39,277463568334;498627400;5,36;1829088;2825280;3018441,6
"2004-02-14";5;50,8;39,277463568334;498627400;5,44;2848608;2849472;3002832
"2004-02-15";21,6;51;39,4320992516739;500590500;5,69333333333333;4217184;2975616;2978179,2
"2004-02-16";16,8;51,4;39,7413706183537;504516700;6,25333333333333;5737824;2602368;3066768
"2004-02-17";2,4;51,5;39,8186884600236;505498250;6,33333333333333;4232736;2829600;3147177,6
"2004-02-18";0;51,6;39,8960063016936;506479800;6,33333333333333;3497472;2941920;3190176
"2004-02-19";0;51,5;39,8186884600236;505498250;6,33333333333333;2418336;2950560;3220358,4
"2004-02-20";11,1;51,5;39,8186884600236;505498250;6,70333333333333;2985984;2950560;3284784
"2004-02-21";0,6;51,5;39,8186884600236;505498250;6,43;2302560;2950560;3316694,4
"2004-02-22";42,5;52,2;40,3599133517133;512369100;7,83;8442144;2665440;3471206,4
"2004-02-23";31,6;53,4;41,2877274517527;524147700;8,38;11794464;2302560;3758227,2
"2004-02-24";28,9;55,2;42,6794486018117;541815600;9,34;15868224;2389824;4200019,2
"2004-02-25";6;56,5;43,6845805435211;554575750;9,31333333333333;12606624;2468448;4555123,2
"2004-02-26";11,5;57,7;44,6123946435605;566354350;8,95666666666667;12082176;2621376;4811097,6
"2004-02-27";0,8;58,7;45,3855730602599;576169850;8,63;10821600;2747520;5024073,6
"2004-02-28";2,4;59,6;46,0814336352895;585003800;8,68666666666667;9772704;2778624;5216342,4
"2004-02-29";0;60,2;46,5453406853092;590893100;8,68666666666667;6741792;2731104;5341996,8
"2004-03-01";0;60,4;46,6999763686491;592856200;8,52;4798656;2747520;5399510,4
"2004-03-02";0;60,7;46,9319298936589;595800850;8,07666666666667;4707936;2842560;5445014,4
"2004-03-03";0;60,7;46,9319298936589;595800850;8,07666666666667;3352320;2937600;5439254,4
"2004-03-04";2;60,8;47,0092477353289;596782400;7,7;3406752;2937600;5452646,4
"2004-03-05";0,3;61;47,1638834186688;598745500;7,69;4057344;2730240;5504918,4
"2004-03-06";2;61,1;47,2412012603387;599727050;7,67666666666667;3933792;2756160;5558688
"2004-03-07";18,8;61,5;47,5504726270185;603653250;7,38666666666667;5260896;2600640;5558083,2
"2004-03-08";2,8;61,7;47,7051083103584;605616350;6,95;4325184;2514240;5501001,6
"2004-03-09";0,9;61,8;47,7824261520284;606597900;6,97666666666667;3697920;2747520;5478940,8
"2004-03-10";0,8;61,8;47,7824261520284;606597900;7,00333333333333;3237408;2937600;5513846,4
"2004-03-11";1,2;61,9;47,8597439936983;607579450;7,04333333333333;3017088;2811456;5542099,2
"2004-03-12";0;61,9;47,8597439936983;607579450;7,04333333333333;2817504;2730240;5565974,4
"2004-03-13";0;61,9;47,8597439936983;607579450;7,04333333333333;2831328;2730240;5588121,6
"2004-03-14";0;61,9;47,8597439936983;607579450;7;2824416;2817504;5621299,2
"2004-03-15";11,4;62,1;48,0143796770382;609542550;7,21333333333333;3795552;2394144;5652864
"2004-03-16";5,8;62,2;48,0916975187082;610524100;6,68666666666667;3784320;2757024;5638435,2
"2004-03-17";0;62,3;48,1690153603781;611505650;6,12666666666667;3610656;2765664;5567529,6
"2004-03-18";0;62,3;48,1690153603781;611505650;6,04666666666667;2625696;2739744;5513961,6
"2004-03-19";0;62,2;48,0916975187082;610524100;6,04666666666667;2217888;2764800;5471308,8
"2004-03-20";14,1;62,5;48,323651043718;613468750;6,51666666666667;4828032;2756160;5551632
"2004-03-21";2,6;62,7;48,4782867270579;615431850;6,23333333333333;3780000;2531520;5578099,2
"2004-03-22";0;62,7;48,4782867270579;615431850;6,21333333333333;3020544;2514240;5602032
"2004-03-23";0;62,7;48,4782867270579;615431850;4,79666666666667;2534976;2782080;5405126,4
"2004-03-24";0;62,6;48,4009688853879;614450300;3,74333333333333;2065824;2617920;5080838,4
"2004-03-25";0;62,5;48,323651043718;613468750;2,78;1994976;2695680;4618396,8
"2004-03-26";0;62,5;48,323651043718;613468750;2,58;2360448;2695680;4276857,6
"2004-03-27";31,2;62,9;48,6329224103978;617394950;3,23666666666667;5843232;2738880;4068892,8
"2004-03-28";0;62,9;48,6329224103978;617394950;3,21;2646432;2808000;3796387,2
"2004-03-29";1,2;62,8;48,5556045687278;616413400;3,17;1968192;2306880;3536236,8
"2004-03-30";1,8;62,8;48,5556045687278;616413400;3,23;3053376;2799360;3413289,6
"2004-03-31";8,5;62,9;48,6329224103978;617394950;3,51333333333333;2894400;2712960;3349814,4
"2004-04-01";0;62,9;48,6329224103978;617394950;3,51333333333333;2787264;2687040;3285792
"2004-04-02";0;62,9;48,6329224103978;617394950;3,51333333333333;2484864;2687040;3256876,8
"2004-04-03";0;62,8;48,5556045687278;616413400;3,44666666666667;2219616;2851200;3217305,6
"2004-04-04";0,3;62,7;48,4782867270579;615431850;3,44666666666667;1863648;2661120;3144182,4
"2004-04-05";14,2;62,9;48,6329224103978;617394950;3,85333333333333;4253472;2522880;3154838,4
"2004-04-06";0,4;62,9;48,6329224103978;617394950;3,24;2951424;2721600;3077856
"2004-04-07";20,2;63,1;48,7875580937377;619358050;3,82;4159296;2531520;3072326,4
"2004-04-08";0;63,2;48,8648759354076;620339600;3,79;3124224;2730240;3053203,2
"2004-04-09";0;63,1;48,7875580937377;619358050;3,76333333333333;2460672;2773440;3027312
"2004-04-10";0;63,2;48,8648759354076;620339600;3,72333333333333;2691360;2350080;3016454,4
"2004-04-11";0;63,2;48,8648759354076;620339600;3,72333333333333;2662848;2531520;3011299,2
"2004-04-12";0;63,1;48,7875580937377;619358050;3,72333333333333;1988928;2436480;2983219,2
"2004-04-13";0,1;63,1;48,7875580937377;619358050;3,72666666666667;2234304;2963520;2963548,8
"2004-04-14";0,8;63;48,7102402520677;618376500;3,37333333333333;2330208;2756160;2914704
"2004-04-15";4,8;63;48,7102402520677;618376500;3,34;2846880;2626560;2883456
"2004-04-16";22,7;63,1;48,7875580937377;619358050;4,09666666666667;3561408;2782080;2881814,4
"2004-04-17";13,7;63,5;49,0968294604175;623284250;4,55333333333333;6106752;2817504;2997849,6
"2004-04-18";0;63,5;49,0968294604175;623284250;4,55333333333333;2987712;2765664;3023510,4
"2004-04-19";1,3;63,5;49,0968294604175;623284250;4,12666666666667;2808000;2687904;2956176
"2004-04-20";39,4;64,2;49,6380543521071;630155100;5,35333333333333;8001504;2566944;3096892,8
"2004-04-21";0;64,6;49,9473257187869;634081300;5,35333333333333;5295456;2575584;3172723,2
"2004-04-22";9,3;64,8;50,1019614021268;636044400;5,66333333333333;4656960;2558304;3243456
"2004-04-23";0;64,9;50,1792792437968;637025950;5,66333333333333;3388608;2834784;3287548,8
"2004-04-24";0;64,9;50,1792792437968;637025950;5,66333333333333;2712960;2834784;3311481,6
"2004-04-25";0,1;64,9;50,1792792437968;637025950;5,66666666666667;2781216;2800224;3325507,2
"2004-04-26";0,6;64,8;50,1019614021268;636044400;4,64666666666667;1769472;2653344;3189715,2
"2004-04-27";0;64,8;50,1019614021268;636044400;4,64666666666667;2874528;2808864;3197318,4
"2004-04-28";0;64,8;50,1019614021268;636044400;4,60666666666667;2524608;2808864;3215865,6
"2004-04-29";0;64,7;50,0246435604569;635062850;4,54666666666667;2000160;2800224;3180758,4
"2004-04-30";0;64,6;49,9473257187869;634081300;4,26333333333333;2030400;2825280;3151958,4
"2004-05-01";0;64,5;49,870007877117;633099750;4,26333333333333;2083104;2833920;3128486,4
"2004-05-02";0;64,3;49,7153721937771;631136650;4,26333333333333;1691712;2686176;3102048
"2004-05-03";0;64,2;49,6380543521071;630155100;4,26333333333333;1728000;2763936;3085660,8
"2004-05-04";0;64,1;49,5607365104372;629173550;4,25333333333333;1702944;2858976;3080304
"2004-05-05";0;64;49,4834186687672;628192000;3,78;2280960;2884896;3014553,6
"2004-05-06";0,6;64;49,4834186687672;628192000;3,78666666666667;2780352;2877120;3008851,2
"2004-05-07";9,1;64,1;49,5607365104372;629173550;3,41666666666667;4333824;2790720;3014668,8
"2004-05-08";16,4;64,3;49,7153721937771;631136650;3,96333333333333;4731264;2691360;3068236,8
"2004-05-09";6;64,4;49,792690035447;632118200;4,16333333333333;3587328;2644704;3105792
"2004-05-10";0;64,5;49,870007877117;633099750;4,16333333333333;3078432;2644704;3118694,4
"2004-05-11";0;64,4;49,792690035447;632118200;4,16333333333333;2335392;2739744;3107779,2
"2004-05-12";0;64,4;49,792690035447;632118200;4,16333333333333;2198016;2833920;3114748,8
"2004-05-13";0;64,2;49,6380543521071;630155100;4,16;1715040;2764800;3097440
"2004-05-14";0;64,1;49,5607365104372;629173550;4,13333333333333;2383776;2738880;3099225,6
"2004-05-15";4,4;64;49,4834186687672;628192000;4,12;2254176;2756160;3079468,8
"2004-05-16";13,5;64,2;49,6380543521071;630155100;3,81333333333333;3945888;2627424;3092284,8
"2004-05-17";0;64,2;49,6380543521071;630155100;3,35666666666667;3095712;2670624;2991916,8
"2004-05-18";0;64,3;49,7153721937771;631136650;3,35666666666667;3056832;2964384;2994220,8
"2004-05-19";0;64,3;49,7153721937771;631136650;3,31333333333333;2871936;2696544;2996352
"2004-05-20";0;64,2;49,6380543521071;630155100;2;2008800;2705184;2796595,2
"2004-05-21";0;64,1;49,5607365104372;629173550;2;1965600;2551392;2685600
"2004-05-22";8,8;64,2;49,6380543521071;630155100;1,98333333333333;3303936;2808864;2640499,2
"2004-05-23";0;64,2;49,6380543521071;630155100;1,98333333333333;2884032;2549664;2623680
"2004-05-24";0,8;64,2;49,6380543521071;630155100;2,01;2703456;2592864;2623363,2
"2004-05-25";21,7;64,3;49,7153721937771;631136650;2,73;3569184;2683584;2649628,8
"2004-05-26";32,1;64,8;50,1019614021268;636044400;3,78;6072192;2674080;2793052,8
"2004-05-27";3,7;65,2;50,4112327688066;639970600;3,90333333333333;6176736;2636064;2903126,4
"2004-05-28";0;65,5;50,6431862938165;642915250;3,90333333333333;4541184;2705184;2970345,6
"2004-05-29";0;65,5;50,6431862938165;642915250;3,90333333333333;2780352;2654208;2996352
"2004-05-30";0;65,5;50,6431862938165;642915250;3,90333333333333;2580768;2429568;3014697,6
"2004-05-31";10,1;65,7;50,7978219771564;644878350;4,24;3791232;2343168;3071635,2
"2004-06-01";14,8;66,1;51,1070933438362;648804550;4,73333333333333;5857056;2472768;3210480
"2004-06-02";0;66,4;51,339046868846;651749200;4,73333333333333;5030208;2904768;3320553,6
"2004-06-03";11;66,7;51,5710003938558;654693850;5,1;4980960;2447712;3429820,8
"2004-06-04";30,2;67,5;52,1895431272154;662546250;6,10666666666667;8395488;2274912;3633638,4
"2004-06-05";4,6;68,2;52,7307680189051;669417100;6,24;7867584;2447712;3803212,8
"2004-06-06";3;68,5;52,9627215439149;672361750;6,03666666666667;5301504;2750112;3835468,8
"2004-06-07";0;68,8;53,1946750689248;675306400;5,49;4120416;2499552;3815107,2
"2004-06-08";0;68,9;53,2719929105947;676287950;5,29;3590784;2637792;3815222,4
"2004-06-09";0;69;53,3493107522647;677269500;5,29;3236544;2490912;3820492,8
"2004-06-10";1,2;69;53,3493107522647;677269500;5,33;2631744;2430432;3830371,2
"2004-06-11";0,2;69;53,3493107522647;677269500;5,33666666666667;2494368;2472768;3840249,6
"2004-06-12";0;69,1;53,4266285939346;678251050;5,33666666666667;3050784;2446848;3884774,4
"2004-06-13";12,4;69,4;53,6585821189445;681195700;5,75;4794336;2671488;3965126,4
"2004-06-14";0;69,5;53,7358999606144;682177250;5,60333333333333;3405024;2239488;4003488
"2004-06-15";0;69,6;53,8132178022844;683158800;5,15333333333333;3009312;2636928;3972268,8
"2004-06-16";5,4;69,6;53,8132178022844;683158800;5,33333333333333;2944512;2506464;3967228,8
"2004-06-17";0;69,6;53,8132178022844;683158800;5,33333333333333;2883168;2636064;3961440
"2004-06-18";0;69,7;53,8905356439543;684140350;5,33333333333333;2923776;2678400;3963168
"2004-06-19";0;69,7;53,8905356439543;684140350;5,33333333333333;2768256;2877984;3988483,2
"2004-06-20";0;69,7;53,8905356439543;684140350;5,33333333333333;2523744;2532384;4007088
"2004-06-21";0;69,7;53,8905356439543;684140350;5,04;2318976;2100384;3974256
"2004-06-22";0;69,6;53,8132178022844;683158800;5,04;2216160;2869344;3951993,6
"2004-06-23";0;69,6;53,8132178022844;683158800;5,01333333333333;2102112;2530656;3931948,8
"2004-06-24";0;69,5;53,7358999606144;682177250;4,29;2024352;2437344;3880454,4
"2004-06-25";0,2;69,5;53,7358999606144;682177250;3,22666666666667;2548800;2463264;3763008
"2004-06-26";0,3;69,4;53,6585821189445;681195700;3,11333333333333;2467584;2921184;3639369,6
"2004-06-27";0;69,4;53,6585821189445;681195700;3,11333333333333;2582496;2566944;3574080
"2004-06-28";0;69,4;53,6585821189445;681195700;3,11333333333333;1852416;2532384;3543148,8
"2004-06-29";0;69,3;53,5812642772745;680214150;3,11333333333333;2302560;2532384;3533875,2
"2004-06-30";0;69,3;53,5812642772745;680214150;2,77666666666667;2443392;2687904;3488947,2
"2004-07-01";0;69,2;53,5039464356046;679232600;2,28333333333333;2168640;2627424;3366000
"2004-07-02";0;69,1;53,4266285939346;678251050;2,28333333333333;1776384;2679264;3257539,2
"2004-07-03";0;69;53,3493107522647;677269500;1,91666666666667;2552256;2541024;3176582,4
"2004-07-04";0;68,9;53,2719929105947;676287950;0,91;1806624;2601504;2956953,6
"2004-07-05";0;68,9;53,2719929105947;676287950;0,756666666666666;2242080;2497824;2769436,8
"2004-07-06";0;68,8;53,1946750689248;675306400;0,656666666666667;2119392;2558304;2663366,4
"2004-07-07";0;68,7;53,1173572272548;674324850;0,656666666666667;1550880;2307744;2577715,2
"2004-07-08";0;68,6;53,0400393855849;673343300;0,656666666666667;1651104;2757024;2513059,2
"2004-07-09";8,3;68,6;53,0400393855849;673343300;0,933333333333333;2340576;2411424;2483193,6
"2004-07-10";1,4;68,6;53,0400393855849;673343300;0,94;2469312;2134944;2477779,2
"2004-07-11";21,7;68,9;53,2719929105947;676287950;1,65666666666667;4618944;2437344;2548598,4
"2004-07-12";0,3;69,1;53,4266285939346;678251050;1,66666666666667;4028832;2001024;2581200
"2004-07-13";0;69,2;53,5039464356046;679232600;1,25333333333333;2702592;2714688;2511475,2
"2004-07-14";0;69,1;53,4266285939346;678251050;1,25333333333333;2459808;2611008;2479968
"2004-07-15";0;69;53,3493107522647;677269500;1,25333333333333;1638144;2654208;2434262,4
"2004-07-16";0;68,9;53,2719929105947;676287950;1,07333333333333;1856736;2809728;2398003,2
"2004-07-17";3,1;68,9;53,2719929105947;676287950;1,17666666666667;2759616;2541888;2393884,8
"2004-07-18";0,5;69;53,3493107522647;677269500;1,19333333333333;1808352;1168128;2356704
"2004-07-19";8;69;53,3493107522647;677269500;1,46;2388096;2670624;2344032
"2004-07-20";43,1;69,9;54,0451713272942;686103450;2,89666666666667;9175680;1971648;2565763,2
"2004-07-21";1,8;70,5;54,5090783773139;691992750;2,95666666666667;6966432;2446848;2720678,4
"2004-07-22";0,5;70,8;54,7410319023237;694937400;2,97333333333333;4951584;2429568;2811859,2
"2004-07-23";0,2;70,9;54,8183497439937;695918950;2,98;3208032;2083968;2848723,2
"2004-07-24";0;71;54,8956675856636;696900500;2,98;2961792;2655072;2879971,2
"2004-07-25";0;71;54,8956675856636;696900500;2,97333333333333;2470176;2179008;2877350,4
"2004-07-26";0;71;54,8956675856636;696900500;2,96333333333333;2448576;2282688;2876716,8
"2004-07-27";0;71;54,8956675856636;696900500;2,96333333333333;1988064;2567808;2856902,4
"2004-07-28";0;70,9;54,8183497439937;695918950;2,96333333333333;1937088;2152224;2859724,8
"2004-07-29";0;70,9;54,8183497439937;695918950;2,96333333333333;2579904;2826144;2868969,6
"2004-07-30";0;70,8;54,7410319023237;694937400;2,96333333333333;1856736;2333664;2849414,4
"2004-07-31";0;70,8;54,7410319023237;694937400;2,96333333333333;2314656;2679264;2854281,6
"2004-08-01";0;70,7;54,6637140606538;693955850;2,96333333333333;1913760;2437344;2858860,8
"2004-08-02";0;70,7;54,6637140606538;693955850;2,96333333333333;1975104;2195424;2839622,4
"2004-08-03";0;70,6;54,5863962189839;692974300;2,96333333333333;1756512;2808864;2837952
"2004-08-04";0;70,5;54,5090783773139;691992750;2,96333333333333;1870560;2329344;2825568
"2004-08-05";0;70,4;54,431760535644;691011200;2,96333333333333;2223072;2714688;2829024
"2004-08-06";0;70,3;54,354442693974;690029650;2,96333333333333;1916352;2680128;2841206,4
"2004-08-07";0;70,2;54,2771248523041;689048100;2,96333333333333;1532736;2638656;2837260,8
"2004-08-08";0;70,1;54,1998070106341;688066550;2,68666666666667;2667168;2687904;2848147,2
"2004-08-09";0;70;54,1224891689642;687085000;2,64;1946592;2445120;2830723,2
"2004-08-10";0;69,9;54,0451713272942;686103450;1,91666666666667;1695168;2652480;2733264
"2004-08-11";0;69,8;53,9678534856243;685121900;1,90666666666667;1650240;2790720;2653977,6
"2004-08-12";0;69,6;53,8132178022844;683158800;1,90666666666667;1642464;2669760;2618640
"2004-08-13";0;69,4;53,6585821189445;681195700;1,90666666666667;1451520;2903040;2585030,4
"2004-08-14";0;69,3;53,5812642772745;680214150;1,90666666666667;1514592;2706912;2580912
"2004-08-15";0;69,2;53,5039464356046;679232600;1,90666666666667;1947456;2514240;2583936
"2004-08-16";0;69;53,3493107522647;677269500;1,80333333333333;984096;2609280;2524752
"2004-08-17";0;68,8;53,1946750689248;675306400;1,78666666666667;1637280;2773440;2519049,6
"2004-08-18";0;68,7;53,1173572272548;674324850;1,52;1621728;2799360;2493504
"2004-08-19";0;68,6;53,0400393855849;673343300;0,0833333333333333;1915488;2733696;2251497,6
"2004-08-20";0;68,4;52,885403702245;671380200;0,0233333333333333;1629504;2896992;2073600
"2004-08-21";0;68,2;52,7307680189051;669417100;0,00666666666666667;1632960;2957472;1962979,2
"2004-08-22";0;68,1;52,6534501772351;668435550;-1,85037170770859e-18;1827360;3179520;1916956,8
"2004-08-23";0;68;52,5761323355652;667454000;-1,85037170770859e-18;1594080;2246400;1871366,4
"2004-08-24";0;67,8;52,4214966522253;665490900;-1,85037170770859e-18;1646784;3153600;1843920
"2004-08-25";0;67,7;52,3441788105553;664509350;-1,85037170770859e-18;1777248;2497824;1821542,4
"2004-08-26";0;67,5;52,1895431272154;662546250;-1,85037170770859e-18;1479168;3033504;1804579,2
"2004-08-27";0;67,3;52,0349074438755;660583150;-1,85037170770859e-18;1297728;2748384;1783267,2
"2004-08-28";0;67,2;51,9575896022056;659601600;-1,85037170770859e-18;1575936;2843424;1749801,6
"2004-08-29";0,6;67;51,8029539188657;657638500;0,02;1662336;2411424;1743321,6
"2004-08-30";0;66,9;51,7256360771957;656656950;0,02;2098656;2929824;1736121,6
"2004-08-31";0;66,7;51,5710003938558;654693850;0,02;1491264;2731104;1722038,4
"2004-09-01";0;66,9;51,7256360771957;656656950;0,02;1423008;3233088;1703635,2
"2004-09-02";0;66,7;51,5710003938558;654693850;0,02;978048;2886624;1677686,4
"2004-09-03";0;66,5;51,4163647105159;652730750;0,02;1562112;3335904;1667404,8
"2004-09-04";0;66,3;51,2617290271761;650767650;0,02;1276128;3016224;1635840
"2004-09-05";0;66,1;51,1070933438362;648804550;0,02;1831680;3007584;1633017,6
"2004-09-06";0;66;51,0297755021662;647823000;0,02;1264032;2982528;1624060,8
"2004-09-07";0;65,8;50,8751398188263;645859900;0,02;1232064;3129408;1576224
"2004-09-08";0;65,6;50,7205041354864;643896800;0,02;1665792;3059424;1566864
"2004-09-09";0;65,4;50,5658684521465;641933700;0,02;1252800;3335904;1552118,4
"2004-09-10";0;65,2;50,4112327688066;639970600;0,02;1286496;3336768;1539993,6
"2004-09-11";0;64,9;50,1792792437968;637025950;0,02;842400;3337632;1513324,8
"2004-09-12";0,1;64,7;50,0246435604569;635062850;0,0233333333333333;1130976;3337632;1502640
"2004-09-13";0;64,5;49,870007877117;633099750;0,0233333333333333;1316736;3009312;1496044,8
"2004-09-14";0;64,3;49,7153721937771;631136650;0,0233333333333333;1168128;3337632;1470067,2
"2004-09-15";0,2;64,2;49,6380543521071;630155100;0,03;1648512;3336768;1492214,4
"2004-09-16";0;63,9;49,4061008270973;627210450;0,03;1046304;3336768;1472515,2
"2004-09-17";0;63,7;49,2514651437574;625247350;0,03;972000;3327264;1450857,6
"2004-09-18";3,8;63,5;49,0968294604175;623284250;0,156666666666667;1358208;3266784;1432281,6
"2004-09-19";28,7;63,5;49,0968294604175;623284250;1,11333333333333;3622752;3008448;1498723,2
"2004-09-20";0;63,4;49,0195116187475;622302700;1,11333333333333;2160864;3336768;1516320
"2004-09-21";0;63,2;48,8648759354076;620339600;1,11333333333333;1367712;3338496;1500998,4
"2004-09-22";0;63;48,7102402520677;618376500;1,11333333333333;1238976;3338496;1489161,6
"2004-09-23";0;62,8;48,5556045687278;616413400;1,11333333333333;2145312;3338496;1505779,2
"2004-09-24";0;62,7;48,4782867270579;615431850;1,11333333333333;1547424;3296160;1498118,4
"2004-09-25";0;62,4;48,246333202048;612487200;1,11333333333333;959904;3195072;1480809,6
"2004-09-26";0;62,2;48,0916975187082;610524100;1,11333333333333;1010016;3248640;1471219,2
"2004-09-27";12,8;62,1;48,0143796770382;609542550;1,54;1759968;3119904;1477353,6
"2004-09-28";1,2;61,9;47,8597439936983;607579450;1,56;2272320;3147552;1497686,4
"2004-09-29";0;61,6;47,6277904686885;604634800;1,56;972864;3347136;1460160
"2004-09-30";1,3;61,4;47,4731547853486;602671700;1,60333333333333;927072;3303072;1441353,6
"2004-10-01";0;61,3;47,3958369436786;601690150;1,60333333333333;2335392;3343680;1471766,4
"2004-10-02";1,5;61;47,1638834186688;598745500;1,65333333333333;1256256;3139776;1481040
"2004-10-03";11,8;60,8;47,0092477353289;596782400;2,04666666666667;1324512;3067200;1473120
"2004-10-04";7,5;60,8;47,0092477353289;596782400;2,29666666666667;3116448;3316896;1534464
"2004-10-05";0;60,7;46,9319298936589;595800850;2,29666666666667;2065824;3354048;1542268,8
"2004-10-06";0;60,5;46,777294210319;593837750;2,29666666666667;1785888;3379968;1559664
"2004-10-07";0;60,4;46,6999763686491;592856200;2,29666666666667;1500768;3227904;1568620,8
"2004-10-08";0;60,2;46,5453406853092;590893100;2,29666666666667;1383264;3206304;1559203,2
"2004-10-09";0;60;46,3907050019693;588930000;2,29666666666667;1106784;3300480;1554336
"2004-10-10";0;59,8;46,2360693186294;586966900;2,29666666666667;1161216;3125952;1550160
"2004-10-11";18,2;59,7;46,1587514769594;585985350;2,90333333333333;2071008;2922048;1591113,6
"2004-10-12";3,7;59,6;46,0814336352895;585003800;3,02333333333333;2341440;3017088;1631462,4
"2004-10-13";1,5;59,5;46,0041157936195;584022250;3,07333333333333;1853280;3260736;1649347,2
"2004-10-14";17,1;59,5;46,0041157936195;584022250;3,64333333333333;3584736;3200256;1729900,8
"2004-10-15";3,2;59,5;46,0041157936195;584022250;3,74333333333333;2764800;3117312;1767110,4
"2004-10-16";11,3;59,5;46,0041157936195;584022250;4,12;3463776;2998080;1847692,8
"2004-10-17";2,4;59,4;45,9267979519496;583040700;4,2;1722816;2938464;1872720
"2004-10-18";20,3;59,6;46,0814336352895;585003800;4,75;4879008;2809728;1990080
"2004-10-19";8,2;59,5;46,0041157936195;584022250;4,06666666666667;2396736;3172608;1949212,8
"2004-10-20";8,6;59,7;46,1587514769594;585985350;4,35333333333333;4388256;2957472;2023459,2
"2004-10-21";0,5;59,5;46,0041157936195;584022250;4,37;1700352;2922912;2034547,2
"2004-10-22";0;59,5;46,0041157936195;584022250;4,37;2234304;2810592;2067724,8
"2004-10-23";0;59,4;45,9267979519496;583040700;4,37;2001888;3146688;2062944
