"";"pluv";"v.rel";"v.rel2";"v.abs";"pluv.m";"afluente";"defluente";"afluente.m"
"2009-02-10";10,3;93,6;72,3694998030721;918730800;8,72;6605280;2704320;6265036,8
"2009-02-11";10,5;94,1;72,7560890114218;923638550;9,07;7655904;2661120;6391296
"2009-02-12";14,4;94,9;73,3746317447814;931490950;9,55;10752480;2668896;6652684,8
"2009-02-13";5,7;95,5;73,8385387948011;937380250;9,53666666666667;8510400;2403648;6822000
"2009-02-14";0,2;96;74,2251280031508;942288000;8,5;7648992;2928960;6862492,8
"2009-02-15";44,6;97,4;75,3075777865301;956029700;9,98333333333333;6696864;2531520;6933571,2
"2009-02-16";15,9;98,8;76,3900275699094;969771400;9,97666666666667;16104096;2471040;7227302,4
"2009-02-17";0;100,7;77,8590665616384;988420850;9,69;6232896;2851200;7230499,2
"2009-02-18";0;101,7;78,6322449783379;998236350;9,39333333333333;3817152;2859840;7174396,8
"2009-02-19";0;102,3;79,0961520283576;1004125650;9,39333333333333;8721216;3067200;7296940,8
"2009-02-20";0;102,7;79,4054233950374;1008051850;9,21;7112448;3067200;7409462,4
"2009-02-21";0;102,9;79,5600590783773;1010014950;9,12666666666667;5452704;3067200;7449004,8
"2009-02-22";0;103,2;79,7920126033872;1012959600;9,06666666666667;5555520;2695680;7469568
"2009-02-23";1,1;103,5;80,023966128397;1015904250;9,09666666666667;5289408;2617920;7481635,2
"2009-02-24";28,5;104,1;80,4878731784167;1021793550;10,0366666666667;9211968;2747520;7629724,8
"2009-02-25";13,1;104,9;81,1064159117763;1029645950;9,28;10200384;2566080;7634361,6
"2009-02-26";3,2;105,3;81,4156872784561;1033572150;9,29666666666667;6968160;2669760;7587763,2
"2009-02-27";13,4;105,7;81,7249586451359;1037498350;9,37;5827680;2531520;7560230,4
"2009-02-28";7;106,5;82,3435013784955;1045350750;9,19666666666667;11093760;3058560;7664256
"2009-03-01";0;106,8;82,5754549035053;1048295400;8,38333333333333;5990976;2928960;7533763,2
"2009-03-02";0,6;107,1;82,8074084285152;1051240050;7,79333333333333;5305824;2756160;7336857,6
"2009-03-03";0;107,2;82,8847262701851;1052221600;7,78;4220640;3067200;7249680
"2009-03-04";0,4;107,4;83,039361953525;1054184700;7,79333333333333;4759776;3067200;7189171,2
"2009-03-05";1,3;107,5;83,116679795195;1055166250;7,73666666666667;3989088;2980800;7095254,4
"2009-03-06";0;107,5;83,116679795195;1055166250;7,14333333333333;3364416;3067200;6982185,6
"2009-03-07";0;107,6;83,1939976368649;1056147800;6,87;3477600;2920320;6855984
"2009-03-08";0;107,6;83,1939976368649;1056147800;6,79333333333333;3427488;3067200;6786979,2
"2009-03-09";13,1;107,8;83,3486333202048;1058110900;7,23;4525632;2643840;6779145,6
"2009-03-10";14,9;108,2;83,6579046868846;1062037100;7,13333333333333;6672672;2937600;6745939,2
"2009-03-11";10,6;108,4;83,8125403702245;1064000200;6,96;5374080;2764800;6685516,8
"2009-03-12";5,6;108,7;84,0444938952343;1066944850;6,80333333333333;5059584;2712960;6633993,6
"2009-03-13";14,5;109;84,2764474202442;1069889500;6,93666666666667;6035904;2859840;6579993,6
"2009-03-14";23,7;109,5;84,6630366285939;1074797250;7,24666666666667;8442144;2842560;6502982,4
"2009-03-15";0,1;109,9;84,9723079952737;1078723450;7,06;6008256;2790720;6419577,6
"2009-03-16";0,8;110,2;85,2042615202836;1081668100;7,08;5986656;2782080;6364166,4
"2009-03-17";0;110,4;85,3588972036235;1083631200;5,59333333333333;4744224;3067200;6299078,4
"2009-03-18";41,3;111,4;86,132075620323;1093446700;6,44;13350528;2661120;6207292,8
"2009-03-19";9,1;112,3;86,8279361953525;1102280650;6,74333333333333;11354688;2937600;6378019,2
"2009-03-20";0;112,8;87,2145254037022;1107188400;6,74333333333333;8110368;3067200;6521126,4
"2009-03-21";0;113,2;87,523796770382;1111114600;6,74333333333333;6284736;2937600;6439910,4
"2009-03-22";3,7;113,5;87,7557502953919;1114059250;6,86666666666667;5872608;2773440;6398582,4
"2009-03-23";2,6;113,7;87,9103859787318;1116022350;6,95333333333333;4942944;2626560;6381590,4
"2009-03-24";0;114;88,1423395037416;1118967000;6,95333333333333;6018624;2790720;6397027,2
"2009-03-25";0;114,3;88,3742930287515;1121911650;6,91666666666667;5124384;2877120;6391526,4
"2009-03-26";0;114,4;88,4516108704214;1122893200;5,96666666666667;4084128;3067200;6220598,4
"2009-03-27";0;114,6;88,6062465537613;1124856300;5,53;4860864;2989440;6042614,4
"2009-03-28";2,3;114,7;88,6835643954313;1125837850;5,5;3870720;2799360;5939366,4
"2009-03-29";16,1;115;88,9155179204411;1128782500;5,59;6051456;3153600;5946825,6
"2009-03-30";0,2;115,3;89,147471445451;1131727150;5,36333333333333;6092064;2833920;5780102,4
"2009-03-31";1,2;115,5;89,3021071287909;1133690250;5,40333333333333;5344704;3084480;5758560
"2009-04-01";0;115,7;89,4567428121308;1135653350;5,38333333333333;4753728;3153600;5740156,8
"2009-04-02";0;115,7;89,4567428121308;1135653350;5,38333333333333;3462048;3006720;5714870,4
"2009-04-03";0;115,8;89,5340606538007;1136634900;5,37;3921696;3006720;5686934,4
"2009-04-04";0;115,9;89,6113784954707;1137616450;5,32666666666667;4010688;3218400;5687654,4
"2009-04-05";0,4;116;89,6886963371406;1138598000;5,34;3799872;3283200;5702169,6
"2009-04-06";17,9;116,2;89,8433320204805;1140561100;5,93666666666667;4902336;2963520;5749660,8
"2009-04-07";16,3;116,6;90,1526033871603;1144487300;6,48;7634304;3032640;5889888
"2009-04-08";0,6;116,9;90,3845569121701;1147431950;6,06333333333333;5698080;3119040;5928969,6
"2009-04-09";0,1;117,1;90,53919259551;1149395050;5,57;4838400;3274560;5867827,2
"2009-04-10";0;117,1;90,53919259551;1149395050;5,21666666666667;3767904;2989440;5814288
"2009-04-11";0;117,2;90,61651043718;1150376600;5,03;3588192;3067200;5765241,6
"2009-04-12";0;117,2;90,61651043718;1150376600;4,54666666666667;3016224;2993760;5664585,6
"2009-04-13";0;117,3;90,6938282788499;1151358150;3,75666666666667;3663360;2989440;5505292,8
"2009-04-14";27,8;117,5;90,8484639621898;1153321250;4,68;6264000;3291840;5513817,6
"2009-04-15";0;117,5;90,8484639621898;1153321250;4,65333333333333;3269376;2894400;5423241,6
"2009-04-16";0,4;117,5;90,8484639621898;1153321250;4,66666666666667;3157920;3369600;5370364,8
"2009-04-17";0;117,6;90,9257818038598;1154302800;3,29;3767904;3317760;5050944
"2009-04-18";0;117,6;90,9257818038598;1154302800;2,98666666666667;3187296;3317760;4778697,6
"2009-04-19";0,1;117,6;90,9257818038598;1154302800;2,99;3257280;3058560;4616928
"2009-04-20";0,1;117,6;90,9257818038598;1154302800;2,99333333333333;3020544;2954880;4508121,6
"2009-04-21";0;117,6;90,9257818038598;1154302800;2,87;3003264;3170880;4412476,8
"2009-04-22";0;117,5;90,8484639621898;1153321250;2,78333333333333;2318976;3032640;4325011,2
"2009-04-23";0;117,4;90,7711461205199;1152339700;2,78333333333333;2498688;3119040;4207680
"2009-04-24";11;117,5;90,8484639621898;1153321250;3,15;3771360;3144960;4162579,2
"2009-04-25";0,9;117,5;90,8484639621898;1153321250;3,18;3732480;3231360;4150857,6
"2009-04-26";0;117,5;90,8484639621898;1153321250;3,18;3327264;3179520;4099737,6
"2009-04-27";0,1;117,5;90,8484639621898;1153321250;3,10666666666667;2586816;3136320;4056940,8
"2009-04-28";0,8;117,5;90,8484639621898;1153321250;2,59666666666667;2944512;3343680;3953376
"2009-04-29";0;117,4;90,7711461205199;1152339700;2,59;3001536;3291840;3850358,4
"2009-04-30";0,1;117,4;90,7711461205199;1152339700;2,55333333333333;2917728;3369600;3769459,2
"2009-05-01";0;117,3;90,6938282788499;1151358150;2,55333333333333;2675808;3205440;3700195,2
"2009-05-02";0;117,2;90,61651043718;1150376600;2,55333333333333;2288736;3170880;3661084,8
"2009-05-03";0;117,2;90,61651043718;1150376600;2,55333333333333;2738016;3153600;3621628,8
"2009-05-04";0,6;117,2;90,61651043718;1150376600;2,57333333333333;2671488;3101760;3576988,8
"2009-05-05";9;117,1;90,53919259551;1149395050;2,86;2331936;3041280;3528057,6
"2009-05-06";0;117;90,4618747538401;1148413500;2,26333333333333;2706912;3438720;3454876,8
"2009-05-07";0,1;116,9;90,3845569121701;1147431950;1,72333333333333;2510784;3231360;3284092,8
"2009-05-08";0;116,8;90,3072390705002;1146450400;1,70333333333333;2521152;3369600;3178195,2
"2009-05-09";0;116,7;90,2299212288302;1145468850;1,7;2378592;3222720;3096201,6
"2009-05-10";19,6;116,8;90,3072390705002;1146450400;2,35333333333333;3807648;3300480;3097526,4
"2009-05-11";5,6;116,9;90,3845569121701;1147431950;2,54;4508352;3231360;3128198,4
"2009-05-12";0,1;116,9;90,3845569121701;1147431950;2,54333333333333;3295296;3456000;3137500,8
"2009-05-13";0,1;116,9;90,3845569121701;1147431950;2,54666666666667;2706912;3222720;3105619,2
"2009-05-14";0,1;116,8;90,3072390705002;1146450400;1,62333333333333;2728512;3456000;2987769,6
"2009-05-15";14;116,8;90,3072390705002;1146450400;2,09;3576960;3456000;2998022,4
"2009-05-16";4,8;116,9;90,3845569121701;1147431950;2,23666666666667;3857760;3211488;3021350,4
"2009-05-17";0;116,9;90,3845569121701;1147431950;2,23666666666667;3097440;2937600;2999001,6
"2009-05-18";0,1;116,8;90,3072390705002;1146450400;2,24;2396736;2816640;2972649,6
"2009-05-19";0,1;116,8;90,3072390705002;1146450400;2,24;2345760;3067200;2942265,6
"2009-05-20";0;116,7;90,2299212288302;1145468850;2,23666666666667;2363904;2963520;2920377,6
"2009-05-21";0,1;116,6;90,1526033871603;1144487300;2,24;2528064;2967840;2904537,6
"2009-05-22";0,1;116,6;90,1526033871603;1144487300;2,24333333333333;2280960;3326400;2903270,4
"2009-05-23";0;116,5;90,0752855454903;1143505750;2,24333333333333;2439072;3188160;2901283,2
"2009-05-24";0,1;116,4;89,9979677038204;1142524200;1,88;2425248;3093120;2856412,8
"2009-05-25";0,1;116,3;89,9206498621505;1141542650;1,85333333333333;1930176;3110400;2796336
"2009-05-26";0,1;116,2;89,8433320204805;1140561100;1,85666666666667;2726784;3283200;2776320
"2009-05-27";0,9;116,2;89,8433320204805;1140561100;1,88333333333333;2624832;3127680;2777587,2
"2009-05-28";2,7;116,2;89,8433320204805;1140561100;1,94666666666667;3102624;2946240;2782857,6
"2009-05-29";0,6;116,1;89,7660141788106;1139579550;1,96666666666667;2383776;3244320;2762265,6
"2009-05-30";0,1;116;89,6886963371406;1138598000;1,96666666666667;2255040;2920320;2740176
"2009-05-31";0;116;89,6886963371406;1138598000;1,96666666666667;2775168;3188160;2743488
"2009-06-01";9,6;116;89,6886963371406;1138598000;2,28666666666667;2654208;2980800;2755670,4
"2009-06-02";0;115,9;89,6113784954707;1137616450;2,28666666666667;2619648;3205440;2751724,8
"2009-06-03";0,1;115,8;89,5340606538007;1136634900;2,27;1633824;3049920;2717136
"2009-06-04";0;115,7;89,4567428121308;1135653350;1,97;2434752;3101760;2720563,2
"2009-06-05";0,1;115,5;89,3021071287909;1133690250;1,97333333333333;1540512;3093120;2681683,2
"2009-06-06";1,3;115,4;89,2247892871209;1132708700;2,01333333333333;2280096;3386880;2673993,6
"2009-06-07";0;115,3;89,147471445451;1131727150;2,01333333333333;2394144;3144960;2669760
"2009-06-08";0;115,3;89,147471445451;1131727150;2,01333333333333;2332800;3214080;2668233,6
"2009-06-09";0,1;115,1;88,9928357621111;1129764050;1,36333333333333;2290464;3456000;2617660,8
"2009-06-10";0;115;88,9155179204411;1128782500;1,17666666666667;2388096;3265920;2546985,6
"2009-06-11";35;115,1;88,9928357621111;1129764050;2,34;4167936;3196800;2576073,6
"2009-06-12";1,1;115,2;89,070153603781;1130745600;2,37333333333333;3895776;3019680;2615702,4
"2009-06-13";3,2;115,2;89,070153603781;1130745600;2,47666666666667;2641248;2894400;2612793,6
"2009-06-14";0;115,2;89,070153603781;1130745600;2,01;2316384;2903040;2570774,4
"2009-06-15";0;115,1;88,9928357621111;1129764050;1,85;1947456;2773440;2507097,6
"2009-06-16";0,1;115;88,9155179204411;1128782500;1,85333333333333;2230848;2998080;2478211,2
"2009-06-17";0,1;114,9;88,8382000787712;1127800950;1,85333333333333;2067552;2899584;2467238,4
"2009-06-18";0;114,8;88,7608822371012;1126819400;1,85;2155680;3369600;2460902,4
"2009-06-19";0;114,7;88,6835643954313;1125837850;1,85;2074464;3231360;2451254,4
"2009-06-20";0,1;114,6;88,6062465537613;1124856300;1,85;2327616;3196800;2444572,8
"2009-06-21";0,1;114,4;88,4516108704214;1122893200;1,85;1842048;3093120;2429942,4
"2009-06-22";0;114,4;88,4516108704214;1122893200;1,85;2221344;3049920;2422684,8
"2009-06-23";0,1;114,2;88,2969751870815;1120930100;1,85;1710720;3170880;2398867,2
"2009-06-24";0,1;114;88,1423395037416;1118967000;1,85;1276992;3300480;2377094,4
"2009-06-25";0,1;113,9;88,0650216620717;1117985450;1,85;1746144;3119040;2344406,4
"2009-06-26";17,8;114;88,1423395037416;1118967000;2,41333333333333;4288896;2877120;2399875,2
"2009-06-27";0,1;114;88,1423395037416;1118967000;2,32666666666667;2803680;3240000;2389910,4
"2009-06-28";10,1;114;88,1423395037416;1118967000;2,64333333333333;3716064;2989440;2434320
"2009-06-29";0,1;114,1;88,2196573454116;1119948550;2,64333333333333;3496608;2868480;2475705,6
"2009-06-30";0,1;114,1;88,2196573454116;1119948550;2,64666666666667;2901312;3144960;2479910,4
"2009-07-01";0;113,9;88,0650216620717;1117985450;2,32666666666667;1874016;3274560;2453904
"2009-07-02";0,1;113,8;87,9877038204017;1117003900;2,33;2237760;3233088;2441174,4
"2009-07-03";14,4;113,8;87,9877038204017;1117003900;2,80666666666667;2934144;3110400;2484518,4
"2009-07-04";0;113,8;87,9877038204017;1117003900;2,80666666666667;2603232;3179520;2490134,4
"2009-07-05";0;113,7;87,9103859787318;1116022350;2,80333333333333;2152224;3214080;2510524,8
"2009-07-06";0;113,6;87,8330681370618;1115040800;2,76;2209248;3153600;2508163,2
"2009-07-07";0;113,4;87,6784324537219;1113077700;2,76;1686528;3170880;2484576
"2009-07-08";0,1;113,3;87,601114612052;1112096150;2,76333333333333;2135808;3404160;2478009,6
"2009-07-09";0,1;113,2;87,523796770382;1111114600;2,76333333333333;2217024;3196800;2475561,6
"2009-07-10";0;113;87,3691610870421;1109151500;2,76333333333333;1812672;3179520;2456380,8
"2009-07-11";10,9;113;87,3691610870421;1109151500;1,96;2957472;3265920;2416032
"2009-07-12";28,8;113,2;87,523796770382;1111114600;2,88333333333333;4930848;2643840;2450534,4
"2009-07-13";0;113,3;87,601114612052;1112096150;2,77666666666667;3399840;3049920;2475820,8
"2009-07-14";0,1;113,2;87,523796770382;1111114600;2,78;2712096;3188160;2489011,2
"2009-07-15";0;113,1;87,4464789287121;1110133050;2,78;2236896;3257280;2498659,2
"2009-07-16";0;113;87,3691610870421;1109151500;2,77666666666667;2000160;3093120;2490969,6
"2009-07-17";0;112,9;87,2918432453722;1108169950;2,77333333333333;1891296;3248640;2485094,4
"2009-07-18";0;112,7;87,1372075620323;1106206850;2,77333333333333;1721088;3456000;2470608
"2009-07-19";2,7;112,6;87,0598897203623;1105225300;2,86333333333333;2339712;3041280;2479449,6
"2009-07-20";0,1;112,6;87,0598897203623;1105225300;2,86333333333333;2275776;2946240;2477721,6
"2009-07-21";0;112,4;86,9052540370224;1103262200;2,86;1964736;3144960;2481811,2
"2009-07-22";0;112,3;86,8279361953525;1102280650;2,86;1888704;3188160;2470723,2
"2009-07-23";0,1;112,1;86,6733005120126;1100317550;2,86;1454976;3326400;2462198,4
"2009-07-24";9,3;112;86,5959826703427;1099336000;3,16666666666667;2312928;3179520;2496729,6
"2009-07-25";32,1;112,3;86,8279361953525;1102280650;4,23333333333333;6023808;3179520;2639318,4
"2009-07-26";6,7;112,6;87,0598897203623;1105225300;3,86333333333333;5458752;2928960;2678313,6
"2009-07-27";4,7;112,8;87,2145254037022;1107188400;4,01666666666667;5096736;3075840;2754748,8
"2009-07-28";1,6;112,9;87,2918432453722;1108169950;3,73333333333333;4072032;3162240;2766614,4
"2009-07-29";18,1;113;87,3691610870421;1109151500;4,33333333333333;4642272;3231360;2804803,2
"2009-07-30";11,5;113,3;87,601114612052;1112096150;4,71333333333333;5682528;3101760;2897510,4
"2009-07-31";0;113,3;87,601114612052;1112096150;4,71333333333333;3079296;3205440;2937686,4
"2009-08-01";0,1;113,2;87,523796770382;1111114600;4,71333333333333;2668032;3009312;2952028,8
"2009-08-02";0;113,1;87,4464789287121;1110133050;4,23333333333333;2156544;3032640;2926108,8
"2009-08-03";0;113;87,3691610870421;1109151500;4,23333333333333;2105568;2998080;2909520
"2009-08-04";0,5;112,9;87,2918432453722;1108169950;4,25;2253312;3283200;2912889,6
"2009-08-05";0,1;112,8;87,2145254037022;1107188400;4,25333333333333;1996704;2972160;2905804,8
"2009-08-06";0;112,7;87,1372075620323;1106206850;4,25333333333333;2020896;3373056;2916950,4
"2009-08-07";0;112,6;87,0598897203623;1105225300;4,25;1872288;3214080;2908166,4
"2009-08-08";0;112,4;86,9052540370224;1103262200;4,24666666666667;2064096;3456000;2903068,8
"2009-08-09";0;112,2;86,7506183536826;1101299100;4,24666666666667;1503360;3222720;2892758,4
"2009-08-10";0;112,1;86,6733005120126;1100317550;3,88333333333333;1894752;3248640;2857334,4
"2009-08-11";0;112;86,5959826703427;1099336000;2,92333333333333;2372544;3317760;2772057,6
"2009-08-12";0;111,9;86,5186648286727;1098354450;2,92333333333333;1491264;2980800;2708438,4
"2009-08-13";0,1;111,7;86,3640291453328;1096391350;2,92333333333333;1715904;3386880;2675232
"2009-08-14";0,1;111,5;86,2093934619929;1094428250;2,92666666666667;1599264;3395520;2653977,6
"2009-08-15";0;111,3;86,054757778653;1092465150;2,92666666666667;1452384;3214080;2635718,4
"2009-08-16";0;111,2;85,9774399369831;1091483600;2,92666666666667;1775520;3360960;2631859,2
"2009-08-17";0;111;85,8228042536432;1089520500;2,92666666666667;2066688;3153600;2643379,2
"2009-08-18";1,1;110,9;85,7454864119732;1088538950;2,87333333333333;1854144;3456000;2627193,6
"2009-08-19";16,1;110,9;85,7454864119732;1088538950;3,40666666666667;3465504;3110400;2666851,2
"2009-08-20";3;110,9;85,7454864119732;1088538950;3,50666666666667;2903904;3110400;2698156,8
"2009-08-21";18;110,9;85,7454864119732;1088538950;4,10666666666667;3463776;3309120;2750659,2
"2009-08-22";0;110,9;85,7454864119732;1088538950;4,10333333333333;4387392;3127680;2848406,4
"2009-08-23";0;110,9;85,7454864119732;1088538950;3,79333333333333;2530656;3127680;2855664
"2009-08-24";7;110,8;85,6681685703033;1087557400;2,95666666666667;2682720;3006720;2744294,4
"2009-08-25";1,7;110,8;85,6681685703033;1087557400;2,79;3060288;3170880;2664345,6
"2009-08-26";0,1;110,8;85,6681685703033;1087557400;2,63666666666667;2659392;3067200;2583100,8
"2009-08-27";0;110,6;85,5135328869634;1085594300;2,58333333333333;1823904;3404160;2508163,2
"2009-08-28";0;110,5;85,4362150452934;1084612750;1,98;1633824;3291840;2407881,6
"2009-08-29";0;110,3;85,2815793619535;1082649650;1,59666666666667;1707264;3456000;2275372,8
"2009-08-30";0;110,2;85,2042615202836;1081668100;1,59666666666667;2147040;3265920;2244297,6
"2009-08-31";0;110;85,0496258369437;1079705000;1,59333333333333;1823040;3058560;2216131,2
"2009-09-01";0,1;109,8;84,8949901536038;1077741900;1,59666666666667;1553472;3456000;2196028,8
"2009-09-02";0,1;109,7;84,8176723119338;1076760350;1,6;1583712;3456000;2178633,6
"2009-09-03";0;109,5;84,6630366285939;1074797250;1,58333333333333;1588032;3456000;2156457,6
"2009-09-04";22,9;109,4;84,585718786924;1073815700;2,34333333333333;3182976;3386880;2196000
"2009-09-05";4;109,4;84,585718786924;1073815700;2,47666666666667;2665440;3205440;2217484,8
"2009-09-06";0,1;109,3;84,508400945254;1072834150;2,48;1806624;3179520;2215296
"2009-09-07";12,2;109,3;84,508400945254;1072834150;2,88666666666667;3284064;2540160;2255961,6
"2009-09-08";0;109,2;84,4310831035841;1071852600;2,88666666666667;2289600;3456000;2282169,6
"2009-09-09";54,4;110,1;85,1269436786136;1080686550;4,7;10952064;2540160;2584080
"2009-09-10";2;110,6;85,5135328869634;1085594300;4,76666666666667;8062848;2799360;2773756,8
"2009-09-11";0;110,8;85,6681685703033;1087557400;4,76666666666667;5291136;3222720;2900419,2
"2009-09-12";0;110,8;85,6681685703033;1087557400;4,76333333333333;3398112;3283200;2956492,8
"2009-09-13";0;110,8;85,6681685703033;1087557400;4,76;2661984;3283200;2991916,8
"2009-09-14";0;110,7;85,5908507286333;1086575850;4,76;2736288;3049920;3034713,6
"2009-09-15";3,1;110,6;85,5135328869634;1085594300;4,86333333333333;2274912;2989440;3051360
"2009-09-16";0,1;110,5;85,4362150452934;1084612750;4,86666666666667;2074464;3283200;3051619,2
"2009-09-17";0;110,4;85,3588972036235;1083631200;4,83;1677024;3015360;3045715,2
"2009-09-18";0;110,3;85,2815793619535;1082649650;4,29333333333333;2340576;3343680;3008217,6
"2009-09-19";0;110,2;85,2042615202836;1081668100;4,19333333333333;2302560;3456000;2988172,8
"2009-09-20";0,3;110;85,0496258369437;1079705000;3,60333333333333;2102976;3343680;2942812,8
"2009-09-21";0;109,9;84,9723079952737;1078723450;3,60333333333333;1857600;3291840;2858486,4
"2009-09-22";6,6;109,8;84,8949901536038;1077741900;3,82333333333333;2083968;3222720;2843596,8
"2009-09-23";0,8;109,7;84,8176723119338;1076760350;3,61666666666667;2268864;3179520;2829801,6
"2009-09-24";9,7;109,7;84,8176723119338;1076760350;3,88333333333333;3601152;3093120;2847830,4
"2009-09-25";0;109,7;84,8176723119338;1076760350;3,88;2939328;3456000;2857161,6
"2009-09-26";0;109,6;84,7403544702639;1075778800;3,88;2296512;3240000;2872915,2
"2009-09-27";0;109,4;84,585718786924;1073815700;3,88;1755648;3360960;2876976
"2009-09-28";0;109,3;84,508400945254;1072834150;3,88;2020896;3456000;2887430,4
"2009-09-29";28,4;109,3;84,508400945254;1072834150;4,82666666666667;4059936;3456000;2951193,6
"2009-09-30";0,3;109,2;84,4310831035841;1071852600;4,83666666666667;2624832;3626208;2977920
"2009-10-01";0;109,1;84,3537652619141;1070871050;4,83333333333333;1786752;3317760;2985696
"2009-10-02";0;109;84,2764474202442;1069889500;4,83;2447712;3300480;3014496
"2009-10-03";0;108,8;84,1218117369043;1067926400;4,83;1975968;3456000;3027427,2
"2009-10-04";3,5;108,7;84,0444938952343;1066944850;4,18333333333333;2290464;3456000;2997676,8
"2009-10-05";0;108,7;84,0444938952343;1066944850;4,05;2684448;3317760;2998310,4
"2009-10-06";0;108,5;83,8898582118944;1064981750;4,04666666666667;2272320;3291840;3013833,6
"2009-10-07";13,6;108,6;83,9671760535644;1065963300;4,09333333333333;3430080;3430080;3018700,8
"2009-10-08";4,5;108,6;83,9671760535644;1065963300;4,24333333333333;4018464;3456000;3076329,6
"2009-10-09";10,6;108,8;84,1218117369043;1067926400;2,78333333333333;4676832;3101760;2867155,2
"2009-10-10";0;108,9;84,1991295785742;1068907950;2,71666666666667;4917024;3456000;2762294,4
"2009-10-11";0;109;84,2764474202442;1069889500;2,71666666666667;3716928;3067200;2709820,8
"2009-10-12";0;108,9;84,1991295785742;1068907950;2,71666666666667;2344896;3369600;2674713,6
"2009-10-13";7,5;108,9;84,1991295785742;1068907950;2,96666666666667;3302208;3222720;2696054,4
"2009-10-14";0;108,9;84,1991295785742;1068907950;2,96666666666667;2970432;3222720;2703859,2
"2009-10-15";0,8;108,7;84,0444938952343;1066944850;2,89;2204928;3456000;2701526,4
"2009-10-16";17,6;108,8;84,1218117369043;1067926400;3,47333333333333;3582144;3456000;2751782,4
"2009-10-17";0;108,7;84,0444938952343;1066944850;3,47333333333333;3121632;3257280;2799936
"2009-10-18";8,2;108,7;84,0444938952343;1066944850;3,74666666666667;2609280;3257280;2808892,8
"2009-10-19";2,2;108,7;84,0444938952343;1066944850;3,82;3097440;3257280;2835388,8
"2009-10-20";41;109,6;84,7403544702639;1075778800;5,17666666666667;12881376;3456000;3194668,8
"2009-10-21";0,1;109,8;84,8949901536038;1077741900;5,18;5329152;3352320;3310387,2
"2009-10-22";17,6;109,9;84,9723079952737;1078723450;5,54666666666667;4669920;3456000;3396585,6
"2009-10-23";0,1;110,1;85,1269436786136;1080686550;5,52333333333333;4890240;3362688;3483964,8
"2009-10-24";0;110,2;85,2042615202836;1081668100;5,2;3868128;3041280;3492864
"2009-10-25";0;110,1;85,1269436786136;1080686550;5,2;2617920;3459456;3482150,4
"2009-10-26";0;110;85,0496258369437;1079705000;5,2;2283552;3456000;3481718,4
"2009-10-27";29,6;110,1;85,1269436786136;1080686550;6,18666666666667;4030560;3240000;3557548,8
"2009-10-28";1;110,1;85,1269436786136;1080686550;6,22;3341088;3024000;3601555,2
"2009-10-29";0,2;110,1;85,1269436786136;1080686550;5,28;3658176;3404160;3588163,2
"2009-10-30";0,3;110;85,0496258369437;1079705000;5,28;2478816;3300480;3583296
"2009-10-31";0;109,9;84,9723079952737;1078723450;5,28;2309472;3326400;3600720
"2009-11-01";0;109,8;84,8949901536038;1077741900;5,28;2046816;3456000;3587356,8
"2009-11-02";0;109,7;84,8176723119338;1076760350;5,28;2145312;3378240;3593001,6
"2009-11-03";0;109,6;84,7403544702639;1075778800;5,16333333333333;2438208;3222720;3597926,4
"2009-11-04";0;109,4;84,585718786924;1073815700;5,16333333333333;1759968;3542400;3567110,4
"2009-11-05";0;109,2;84,4310831035841;1071852600;5,16333333333333;1427328;3628800;3538944
"2009-11-06";6,4;109;84,2764474202442;1069889500;4,92333333333333;1670976;3628800;3480307,2
"2009-11-07";2;108,8;84,1218117369043;1067926400;4,84;1765152;3628800;3405196,8
"2009-11-08";7,8;108,6;83,9671760535644;1065963300;4,74666666666667;1965600;3628800;3314822,4
"2009-11-09";26,5;108,6;83,9671760535644;1065963300;5,63;2995488;3542400;3250771,2
"2009-11-10";7;108,6;83,9671760535644;1065963300;5,86333333333333;4097952;3602880;3263472
"2009-11-11";8,3;108,8;84,1218117369043;1067926400;6,14;4652640;2946240;3340396,8
"2009-11-12";50,1;109,3;84,508400945254;1072834150;7,56;8684928;3360960;3519820,8
"2009-11-13";0;109,5;84,6630366285939;1074797250;7,56;5209920;3467232;3594470,4
"2009-11-14";0;109,4;84,585718786924;1073815700;7,53333333333333;2854656;3369600;3616128
"2009-11-15";3;109,3;84,508400945254;1072834150;7,04666666666667;2396736;3407616;3576614,4
"2009-11-16";24,7;109,4;84,585718786924;1073815700;7,87;4155840;3188160;3611088
"2009-11-17";1,1;109,7;84,8176723119338;1076760350;7,63333333333333;6247584;3335040;3732364,8
"2009-11-18";0;109,8;84,8949901536038;1077741900;7,56;3595104;3412800;3748953,6
"2009-11-19";0;109,7;84,8176723119338;1076760350;6,19333333333333;2464992;3248640;3401740,8
"2009-11-20";0;109,6;84,7403544702639;1075778800;6,19;2516832;3456000;3307996,8
"2009-11-21";15;109,6;84,7403544702639;1075778800;6,10333333333333;3097440;3456000;3255580,8
"2009-11-22";10,2;109,7;84,8176723119338;1076760350;6,44;5003424;3136320;3259353,6
"2009-11-23";0,8;109,8;84,8949901536038;1077741900;6,46666666666667;3507840;3170880;3247344
"2009-11-24";10;109,8;84,8949901536038;1077741900;6,8;2925504;3075840;3257596,8
"2009-11-25";20,8;110;85,0496258369437;1079705000;7,49333333333333;5031072;2972160;3349180,8
"2009-11-26";10,1;110,1;85,1269436786136;1080686550;6,84333333333333;4631904;3068928;3369225,6
