date,Jaguari_QNat,Jaguari_QJus,Jaguari_Vop,Cachoeira_QNat,Cachoeira_QJus,Cachoeira_Vop,Atibainha_QNat,Atibainha_QJus,Atibainha_Vop,PaivaC_QNat,PaivaC_QJus,PaivaC_Vop,QESI
2009-07-03,18.81,2.0,0.6,6.34,2.0,59.32,4.74,2.0,55.62,4.07,1.0,55.34,29.0
2009-07-04,18.81,2.0,0.6,5.52,2.0,59.64,2.51,2.0,54.6,3.29,1.0,58.14,29.8
2009-07-05,13.29,2.0,0.54,4.69,2.0,59.86,3.02,2.0,53.99,3.91,1.0,56.46,30.2
2009-07-06,13.16,2.0,0.48,4.84,2.0,60.08,4.57,2.0,53.59,3.0,1.0,53.66,29.5
2009-07-07,12.48,2.0,0.42,1.07,2.0,59.32,3.24,2.0,53.18,2.73,1.0,52.55,29.7
2009-07-08,12.89,2.0,0.36,2.79,2.0,58.35,5.17,2.0,53.18,3.87,1.0,50.88,32.4
2009-07-09,12.76,2.0,0.3,3.69,2.0,57.5,5.29,2.0,53.18,3.92,1.0,51.99,30.0
2009-07-10,12.62,2.0,0.24,2.09,2.0,56.44,3.02,2.0,52.98,3.25,1.0,52.55,29.8
2009-07-11,18.14,2.0,0.24,4.51,2.0,55.7,7.84,2.0,53.18,3.74,1.0,52.55,30.8
2009-07-12,23.8,2.0,0.3,8.53,2.0,55.49,8.34,2.0,54.81,16.4,1.0,57.02,23.6
2009-07-13,18.28,2.0,0.3,6.82,2.0,55.06,11.6,2.0,55.62,2.65,1.0,54.78,28.3
2009-07-14,18.28,2.0,0.3,5.08,2.0,54.43,3.64,2.0,55.62,4.39,1.0,54.22,29.9
2009-07-15,12.76,2.0,0.24,3.34,2.0,53.6,6.08,2.0,55.83,3.71,1.0,51.99,30.7
2009-07-16,12.62,2.0,0.19,3.41,2.0,52.76,3.84,2.0,55.83,3.28,1.0,51.44,28.8
2009-07-17,12.63,2.0,0.13,1.68,2.0,51.73,4.83,2.0,55.83,2.75,1.0,49.22,30.6
2009-07-18,12.5,2.0,0.07,2.76,2.0,50.9,1.78,2.0,55.21,2.88,1.0,48.11,33.0
2009-07-19,17.88,2.0,0.07,2.61,2.0,49.98,4.5,2.0,54.81,2.09,1.0,52.55,28.2
2009-07-20,12.37,2.0,0.01,4.16,2.0,49.26,8.06,2.0,54.81,1.75,1.0,56.46,27.1
2009-07-21,12.23,2.0,89.95,2.6,2.0,48.35,2.13,2.0,54.6,5.78,1.0,58.14,29.4
2009-07-22,12.1,2.0,89.89,1.83,2.0,47.34,4.59,2.0,54.6,3.34,1.0,56.46,29.9
2009-07-23,6.47,2.0,89.27,2.68,2.0,46.43,4.71,2.0,54.6,2.98,1.0,52.55,31.5
2009-07-24,11.85,2.0,89.21,3.62,2.0,45.63,7.09,2.0,54.81,4.21,1.0,51.99,29.8
2009-07-25,28.36,2.0,89.83,7.45,2.0,45.33,17.23,2.0,56.23,16.68,1.0,60.95,29.8
2009-07-26,28.63,2.0,89.95,8.75,2.0,45.23,16.62,2.0,58.28,9.18,1.0,55.9,26.9
2009-07-27,34.41,2.0,0.13,7.65,2.0,45.03,8.48,2.0,59.1,8.45,1.0,54.78,28.6
2009-07-28,29.31,2.0,0.24,5.63,2.0,44.63,6.22,2.0,59.72,5.97,1.0,49.77,29.6
2009-07-29,29.58,2.0,0.36,8.51,2.0,44.63,10.77,2.0,59.92,4.87,1.0,53.1,30.4
2009-07-30,29.85,2.0,0.48,11.44,2.0,45.03,11.91,2.0,61.16,12.57,1.0,54.78,28.9
2009-07-31,13.43,2.0,0.42,6.55,2.0,44.83,10.98,2.0,61.77,4.68,1.0,53.1,30.1
2009-08-01,13.29,2.0,0.36,5.39,1.5,44.53,6.27,1.33,61.77,5.93,1.0,57.58,29.0
2009-08-02,13.16,2.0,0.3,2.59,1.0,43.94,3.64,1.0,61.57,5.57,1.0,60.39,30.1
2009-08-03,13.02,2.0,0.24,3.44,1.0,43.44,3.72,1.0,61.36,4.19,1.0,62.08,29.7
2009-08-04,12.89,2.0,0.19,3.53,1.0,42.95,6.14,1.0,61.36,3.52,1.0,59.26,33.0
2009-08-05,12.77,2.0,0.13,3.6,1.0,42.46,3.82,1.0,61.16,2.92,1.0,59.82,29.4
2009-08-06,11.88,2.0,89.95,1.18,1.5,42.46,5.8,1.54,61.36,4.53,1.0,58.14,33.0
2009-08-07,12.88,2.0,89.27,2.69,2.0,42.46,1.89,2.0,61.36,4.21,1.0,59.26,30.2
2009-08-08,16.83,2.0,89.65,1.1,2.0,42.07,1.92,2.0,61.36,4.04,1.0,57.02,33.0
2009-08-09,10.49,2.0,89.48,1.11,2.0,41.58,1.99,2.0,61.36,3.81,1.0,57.58,30.3
2009-08-10,11.65,2.0,89.3,2.23,2.0,41.39,4.45,2.0,61.57,3.6,1.0,57.58,30.6
2009-08-11,16.7,2.0,89.18,1.87,2.0,41.09,4.5,2.0,61.77,4.39,1.0,57.58,31.4
2009-08-12,9.54,2.0,89.01,1.17,2.0,40.51,4.59,2.0,61.98,1.96,1.0,59.26,27.5
2009-08-13,12.03,2.0,88.27,0.9,2.0,40.9,2.26,2.0,61.98,4.67,1.0,58.7,32.2
2009-08-14,12.09,2.0,88.54,0.94,2.0,41.29,2.19,2.0,61.98,3.29,1.0,56.46,32.3
2009-08-15,6.75,2.0,88.25,0.93,2.0,41.68,4.49,2.0,62.19,4.64,1.0,58.14,30.2
2009-08-16,12.35,2.0,88.01,0.9,2.0,42.07,4.44,2.0,62.39,2.86,1.0,55.9,31.9
2009-08-17,16.01,2.0,82.28,0.98,2.0,42.17,2.02,2.0,62.39,4.91,1.0,58.7,29.5
2009-08-18,15.49,2.0,82.61,0.97,2.0,42.26,2.02,2.0,62.39,2.98,1.0,55.34,33.0
2009-08-19,21.75,2.0,82.49,0.99,2.0,42.46,11.01,2.0,63.22,6.36,1.0,59.82,29.0
2009-08-20,16.13,2.0,82.31,2.79,2.0,42.85,8.28,2.0,64.46,6.41,1.0,55.9,29.0
2009-08-21,21.1,2.0,82.2,3.31,2.0,43.25,8.46,2.0,65.29,7.22,1.0,55.9,31.3
2009-08-22,26.38,2.0,82.14,4.4,2.0,43.74,9.85,2.0,66.12,10.15,1.0,53.1,29.2
2009-08-23,20.62,2.0,82.02,2.42,2.0,43.94,3.22,2.0,66.33,3.03,1.0,53.1,29.2
2009-08-24,20.46,2.0,86.91,1.79,2.0,44.04,4.13,2.0,66.54,4.67,1.0,57.58,27.8
2009-08-25,19.98,2.0,86.29,1.54,2.0,44.04,8.46,2.0,67.37,5.44,1.0,57.58,29.7
2009-08-26,19.66,2.0,86.68,1.86,2.0,44.04,7.62,2.0,68.21,1.64,1.0,53.66,28.5
2009-08-27,13.73,2.0,86.5,0.97,2.0,44.63,1.1,2.0,67.79,5.31,1.0,51.44,32.4
2009-08-28,13.46,2.0,86.33,1.83,2.0,45.53,1.19,2.0,66.96,2.43,1.0,50.88,31.1
2009-08-29,12.95,2.0,86.15,0.87,2.0,46.23,1.86,2.0,66.12,4.08,1.0,50.88,33.0
2009-08-30,12.54,2.0,85.98,3.83,2.0,47.23,4.1,2.0,65.5,4.38,1.0,53.66,30.8
2009-08-31,11.92,2.0,85.81,2.2,2.0,47.94,3.95,2.0,64.88,3.03,1.0,57.58,28.4
2009-09-01,10.83,2.0,85.63,0.95,2.0,48.35,1.47,2.0,64.05,4.73,1.0,58.14,33.0
2009-09-02,11.18,2.0,85.46,1.5,2.0,48.86,1.35,2.0,63.22,4.3,1.0,58.14,33.0
2009-09-03,10.72,2.0,85.29,2.05,2.0,49.36,1.24,2.0,62.39,4.37,1.0,58.14,33.0
2009-09-04,15.66,2.0,85.17,2.56,2.0,49.88,3.85,2.0,62.6,14.77,1.0,60.39,32.2
2009-09-05,20.9,2.0,85.11,2.79,2.0,50.39,1.36,2.0,62.6,5.8,1.0,54.78,30.1
2009-09-06,9.84,2.0,84.94,2.07,2.0,50.18,3.75,2.0,62.81,5.25,1.0,54.22,29.8
2009-09-07,14.77,2.0,84.83,4.8,2.0,49.98,12.05,2.0,64.46,6.39,1.0,56.46,22.4
2009-09-08,14.47,2.0,84.21,2.62,2.0,49.47,4.46,2.0,64.88,4.95,1.0,52.55,33.0
2009-09-09,52.43,2.0,85.0,12.59,1.67,50.29,27.74,1.63,68.83,34.0,0.0,73.5,24.1
2009-09-10,44.13,2.0,85.4,19.41,1.0,52.35,11.44,1.0,70.3,18.34,0.0,62.08,28.4
2009-09-11,45.2,2.0,85.86,8.45,1.0,53.28,4.28,1.0,68.83,3.31,1.0,50.88,32.3
2009-09-12,23.64,2.0,86.1,5.16,1.0,53.81,4.0,1.0,66.75,6.53,1.0,50.33,33.0
2009-09-13,18.24,2.0,86.27,4.33,1.0,54.22,3.49,1.0,64.46,4.75,1.0,49.77,33.0
2009-09-14,18.26,2.0,86.44,4.34,1.0,54.64,4.66,1.0,62.19,4.41,1.0,53.1,30.3
2009-09-15,12.84,2.0,86.56,3.51,1.0,54.96,2.48,1.0,59.92,7.5,1.0,58.14,29.6
2009-09-16,12.85,2.0,86.68,3.3,1.0,54.22,1.31,1.0,58.48,6.55,1.0,55.34,33.0
2009-09-17,12.86,2.0,86.29,2.27,1.0,52.76,1.23,1.0,57.46,3.05,1.0,51.99,29.9
2009-09-18,12.86,2.0,86.91,5.86,1.67,51.42,3.59,1.63,56.44,4.78,1.0,51.99,32.4
2009-09-19,12.87,2.0,82.02,6.16,2.0,50.08,3.01,2.0,55.21,4.61,1.0,52.55,33.0
2009-09-20,12.87,2.0,82.14,4.51,2.0,48.55,3.08,2.0,53.99,3.88,1.0,53.66,31.7
2009-09-21,12.88,2.0,82.26,2.37,2.0,47.13,1.37,2.0,52.37,4.88,1.0,56.46,31.1
2009-09-22,8.18,2.0,82.08,4.54,2.0,48.45,5.37,2.0,51.56,6.03,1.0,58.7,30.3
2009-09-23,15.29,2.0,82.02,3.59,2.0,49.16,3.06,2.0,50.75,4.32,1.0,57.02,29.8
2009-09-24,22.66,2.0,82.08,6.52,2.0,49.57,5.7,2.0,50.55,6.8,1.0,56.46,28.8
2009-09-25,22.66,2.0,82.14,4.77,2.0,49.98,1.89,2.0,49.74,4.7,1.0,50.33,33.0
2009-09-26,19.79,2.0,82.08,2.69,2.0,49.98,1.15,2.0,49.14,2.95,1.0,51.99,30.5
2009-09-27,13.45,2.0,86.91,1.06,2.0,49.57,1.93,2.0,49.14,3.88,1.0,53.1,31.9
2009-09-28,13.11,2.0,86.23,3.74,2.0,49.47,2.05,2.0,49.14,4.49,1.0,53.66,33.0
2009-09-29,23.66,2.0,86.68,3.26,2.0,49.26,13.66,2.0,50.15,6.41,1.0,56.46,33.0
2009-09-30,17.17,6.67,86.5,3.57,2.8,48.96,2.48,2.0,50.55,7.16,1.0,59.26,29.5
2009-10-01,12.64,2.0,86.33,2.36,2.0,48.55,2.34,2.5,50.95,3.34,1.0,55.34,30.9
2009-10-02,17.0,2.0,86.21,1.96,2.0,48.04,5.51,2.0,51.56,3.86,1.0,53.1,31.2
2009-10-03,11.28,2.0,86.03,3.0,2.0,47.64,2.67,2.0,51.76,5.92,1.0,53.1,33.0
2009-10-04,16.24,2.0,85.92,2.59,2.0,47.13,2.76,2.0,51.96,4.92,1.0,51.99,33.0
2009-10-05,21.39,2.0,85.86,1.16,2.0,46.43,5.23,2.0,52.37,3.29,1.0,50.88,31.4
2009-10-06,15.94,2.0,85.25,1.9,2.0,45.83,3.04,2.0,52.57,5.42,1.0,52.55,31.1
2009-10-07,21.04,2.0,85.69,5.34,2.0,45.63,7.8,2.0,53.18,5.52,1.0,52.55,32.7
2009-10-08,26.29,2.0,85.69,7.06,2.0,45.63,7.88,2.0,53.79,5.28,1.0,51.99,33.0
2009-10-09,31.84,2.0,85.25,14.27,2.0,46.53,5.4,2.0,54.2,2.62,1.0,53.1,28.9
2009-10-10,31.84,2.0,85.81,11.12,2.0,47.03,7.76,2.0,54.81,6.19,1.0,53.66,33.0
2009-10-11,26.6,2.0,85.81,5.38,2.0,46.83,5.44,2.0,55.21,5.6,1.0,58.7,28.5
2009-10-12,15.63,2.0,85.69,4.71,2.0,46.53,3.16,2.0,55.42,3.64,1.0,57.58,32.0
2009-10-13,20.89,2.0,85.63,3.99,2.0,46.13,5.63,2.0,56.03,7.71,1.0,60.39,30.3
2009-10-14,20.74,2.0,85.58,2.0,2.0,45.93,6.29,2.0,56.64,5.35,1.0,57.02,30.3
2009-10-15,20.59,2.0,85.52,2.25,2.0,46.23,1.14,2.0,56.03,1.54,1.0,51.99,33.0
2009-10-16,14.89,2.0,85.4,6.04,2.0,46.93,12.59,2.0,56.44,7.94,1.0,54.22,33.0
2009-10-17,20.14,2.0,85.34,3.79,2.0,47.34,5.57,2.0,56.23,6.63,1.0,57.58,30.7
2009-10-18,14.45,2.0,85.23,3.42,2.0,47.64,5.97,2.0,56.44,6.36,1.0,55.9,30.7
2009-10-19,19.69,2.0,85.17,5.24,2.0,48.14,6.15,2.0,56.44,4.77,1.0,55.34,30.7
2009-10-20,90.61,2.0,85.86,23.42,2.0,51.0,20.75,2.0,58.48,14.31,1.0,53.1,33.0
2009-10-21,40.59,2.0,86.21,8.31,2.0,51.11,11.12,2.0,57.66,1.66,1.0,51.99,31.8
2009-10-22,36.0,2.0,86.56,5.95,2.0,50.9,6.14,2.0,56.03,5.96,1.0,54.22,33.0
2009-10-23,30.93,2.0,86.85,8.07,1.15,51.11,9.9,1.15,54.81,7.7,1.62,57.58,33.0
2009-10-24,25.86,2.0,82.08,3.49,1.0,50.8,8.79,1.0,53.79,6.63,1.0,59.82,30.2
2009-10-25,15.27,2.0,82.2,3.41,2.01,50.39,5.98,2.03,52.57,5.64,1.0,55.34,33.0
2009-10-26,15.35,2.0,82.31,3.31,2.0,49.98,3.58,2.0,51.16,4.19,1.0,49.77,33.0
2009-10-27,15.5,2.0,82.43,5.61,2.0,49.88,15.58,2.0,50.35,9.96,1.0,59.26,30.5
2009-10-28,15.73,2.0,82.55,3.76,2.0,49.57,8.56,2.0,49.54,10.62,1.0,64.35,28.0
2009-10-29,15.88,2.0,82.66,8.49,2.0,49.88,12.11,2.0,49.54,5.86,1.0,52.55,32.4
2009-10-30,16.04,2.0,82.28,5.09,2.0,49.77,3.76,2.0,48.13,3.8,1.0,48.67,31.2
2009-10-31,16.2,2.0,82.9,5.07,2.0,49.06,1.36,2.0,46.53,4.1,1.0,50.33,31.5
2009-11-01,10.91,2.0,82.96,7.29,2.0,48.35,1.34,2.0,45.13,4.15,1.0,50.33,33.0
2009-11-02,14.77,2.0,87.96,2.83,2.0,47.23,2.42,2.0,44.53,4.81,1.0,51.99,32.1
2009-11-03,18.12,2.0,82.84,1.29,2.0,46.93,5.31,2.0,44.73,3.5,1.0,54.22,30.3
2009-11-04,10.51,2.5,82.61,1.06,2.5,46.73,4.09,2.0,44.93,4.71,1.0,54.78,33.0
2009-11-05,9.85,3.0,82.37,1.09,3.0,46.33,1.83,2.0,44.93,3.75,1.0,54.22,33.0
2009-11-06,9.75,3.0,82.14,1.14,3.0,45.93,4.23,2.0,45.13,4.22,1.0,54.22,33.0
2009-11-07,13.52,3.0,86.97,1.16,3.0,45.33,2.02,2.0,45.13,3.73,1.0,53.66,33.0
2009-11-08,13.48,3.0,86.29,1.11,3.0,44.73,4.45,2.0,45.33,3.71,1.0,53.1,33.0
2009-11-09,13.65,3.0,86.62,3.28,3.0,44.43,9.15,2.0,45.93,8.59,1.0,59.26,32.0
2009-11-10,29.61,3.0,86.62,2.74,3.0,44.04,2.36,2.0,47.13,12.72,1.0,53.66,32.7
2009-11-11,32.95,3.0,86.62,3.33,3.0,44.14,7.67,2.0,48.13,9.9,1.0,62.08,25.1
2009-11-12,62.79,3.0,86.91,13.48,3.0,45.83,21.53,2.0,50.35,2.72,1.0,57.02,29.9
2009-11-13,34.72,1.75,86.91,15.41,2.38,47.84,4.93,2.0,50.75,5.24,1.0,56.46,33.0
2009-11-14,17.51,1.0,86.23,4.25,2.0,48.45,7.05,2.0,51.36,4.23,1.0,54.78,33.0
2009-11-15,17.46,1.44,86.56,3.24,2.0,48.86,2.36,2.0,51.56,4.68,1.0,53.66,33.0
2009-11-16,34.13,2.0,86.56,3.48,2.0,49.26,6.98,2.0,52.17,3.51,1.0,54.78,29.9
2009-11-17,42.63,2.0,86.23,12.28,2.0,50.39,11.74,2.0,52.78,5.66,1.0,56.46,31.6
2009-11-18,29.92,2.0,86.29,3.64,2.0,50.39,3.97,2.0,52.57,4.08,1.0,55.34,32.5
2009-11-19,19.2,2.0,86.23,2.68,2.0,50.29,3.95,2.0,52.37,2.7,1.0,54.78,30.6
2009-11-20,22.26,2.0,86.85,1.96,2.0,49.26,1.22,2.0,51.36,3.69,1.0,52.55,33.0
2009-11-21,20.25,2.0,86.97,9.64,2.0,48.96,1.23,2.0,50.35,4.73,1.0,51.44,33.0
2009-11-22,25.89,2.0,82.14,9.97,2.0,48.65,14.91,2.0,50.55,7.14,1.0,57.58,29.3
2009-11-23,15.34,2.0,82.2,7.18,2.0,48.04,10.59,2.0,50.75,7.49,1.0,58.7,29.7
2009-11-24,20.88,2.0,82.31,7.85,2.0,47.54,1.88,2.0,50.35,3.25,1.0,54.22,28.6
2009-11-25,28.64,2.0,82.37,8.17,2.0,48.14,10.34,2.0,50.75,11.08,1.0,64.35,27.4
2009-11-26,29.51,2.0,82.31,3.37,1.31,48.45,4.67,1.31,52.98,16.06,1.0,59.26,29.9
2009-11-27,20.36,2.0,82.14,1.71,0.5,48.55,11.45,0.5,55.01,10.81,0.58,59.82,32.4
2009-11-28,41.94,2.0,82.2,6.83,0.5,49.26,25.08,0.5,58.28,9.43,0.0,60.39,31.1
2009-11-29,31.06,2.0,82.14,8.66,0.5,50.18,15.84,0.5,60.74,8.06,0.0,60.39,30.4
2009-11-30,30.89,2.0,82.08,4.07,0.5,50.49,8.36,0.0,62.6,9.68,0.25,60.39,31.4
2009-12-01,30.72,2.0,82.02,1.81,0.5,50.49,4.65,0.5,63.84,6.45,1.0,60.39,30.8
2009-12-02,24.95,2.0,86.91,2.15,0.5,50.49,5.15,0.5,64.88,5.79,1.0,60.39,33.0
2009-12-03,77.26,2.0,82.37,16.05,0.5,52.66,41.49,0.5,68.83,7.96,1.0,59.82,33.0
2009-12-04,55.59,2.0,82.61,18.94,0.5,55.38,17.6,0.5,71.14,11.34,1.0,55.9,33.0
2009-12-05,56.28,2.0,82.84,12.13,0.5,57.29,13.26,0.5,72.61,4.37,1.0,53.1,30.6
2009-12-06,40.43,2.0,82.9,6.96,0.5,58.57,8.58,0.5,73.66,5.22,1.0,52.55,29.9
2009-12-07,23.89,2.0,82.28,8.22,0.5,60.94,11.44,0.5,74.29,4.81,1.0,51.99,29.6
2009-12-08,37.88,2.0,82.96,9.67,0.5,62.25,15.3,0.5,74.72,13.27,1.0,63.21,30.6
2009-12-09,11.61,2.0,89.13,43.81,0.5,67.89,34.84,0.5,77.9,44.58,0.0,86.31,25.1
2009-12-10,84.49,2.0,0.01,29.31,0.5,71.51,20.07,0.5,79.6,18.9,0.0,72.35,31.2
2009-12-11,12.35,2.0,1.31,37.16,0.5,76.11,18.04,0.5,80.88,14.09,0.0,55.9,31.4
2009-12-12,74.17,2.0,2.08,24.71,0.5,79.15,24.49,0.5,80.45,4.1,0.0,55.9,33.0
2009-12-13,63.26,2.0,2.23,22.16,0.5,81.88,14.64,0.5,80.24,14.44,0.0,53.66,33.0
2009-12-14,97.02,2.0,3.25,33.88,0.5,86.07,25.97,0.5,80.88,11.95,0.0,56.46,27.6
2009-12-15,91.8,2.0,4.21,25.53,0.5,87.76,13.05,0.5,81.09,7.9,0.48,53.1,32.0
2009-12-16,10.34,2.0,5.8,23.74,0.5,87.52,18.3,0.5,82.38,8.34,1.0,56.46,32.6
2009-12-17,75.57,2.0,6.58,17.9,0.5,86.55,14.88,0.5,84.74,37.67,0.5,79.29,29.4
2009-12-18,10.23,5.83,7.62,33.32,0.5,87.52,40.01,0.5,90.36,29.35,0.0,76.97,31.4
2009-12-19,48.9,20.42,7.92,23.86,0.5,90.32,17.86,0.5,90.79,10.76,0.48,66.62,32.8
2009-12-20,52.81,30.0,8.16,12.45,3.67,91.42,7.89,6.5,88.84,12.08,1.0,70.62,31.4
2009-12-21,41.41,30.0,8.29,10.73,5.1,89.83,16.31,7.06,89.06,7.66,1.0,72.92,29.7
2009-12-22,30.0,30.0,8.29,8.42,5.0,87.76,11.47,7.0,90.36,15.05,1.0,62.08,33.0
2009-12-23,30.0,30.0,8.29,6.47,5.0,85.46,5.77,7.0,89.49,2.01,0.5,58.7,33.0
2009-12-24,30.54,36.25,8.22,13.32,5.02,85.1,2.21,8.27,87.32,6.58,0.6,62.08,33.0
2009-12-25,40.0,40.0,8.22,11.99,5.0,85.1,7.88,9.0,86.24,16.72,1.0,63.21,33.0
2009-12-26,40.0,40.0,8.22,19.36,5.0,84.62,8.74,9.0,86.03,3.72,1.0,57.58,28.1
2009-12-27,40.0,40.0,8.22,11.2,5.0,81.64,14.26,9.0,87.54,10.97,1.0,55.34,29.8
2009-12-28,85.69,40.0,8.21,27.2,5.0,80.69,16.82,9.0,88.41,11.32,0.69,59.82,28.3
2009-12-29,79.9,51.3,9.02,29.01,5.0,79.98,21.92,9.0,90.79,14.46,0.0,59.26,30.1
2009-12-30,71.56,60.11,9.14,15.17,5.0,79.86,15.49,9.0,91.66,24.81,0.0,59.26,32.4
2009-12-31,61.52,67.25,9.08,13.47,5.0,80.93,9.05,9.0,89.27,2.39,0.0,57.02,31.9
2010-01-01,52.98,70.15,8.9,13.5,5.0,81.99,7.9,9.0,87.76,11.61,9.0,54.22,30.4
2010-01-02,75.86,70.14,8.96,34.55,5.0,85.71,39.02,9.0,89.06,15.23,0.0,63.21,22.4
2010-01-03,64.42,70.14,8.9,23.84,6.5,87.88,20.5,10.5,89.71,19.41,0.0,58.14,26.4
2010-01-04,58.66,70.1,8.27,15.72,7.0,88.98,8.96,11.0,87.54,10.17,0.0,63.78,28.06
2010-01-05,47.19,70.05,8.53,19.29,5.92,90.08,14.93,10.0,86.24,9.06,0.0,65.48,32.0
2010-01-06,70.02,70.02,8.53,24.96,5.09,89.34,23.18,9.07,89.49,30.53,0.0,71.77,27.5
2010-01-07,70.02,70.02,8.53,24.46,5.07,87.4,24.24,9.05,93.85,26.66,0.0,66.05,31.7
2010-01-08,98.65,70.07,8.84,24.42,5.07,89.1,16.54,9.17,93.41,16.33,0.67,72.35,28.3
2010-01-09,70.1,70.1,8.84,16.67,5.0,90.57,14.0,9.0,93.41,21.25,1.0,64.35,32.3
2010-01-10,70.1,70.1,8.84,21.83,5.0,91.3,12.44,9.0,92.97,9.88,2.0,60.95,30.3
2010-01-11,58.64,70.08,8.21,12.33,5.0,90.32,9.79,9.0,92.32,11.24,2.0,63.21,30.7
2010-01-12,75.8,70.08,8.27,24.69,5.0,92.16,11.48,9.0,92.32,23.82,1.24,63.78,29.6
2010-01-13,64.35,70.07,8.21,28.13,5.13,91.79,11.45,9.15,92.54,6.03,1.25,60.39,33.0
2010-01-14,52.91,70.05,8.53,21.49,6.08,90.32,6.53,10.08,92.32,11.15,1.25,63.21,33.0
2010-01-15,58.58,70.0,8.41,14.22,7.0,90.44,11.67,11.0,91.45,11.67,1.0,59.82,30.6
2010-01-16,41.42,69.95,8.1,15.86,7.07,91.55,4.01,10.95,88.62,9.28,1.0,63.78,30.3
2010-01-17,92.75,69.93,8.35,19.76,7.08,91.67,13.46,10.92,89.06,26.56,0.81,67.76,31.5
2010-01-18,75.69,69.98,8.41,22.26,7.08,91.67,10.73,10.94,90.36,21.89,0.0,62.08,26.9
2010-01-19,70.0,70.0,98.41,18.26,7.0,91.18,7.71,11.0,90.14,21.62,0.0,65.48,33.0
2010-01-20,64.29,70.0,8.35,13.15,7.0,90.57,8.55,11.0,90.14,29.17,0.0,72.35,31.7
2010-01-21,58.59,70.0,8.22,12.86,7.0,91.3,11.0,11.0,90.14,27.0,0.65,66.05,31.9
2010-01-22,70.0,70.0,8.22,14.35,7.0,90.32,13.34,11.0,91.66,30.23,0.53,64.92,30.7
2010-01-23,58.59,70.0,8.1,13.33,7.0,89.47,7.88,11.0,91.01,11.08,0.2,59.82,32.9
2010-01-24,98.53,70.0,8.41,20.13,7.0,89.22,18.87,11.0,92.32,24.27,0.2,62.65,29.5
2010-01-25,12.14,70.0,8.96,24.47,7.0,91.18,25.85,11.0,93.41,27.21,0.2,67.76,26.7
2010-01-26,13.87,70.0,9.69,34.49,7.0,94.63,36.16,11.0,95.6,26.59,0.2,64.35,29.4
2010-01-27,10.87,80.0,10.0,29.17,7.0,96.5,23.35,11.12,96.26,18.71,0.2,63.21,31.5
2010-01-28,10.74,90.22,10.01,21.73,7.0,96.0,15.06,11.0,96.91,18.03,0.2,63.21,33.0
2010-01-29,11.23,10.08,10.03,26.93,7.0,97.37,27.59,11.0,98.68,22.54,0.2,59.82,30.7
2010-01-30,11.6,11.0,10.03,23.57,7.0,96.12,31.91,11.0,10.08,12.07,0.2,64.35,29.9
2010-01-31,81.25,11.0,10.0,12.1,7.0,93.02,14.56,11.0,10.24,11.72,0.2,61.52,29.5
2010-02-01,75.35,10.98,9.63,8.02,7.0,89.47,14.71,11.0,10.44,16.87,0.2,57.02,30.7
2010-02-02,60.81,83.75,9.39,13.85,6.13,88.86,16.56,10.3,10.46,25.39,0.2,66.62,33.0
2010-02-03,66.1,65.83,9.33,11.56,6.0,89.34,10.64,10.05,10.42,17.93,0.2,58.7,32.1
2010-02-04,51.14,68.33,9.14,9.89,6.0,89.83,11.07,8.2,10.31,20.03,0.2,61.52,33.0
2010-02-05,51.38,80.0,8.84,17.35,6.0,90.2,14.52,6.82,10.22,7.66,0.2,66.05,29.8
2010-02-06,51.42,80.0,8.53,10.25,6.0,88.49,10.56,6.86,10.28,8.87,0.2,54.22,33.0
2010-02-07,45.75,80.0,8.16,7.73,6.0,86.19,14.11,7.41,10.31,11.84,0.2,58.7,31.9
2010-02-08,46.1,80.0,7.24,8.7,6.0,86.07,16.86,6.69,10.15,6.8,0.2,60.95,30.3
2010-02-09,45.86,80.0,7.37,10.81,6.0,86.67,11.91,5.11,10.08,12.9,0.2,55.9,31.6
2010-02-10,44.81,61.86,7.19,14.71,6.0,87.28,12.79,3.4,99.12,2.95,0.2,61.52,31.4
2010-02-11,54.27,59.95,7.13,12.0,6.0,87.4,2.69,2.17,98.68,19.47,0.2,61.52,29.9
2010-02-12,42.39,53.75,7.01,12.99,6.0,87.88,17.72,5.31,97.79,4.35,0.2,58.14,32.8
2010-02-13,38.65,50.0,6.89,12.78,6.0,88.73,6.16,4.85,95.82,11.12,0.2,62.65,31.0
2010-02-14,33.92,45.27,6.26,7.94,6.0,88.98,9.43,7.0,94.28,10.94,0.2,61.52,31.8
2010-02-15,40.0,40.0,6.26,10.86,6.0,89.59,11.95,7.0,92.97,7.7,0.2,58.7,30.0
2010-02-16,34.33,40.0,6.2,9.48,6.0,89.47,9.99,7.0,91.88,7.36,0.2,55.9,29.6
2010-02-17,40.0,40.0,96.7,11.64,6.0,89.22,9.02,7.0,90.58,4.03,0.2,53.1,30.9
2010-02-18,62.69,40.0,6.95,14.61,6.0,89.1,1.94,7.0,89.71,20.66,0.2,55.34,33.0
2010-02-19,45.68,40.0,7.01,16.08,6.0,89.1,20.38,7.0,89.27,4.45,0.2,55.34,32.7
2010-02-20,40.0,40.0,7.01,9.91,6.0,89.22,11.59,7.0,88.19,13.79,0.2,58.14,31.1
2010-02-21,40.0,40.0,7.01,13.78,6.0,90.2,7.12,7.0,86.24,6.68,0.2,54.22,32.4
2010-02-22,34.32,40.0,6.95,7.95,6.0,90.44,16.56,7.0,84.52,10.06,0.2,62.65,31.8
