date,Jaguari_QNat,Jaguari_QJus,Jaguari_Vop,Cachoeira_QNat,Cachoeira_QJus,Cachoeira_Vop,Atibainha_QNat,Atibainha_QJus,Atibainha_Vop,PaivaC_QNat,PaivaC_QJus,PaivaC_Vop,QESI
2004-01-01,19.14,1.0,5.86,4.44,0.53,29.26,3.37,0.31,39.37,3.36,9.22,40.44,28.7
2004-01-02,22.43,1.0,5.91,6.02,0.53,29.71,3.32,0.31,39.76,3.39,0.22,47.56,22.0
2004-01-03,22.38,1.0,5.96,6.18,0.53,30.17,5.95,0.31,40.75,4.14,0.22,46.46,25.9
2004-01-04,13.05,1.0,6.05,2.96,0.53,30.08,3.43,0.31,40.95,2.4,0.22,40.44,30.2
2004-01-05,22.52,1.0,6.1,2.67,0.53,30.26,2.76,0.31,40.95,1.77,0.22,42.07,28.1
2004-01-06,13.77,1.0,6.29,3.61,0.53,30.62,2.07,0.31,40.95,2.85,0.22,41.53,31.1
2004-01-07,10.26,1.0,6.53,0.03,1.0,30.72,2.06,0.49,40.75,4.65,0.22,40.98,32.9
2004-01-08,26.49,0.82,6.53,3.57,0.22,30.99,2.12,0.48,40.75,3.66,0.22,43.72,29.0
2004-01-09,22.13,0.7,6.53,5.87,0.62,31.54,8.52,0.3,41.35,10.21,0.22,48.11,29.8
2004-01-10,42.38,0.7,6.01,10.68,0.52,32.19,5.14,0.3,41.35,5.6,0.22,38.81,28.6
2004-01-11,30.84,0.7,5.81,8.98,0.52,32.46,3.15,0.3,41.15,2.17,0.22,40.44,28.7
2004-01-12,31.11,0.7,5.67,4.67,0.52,32.28,2.05,0.3,40.95,2.92,0.22,44.81,28.9
2004-01-13,34.36,0.7,5.52,12.61,0.53,33.48,1.94,0.3,40.75,1.92,0.22,46.46,30.3
2004-01-14,20.24,0.7,5.52,5.6,0.53,33.3,4.58,0.3,41.15,4.62,0.22,45.91,30.1
2004-01-15,31.67,0.7,5.28,1.81,0.53,32.37,2.75,0.3,41.35,2.16,0.22,39.89,30.3
2004-01-16,41.16,0.7,5.09,7.77,0.53,33.2,6.41,0.3,41.74,2.03,0.22,39.35,31.5
2004-01-17,21.4,0.7,5.09,5.38,0.53,33.02,5.66,0.28,41.94,3.21,0.22,41.53,31.2
2004-01-18,13.69,0.7,5.23,3.4,0.53,32.74,2.3,0.3,41.94,1.68,0.22,44.81,28.7
2004-01-19,12.01,0.7,5.43,1.69,0.53,32.46,2.36,0.3,41.94,9.49,0.22,48.67,27.0
2004-01-20,13.18,0.7,5.62,1.04,0.52,32.37,1.04,0.3,41.74,2.25,0.22,50.33,30.7
2004-01-21,6.28,0.7,5.91,1.2,0.52,32.28,1.12,0.3,41.54,3.59,0.22,51.44,32.5
2004-01-22,8.05,0.7,6.2,3.61,0.52,32.37,3.03,0.3,41.74,0.88,0.22,53.1,29.3
2004-01-23,32.18,0.7,6.1,4.05,0.52,32.65,3.25,0.3,41.94,4.58,0.22,54.22,30.2
2004-01-24,19.5,0.7,6.15,6.0,0.53,33.2,6.73,0.3,42.34,4.62,0.22,52.55,30.3
2004-01-25,17.95,0.7,6.2,3.03,0.53,33.48,4.5,0.3,42.34,4.78,0.22,51.99,30.1
2004-01-26,10.65,0.7,6.34,3.02,0.53,33.76,2.89,0.3,42.14,6.05,0.22,53.1,29.9
2004-01-27,30.57,0.7,6.2,5.32,0.53,34.32,9.68,0.3,42.54,5.39,0.22,51.99,31.2
2004-01-28,27.18,0.53,6.1,5.98,0.43,34.98,4.87,0.13,42.93,13.27,0.22,55.34,30.6
2004-01-29,30.61,0.5,5.96,4.44,0.41,35.45,3.94,0.1,43.73,7.36,0.22,47.56,29.1
2004-01-30,24.05,0.5,5.91,3.66,0.41,35.82,3.19,0.1,43.53,3.5,0.22,43.17,33.0
2004-01-31,20.72,0.5,5.91,4.61,0.41,35.54,3.66,0.1,43.73,6.58,0.22,46.46,31.4
2004-02-01,14.02,0.5,6.01,3.5,0.41,35.07,5.65,0.1,44.13,15.52,0.22,59.26,32.0
2004-02-02,20.63,0.5,6.01,2.28,0.41,35.26,9.95,0.1,44.53,7.94,0.22,53.1,29.9
2004-02-03,20.63,0.5,6.01,7.23,0.41,36.11,2.31,0.1,44.53,4.61,0.22,48.11,31.2
2004-02-04,17.3,0.5,6.05,4.87,0.41,36.77,1.92,0.1,43.93,4.72,0.22,47.56,33.0
2004-02-05,17.11,0.5,6.15,4.33,0.42,36.58,1.7,0.1,44.13,3.72,0.22,48.11,31.0
2004-02-06,36.71,0.5,6.01,6.55,0.42,36.86,7.2,0.1,44.93,10.64,0.22,55.9,31.6
2004-02-07,33.26,0.24,5.86,13.34,0.42,38.2,11.17,0.1,46.53,12.11,0.22,55.9,29.9
2004-02-08,24.7,0.2,5.67,10.96,0.42,38.01,9.81,0.1,48.13,4.99,0.22,44.26,29.5
2004-02-09,15.67,0.2,5.22,4.15,0.42,37.82,1.0,0.1,48.13,4.53,0.22,42.07,31.2
2004-02-10,14.29,0.39,5.86,4.87,0.42,38.1,2.09,0.1,48.13,3.86,0.22,42.07,31.7
2004-02-11,14.26,0.5,6.01,4.3,0.42,38.29,2.05,0.1,48.13,3.71,0.22,43.72,30.1
2004-02-12,14.12,0.5,6.15,4.48,0.42,38.49,2.02,0.1,48.13,4.46,0.22,43.72,32.3
2004-02-13,14.13,0.66,6.29,2.44,0.42,38.87,1.12,0.1,47.73,3.48,0.22,43.72,31.3
2004-02-14,17.35,0.7,6.39,4.9,0.42,39.06,6.52,0.1,48.13,4.2,0.22,44.26,31.54
2004-02-15,23.94,0.7,6.39,6.55,0.42,39.45,8.82,0.1,48.74,9.5,0.22,49.22,33.0
2004-02-16,30.41,0.48,6.29,8.91,0.42,40.12,11.8,0.1,50.55,15.29,0.22,53.1,28.9
2004-02-17,27.11,0.4,6.25,6.6,0.43,40.51,7.34,0.1,52.17,7.94,0.22,43.17,31.6
2004-02-18,23.79,0.4,6.25,5.91,0.43,40.8,7.34,0.1,52.78,3.44,0.22,39.89,32.9
2004-02-19,17.1,0.4,6.34,3.66,0.43,40.8,1.69,0.1,52.78,5.54,0.22,40.44,33.0
2004-02-20,17.0,0.4,6.44,4.55,0.43,40.9,1.67,0.1,52.78,11.34,0.22,47.56,33.0
2004-02-21,16.9,0.4,6.53,2.19,0.43,40.9,1.04,0.1,52.57,6.52,0.22,49.22,33.0
2004-02-22,50.24,0.4,6.15,13.95,0.43,42.17,17.47,0.1,54.6,16.05,0.22,57.02,29.7
2004-02-23,70.93,0.4,5.48,14.47,0.43,43.54,30.59,0.1,58.28,20.52,0.22,68.33,25.5
2004-02-24,90.34,0.4,4.31,35.26,0.44,48.35,28.89,0.1,61.16,29.17,0.22,72.92,26.5
2004-02-25,93.16,0.4,2.99,24.81,0.45,51.42,13.35,0.1,62.39,14.59,0.22,58.14,27.4
2004-02-26,94.08,0.24,1.65,19.15,0.25,53.81,17.41,0.1,63.22,9.2,0.15,44.81,29.6
2004-02-27,91.62,0.2,0.35,18.46,0.2,56.12,8.05,0.1,61.98,7.12,0.1,43.72,31.2
2004-02-28,89.3,0.38,0.91,13.71,0.38,57.82,3.36,0.1,59.92,6.74,0.1,47.56,31.2
2004-02-29,54.71,0.4,1.68,11.4,0.41,56.97,4.2,0.1,59.51,7.72,0.1,53.1,30.6
2004-03-01,40.79,0.4,2.24,7.12,0.4,54.85,3.11,0.1,59.51,4.52,0.1,54.78,30.8
2004-03-02,33.78,0.4,2.2,7.61,0.4,53.28,6.98,0.1,59.51,6.12,0.1,57.02,31.9
2004-03-03,27.89,0.4,2.96,3.95,0.4,52.76,1.18,0.1,58.69,5.78,0.1,57.58,33.0
2004-03-04,23.18,0.4,3.06,7.29,0.4,53.08,3.14,0.1,58.28,5.82,0.1,58.14,33.0
2004-03-05,30.76,0.4,3.27,6.94,0.4,53.39,3.68,0.1,58.28,5.58,0.1,56.46,30.6
2004-03-06,31.32,0.4,3.48,8.12,0.4,53.91,2.12,0.1,58.28,3.97,0.1,50.88,30.9
2004-03-07,28.28,0.4,3.63,7.64,0.4,54.43,11.52,0.1,59.1,13.45,0.1,58.14,29.1
2004-03-08,32.31,0.4,3.84,7.3,0.4,54.96,4.43,0.1,59.3,6.02,0.1,58.14,28.1
2004-03-09,25.52,0.4,3.95,5.26,0.4,55.27,6.76,0.1,59.72,5.26,0.1,54.22,30.8
2004-03-10,22.05,0.4,4.0,6.0,0.4,55.7,4.39,0.1,59.92,5.03,0.1,47.56,33.0
2004-03-11,22.57,0.64,4.05,4.92,0.4,56.01,1.49,0.1,59.51,5.94,0.1,48.67,31.3
2004-03-12,22.77,0.7,4.1,4.33,0.4,56.33,1.13,0.1,58.89,4.38,0.1,50.88,30.3
2004-03-13,22.91,0.7,4.15,3.3,0.4,56.54,1.14,0.1,58.28,5.42,0.1,54.22,30.3
2004-03-14,23.05,0.7,4.21,4.0,0.41,56.86,1.14,0.1,57.66,4.5,0.1,55.34,31.3
2004-03-15,26.81,0.7,4.31,5.37,0.41,57.29,5.16,0.1,57.46,6.59,0.1,64.35,26.4
2004-03-16,25.57,0.7,4.47,5.17,0.41,57.07,5.44,0.1,57.87,7.62,0.1,62.08,30.6
2004-03-17,24.27,0.7,4.62,7.31,0.41,56.97,4.51,0.1,58.28,5.7,0.1,56.46,30.7
2004-03-18,20.89,0.7,4.23,3.66,0.41,56.54,1.86,0.1,57.87,3.98,0.1,55.9,30.4
2004-03-19,17.51,0.7,4.28,2.17,0.4,56.23,1.18,0.1,57.05,4.81,0.1,58.14,30.7
2004-03-20,36.08,0.7,5.1,5.5,0.4,56.01,7.29,0.1,57.26,7.01,0.1,59.82,30.6
2004-03-21,29.47,0.7,5.31,6.54,0.4,56.01,2.23,0.1,57.46,5.51,0.1,57.02,28.0
2004-03-22,22.57,0.7,5.41,5.32,0.4,55.91,2.24,0.1,57.66,4.83,0.1,53.66,27.8
2004-03-23,19.18,0.7,5.46,3.36,0.4,55.59,2.27,0.1,57.87,4.53,0.1,46.46,30.9
2004-03-24,15.53,0.7,5.46,3.57,0.4,55.38,1.08,0.1,57.46,3.73,0.1,46.46,29.0
2004-03-25,15.53,0.7,5.46,2.93,0.4,55.06,1.13,0.1,56.85,3.5,0.1,48.11,29.9
2004-03-26,19.31,0.7,5.52,1.19,0.4,54.85,1.18,0.1,56.03,5.64,0.1,51.44,29.9
2004-03-27,41.79,0.7,5.89,10.2,0.4,55.49,10.08,0.1,56.23,5.56,0.1,54.78,30.4
2004-03-28,20.37,0.7,5.94,3.83,0.4,55.38,2.99,0.1,55.83,3.44,0.1,54.78,31.2
2004-03-29,16.71,0.7,5.94,1.38,0.4,55.27,1.13,0.1,55.21,3.56,0.1,59.26,25.4
2004-03-30,20.51,0.7,5.99,4.52,0.4,55.27,4.68,0.1,55.62,5.63,0.1,53.1,31.1
2004-03-31,20.65,0.7,6.05,4.38,0.4,55.27,2.35,0.1,55.83,6.12,0.1,48.67,30.1
2004-04-01,20.78,0.7,6.1,4.25,0.4,55.27,2.37,0.1,56.03,4.86,0.1,43.17,29.8
2004-04-02,20.91,0.7,6.15,3.28,0.4,55.17,3.34,0.1,55.62,1.23,0.1,42.62,29.8
2004-04-03,17.24,0.7,6.15,2.56,0.4,55.06,1.17,0.1,54.81,4.72,0.1,45.91,31.7
2004-04-04,13.57,0.7,6.1,4.1,0.4,55.06,2.77,0.1,54.2,1.13,0.1,47.56,29.5
2004-04-05,28.39,0.7,6.26,5.66,0.4,55.27,9.74,0.1,54.2,5.44,0.1,55.9,27.9
2004-04-06,21.32,0.7,6.31,5.4,0.4,55.49,5.04,0.1,53.79,2.4,0.1,58.14,30.2
2004-04-07,28.2,0.7,6.47,4.21,0.4,55.49,7.73,0.1,53.99,8.0,0.1,64.35,28.0
2004-04-08,21.87,0.7,6.52,4.88,0.4,55.7,4.57,0.1,54.4,4.84,0.1,58.14,30.3
2004-04-09,18.19,0.7,6.52,4.9,0.4,55.91,2.0,0.1,54.2,3.39,0.1,54.78,30.8
2004-04-10,22.01,0.7,6.57,3.54,0.4,56.01,1.14,0.1,53.59,4.46,0.1,62.08,25.9
2004-04-11,22.14,0.7,6.63,3.38,0.4,56.12,1.14,0.1,52.98,4.16,0.1,66.62,28.0
2004-04-12,14.78,0.7,6.57,2.88,0.4,56.12,1.03,0.1,52.98,4.33,0.1,64.92,26.9
2004-04-13,18.33,0.7,6.57,1.89,0.4,56.12,1.0,0.1,52.98,4.64,0.1,55.34,33.0
2004-04-14,18.33,0.7,6.57,3.97,0.4,56.23,1.79,0.1,52.78,2.88,0.1,51.44,30.6
2004-04-15,22.14,0.7,6.63,4.7,0.4,56.44,3.48,0.1,52.57,2.63,0.1,50.88,29.1
2004-04-16,22.28,0.7,6.68,6.28,0.4,58.86,7.71,0.1,52.57,4.95,0.1,53.1,30.9
2004-04-17,37.46,0.7,6.95,11.05,0.41,58.03,16.83,0.1,52.78,5.34,0.1,55.34,31.3
2004-04-18,23.12,0.7,7.0,4.79,0.41,58.35,2.89,0.1,52.37,3.78,0.1,56.46,30.7
2004-04-19,23.26,0.7,7.05,3.2,0.41,58.57,1.15,0.1,51.76,4.89,0.1,59.82,29.8
2004-04-20,53.59,0.7,7.53,16.94,0.41,60.51,12.03,0.1,52.17,10.05,0.1,70.62,28.4
2004-04-21,31.86,0.7,7.91,12.28,0.41,61.16,11.52,0.1,52.37,5.63,0.1,68.33,28.5
2004-04-22,32.12,0.7,8.34,13.2,0.41,61.7,1.97,0.1,52.17,6.61,0.1,59.82,28.3
2004-04-23,21.47,0.7,8.61,10.14,0.41,61.92,5.13,0.1,51.76,2.48,0.1,49.22,31.5
2004-04-24,21.86,0.7,8.88,5.61,0.41,61.05,1.22,0.1,50.95,2.71,0.1,44.81,31.5
2004-04-25,18.3,0.7,0.09,7.87,0.41,60.18,3.42,0.1,50.15,2.6,0.1,45.91,31.1
2004-04-26,11.03,0.7,0.2,5.89,0.41,59.11,1.55,0.1,49.14,2.01,0.1,48.67,29.4
2004-04-27,18.78,0.7,0.42,8.19,0.41,58.35,3.86,0.1,48.33,2.44,0.1,49.77,31.2
2004-04-28,18.12,0.7,0.64,8.0,0.41,57.5,1.56,0.1,47.33,1.54,0.1,49.77,31.2
2004-04-29,15.69,0.7,0.8,4.28,0.41,56.01,1.17,0.1,46.53,2.01,0.1,50.33,31.1
2004-04-30,12.09,0.7,0.91,5.53,0.4,54.01,2.55,0.1,46.33,3.33,0.1,51.99,31.4
2004-05-01,12.27,0.7,10.02,6.1,0.4,52.14,2.78,0.1,46.13,2.96,0.1,53.1,31.5
2004-05-02,12.44,0.7,10.12,4.73,0.39,50.49,1.12,0.1,45.53,1.29,0.1,54.22,29.8
2004-05-03,12.62,0.7,10.23,4.54,0.39,48.55,1.09,0.1,45.13,1.75,0.1,54.78,30.7
2004-05-04,14.63,0.7,10.12,2.09,0.39,47.94,1.59,0.1,45.13,1.4,0.1,53.66,31.8
2004-05-05,17.75,0.7,10.02,2.49,1.29,47.54,2.92,0.1,45.33,3.24,0.1,55.34,31.2
2004-05-06,17.44,0.7,0.91,5.29,1.4,47.44,7.69,0.0,46.13,1.76,0.0,53.1,31.2
2004-05-07,28.76,0.7,0.96,6.08,1.4,47.44,5.87,0.1,46.53,9.45,0.1,53.66,30.0
2004-05-08,32.69,0.7,10.07,8.33,0.55,47.84,8.21,0.1,47.13,5.53,0.1,60.39,29.7
2004-05-09,25.3,0.7,10.07,4.85,0.41,47.84,8.23,0.1,47.73,3.14,0.1,64.92,29.3
2004-05-10,25.3,0.7,10.07,4.04,0.41,47.74,3.66,0.1,47.93,2.63,0.1,68.91,29.3
2004-05-11,21.52,0.7,10.02,2.4,0.41,47.44,1.39,0.1,47.93,1.72,0.1,70.62,30.4
2004-05-12,17.44,0.7,0.91,1.83,0.4,47.03,4.67,0.1,48.53,1.5,0.1,66.62,31.5
2004-05-13,12.57,0.7,0.69,3.17,0.4,47.13,1.88,0.1,48.94,2.23,0.1,63.78,30.7
2004-05-14,13.05,0.7,0.47,2.73,0.4,47.23,1.9,0.1,49.34,9.91,0.1,59.82,30.4
2004-05-15,16.36,0.7,0.31,2.4,0.4,47.23,4.27,0.1,49.94,3.06,0.1,58.14,30.6
2004-05-16,31.23,0.7,0.36,5.82,0.41,47.64,6.6,0.1,50.75,2.02,0.1,57.02,29.1
2004-05-17,23.71,0.7,0.31,6.72,0.41,48.14,1.94,0.1,51.16,3.46,0.1,57.02,29.6
2004-05-18,23.55,0.7,0.26,3.71,0.41,48.25,4.25,0.1,51.76,3.87,0.1,53.66,33.0
2004-05-19,23.41,0.7,0.2,3.47,0.41,48.45,3.16,0.1,52.17,3.2,0.1,53.1,29.9
2004-05-20,15.59,0.7,0.03,3.41,0.41,48.45,1.96,0.1,52.57,2.29,0.1,51.44,30.0
2004-05-21,15.14,0.7,8.88,3.58,0.93,48.35,2.29,0.1,52.78,1.74,0.1,54.78,27.7
2004-05-22,22.33,0.7,8.82,5.16,1.41,48.35,7.12,0.1,53.38,3.63,0.1,57.58,30.2
2004-05-23,22.17,0.7,8.27,6.15,1.41,48.45,2.47,0.1,53.59,2.59,0.1,62.65,27.2
2004-05-24,22.02,0.7,8.22,4.68,1.41,48.35,2.48,0.1,53.79,2.11,0.1,66.62,27.7
2004-05-25,21.86,0.7,8.66,6.82,0.96,48.55,7.63,0.1,54.6,5.0,0.1,70.05,29.2
2004-05-26,33.08,0.7,8.27,9.62,0.45,49.16,14.32,0.1,56.64,13.26,0.1,74.08,29.6
2004-05-27,34.23,0.5,0.2,14.22,0.41,51.0,16.49,0.1,57.66,6.55,0.1,56.46,29.4
2004-05-28,36.13,0.5,0.69,8.79,0.41,52.14,2.79,0.1,55.83,4.85,0.1,55.9,30.2
2004-05-29,17.76,0.5,0.91,6.82,0.42,53.08,2.74,0.1,53.99,4.86,0.1,55.9,29.6
2004-05-30,18.07,0.5,10.12,5.74,0.42,53.91,2.68,0.1,52.17,3.38,0.1,57.02,27.0
2004-05-31,26.02,0.5,10.45,7.93,0.42,55.06,4.95,0.1,50.55,4.98,0.1,60.95,26.0
2004-06-01,38.09,0.5,10.94,12.43,0.42,56.86,10.44,0.1,49.74,6.83,0.1,60.95,27.5
2004-06-02,38.95,0.5,11.44,10.98,0.42,58.57,4.43,0.1,48.53,3.86,0.1,50.33,32.5
2004-06-03,32.47,0.5,11.88,12.17,0.43,60.08,7.68,0.1,47.13,5.33,0.1,53.66,27.2
2004-06-04,47.64,0.5,12.54,22.93,0.43,61.27,15.77,0.1,47.73,10.83,0.1,63.21,25.2
2004-06-05,48.64,0.5,13.21,20.07,0.43,61.7,11.66,0.1,48.74,10.69,0.1,64.92,27.2
2004-06-06,34.64,0.5,13.65,12.46,0.43,61.27,7.1,0.1,49.34,7.16,0.1,58.7,30.7
2004-06-07,26.89,0.5,13.99,10.17,0.43,60.62,4.86,0.1,49.74,5.77,0.1,54.22,27.8
2004-06-08,28.87,0.5,14.38,8.64,0.43,59.54,2.36,0.1,49.34,1.69,0.1,50.88,29.4
2004-06-09,24.7,0.5,14.22,7.23,0.43,58.25,2.34,0.1,48.74,3.19,0.1,53.66,27.7
2004-06-10,13.08,0.5,14.89,7.14,0.43,56.97,4.72,0.1,48.33,5.52,0.1,59.82,27.0
2004-06-11,17.16,0.5,15.11,5.84,0.42,55.7,1.26,0.1,47.53,4.61,0.1,64.35,27.5
2004-06-12,21.37,0.5,15.4,7.21,0.42,54.64,1.31,0.1,46.73,5.42,0.1,70.05,27.2
2004-06-13,29.62,0.5,15.29,8.74,0.42,53.7,8.34,0.1,47.13,8.79,0.1,70.05,29.8
2004-06-14,22.21,0.5,16.08,8.3,0.42,52.76,5.17,0.1,47.33,3.73,0.1,68.91,24.8
2004-06-15,18.58,0.5,16.3,7.16,0.42,51.73,5.27,0.1,47.53,3.82,0.1,62.65,29.4
2004-06-16,22.91,0.5,16.59,5.38,0.41,50.9,1.19,0.1,47.13,4.6,0.1,58.7,27.9
2004-06-17,19.29,0.5,16.81,7.44,0.41,50.08,1.62,0.1,46.53,5.02,0.1,59.26,29.4
2004-06-18,20.82,0.5,16.99,7.32,0.4,49.88,1.13,0.1,45.93,4.57,0.1,58.7,29.9
2004-06-19,18.85,0.5,17.1,5.43,0.41,49.67,3.31,0.1,45.53,4.45,0.1,55.34,32.2
2004-06-20,19.09,0.5,17.21,5.05,0.41,49.47,1.14,0.1,44.93,3.93,0.1,55.9,28.2
2004-06-21,15.36,0.5,17.27,5.76,0.41,49.36,3.28,0.1,44.53,2.44,0.1,60.39,23.2
2004-06-22,16.29,0.5,17.27,3.79,0.41,49.36,1.13,0.1,44.13,4.44,0.1,57.02,32.1
2004-06-23,13.79,0.68,17.21,5.33,0.41,49.36,2.87,0.1,44.13,2.34,0.1,55.9,28.0
2004-06-24,13.68,0.7,17.16,4.96,0.41,49.36,1.08,0.1,43.93,3.71,0.1,57.58,26.9
2004-06-25,17.51,0.7,17.16,4.68,0.41,49.36,3.78,0.1,43.93,3.53,0.1,58.7,27.2
2004-06-26,17.51,0.7,17.16,5.0,0.41,49.36,1.17,0.1,43.73,4.88,0.1,55.34,32.5
2004-06-27,17.51,0.7,17.16,4.79,0.41,49.26,2.84,0.1,43.73,4.75,0.1,56.46,28.4
2004-06-28,13.55,0.7,17.1,3.46,0.41,49.06,1.07,0.1,43.53,3.36,0.1,56.46,28.0
2004-06-29,18.49,0.7,17.03,3.23,0.41,49.16,1.07,0.1,43.53,3.86,0.1,57.02,28.0
2004-06-30,19.67,0.7,16.99,2.42,0.41,49.26,3.0,0.1,43.73,3.19,0.1,54.78,29.8
2004-07-01,15.01,0.7,16.87,3.14,0.41,49.36,3.0,0.1,43.93,3.95,0.1,54.22,29.1
2004-07-02,11.18,0.7,16.2,2.64,0.41,49.47,1.1,0.1,43.93,5.64,0.1,54.22,29.7
2004-07-03,14.69,0.7,16.59,1.87,0.41,49.36,3.0,0.1,44.13,9.98,0.1,51.44,28.1
2004-07-04,14.4,0.7,16.47,1.75,0.41,49.26,1.12,0.1,44.13,3.64,0.1,50.88,28.8
2004-07-05,18.2,0.7,16.42,2.28,0.41,49.16,3.05,0.1,44.33,2.42,0.1,50.33,27.6
2004-07-06,20.31,0.7,16.36,1.5,0.41,49.26,1.06,0.1,44.33,1.66,0.1,48.11,28.3
2004-07-07,11.22,0.7,16.13,2.05,0.41,49.47,1.06,0.1,44.33,3.62,0.1,54.22,25.4
2004-07-08,12.2,0.7,15.9,2.83,0.41,49.67,2.39,0.1,44.53,1.69,0.1,53.1,30.6
2004-07-09,15.68,0.7,15.24,4.16,0.41,49.98,4.65,0.1,44.93,2.6,0.1,57.58,26.6
2004-07-10,19.15,0.7,15.62,2.69,0.41,50.29,1.0,0.1,45.13,5.74,0.1,65.48,23.4
2004-07-11,30.92,0.7,15.68,8.05,0.41,51.0,8.07,0.1,46.53,6.42,0.1,64.92,26.9
2004-07-12,28.7,0.55,15.29,8.05,0.41,51.93,5.56,0.1,47.33,4.32,0.1,63.78,22.0
2004-07-13,15.85,0.5,15.29,6.78,0.42,52.76,4.74,0.1,47.73,3.91,0.1,50.88,30.3
2004-07-14,15.85,0.5,15.29,7.08,0.42,53.7,3.28,0.1,46.93,2.26,0.1,50.88,29.1
2004-07-15,11.92,0.5,15.24,3.0,0.42,54.33,1.27,0.1,45.73,2.77,0.1,51.99,29.6
2004-07-16,11.79,0.5,15.68,4.95,0.42,54.01,1.1,0.1,45.33,3.65,0.1,51.99,31.4
2004-07-17,15.59,0.5,15.68,4.01,0.42,52.97,4.9,0.1,45.93,7.44,0.1,56.46,28.3
2004-07-18,11.67,0.5,15.62,5.57,0.42,52.14,1.82,0.1,47.53,1.87,0.1,55.9,12.4
2004-07-19,15.46,0.5,15.62,7.26,0.41,51.52,1.76,0.1,47.93,3.16,0.1,52.55,29.8
2004-07-20,51.5,0.5,16.25,18.0,0.42,52.76,23.69,0.1,49.74,13.01,0.1,63.21,21.7
2004-07-21,44.81,0.5,16.87,15.66,0.42,54.64,14.47,0.1,49.94,5.69,0.1,53.66,27.2
2004-07-22,37.59,0.5,17.39,10.21,0.42,55.91,5.44,0.1,48.33,4.07,0.1,55.9,27.0
2004-07-23,18.18,0.5,17.62,9.92,0.42,57.18,5.36,0.1,46.73,3.67,0.1,62.08,23.0
2004-07-24,18.47,0.5,17.84,8.95,0.43,56.33,2.97,0.1,46.33,3.89,0.1,60.95,29.6
2004-07-25,18.76,0.5,18.07,6.3,0.42,54.85,1.27,0.1,46.13,2.26,0.1,62.65,24.1
2004-07-26,15.08,0.5,18.25,5.95,0.42,53.39,4.99,0.1,46.53,2.32,0.1,59.26,25.3
2004-07-27,11.25,0.5,18.36,5.75,0.42,51.93,2.85,0.1,46.73,3.16,0.1,53.1,28.6
2004-07-28,11.39,0.5,18.48,7.19,0.41,50.7,3.0,0.1,46.93,0.84,0.1,49.77,23.8
2004-07-29,15.63,0.5,18.65,6.08,0.41,49.36,4.56,0.1,46.73,3.59,0.1,47.56,31.6
2004-07-30,11.8,0.5,18.27,5.6,0.41,48.04,1.18,0.1,46.13,2.91,0.1,51.99,25.9
2004-07-31,18.03,0.5,18.21,2.95,0.41,47.94,2.17,0.1,46.13,3.64,0.1,51.99,29.9
2004-08-01,16.33,0.5,18.59,1.05,0.41,48.04,1.09,0.1,45.93,3.68,0.1,55.9,27.1
2004-08-02,16.03,0.5,18.48,2.92,0.41,48.04,1.02,0.1,45.93,2.89,0.1,62.08,24.3
2004-08-03,11.74,0.5,18.31,3.99,0.41,48.14,1.04,0.1,45.93,3.56,0.1,60.95,31.4
2004-08-04,15.29,0.5,18.19,3.27,0.86,48.04,1.04,0.1,45.93,2.05,0.1,64.92,25.4
2004-08-05,15.01,0.5,18.07,3.66,0.92,47.94,3.09,0.1,46.33,3.97,0.1,63.21,29.8
2004-08-06,17.08,0.5,17.96,2.72,0.92,48.04,0.98,0.1,46.53,1.4,0.1,58.7,29.4
2004-08-07,9.01,0.5,17.23,1.94,0.34,48.04,2.8,0.1,46.93,3.99,0.1,57.02,29.5
2004-08-08,16.53,0.5,17.62,1.42,1.41,47.84,9.95,0.1,47.13,2.97,0.1,54.78,29.0
2004-08-09,16.23,0.5,17.5,1.71,1.4,47.64,0.98,0.1,47.33,3.61,0.1,56.46,26.2
2004-08-10,13.91,0.5,17.33,1.66,1.4,47.64,1.02,0.1,47.53,3.03,0.1,54.78,28.6
2004-08-11,10.16,0.5,17.1,1.86,1.4,47.64,2.94,0.1,47.93,4.14,0.1,52.55,30.2
2004-08-12,9.56,0.5,16.87,3.3,1.4,47.74,2.95,0.1,48.33,3.2,0.1,50.88,28.8
2004-08-13,8.97,0.5,16.64,2.71,1.4,47.74,1.09,0.1,48.33,4.03,0.1,49.77,31.5
2004-08-14,11.9,0.81,16.47,1.05,1.22,47.54,1.04,0.1,48.13,3.54,0.1,51.44,29.1
2004-08-15,16.49,1.0,16.36,2.86,1.9,47.34,1.27,0.1,48.13,1.92,0.1,54.78,26.0
2004-08-16,6.69,1.0,16.13,1.09,1.9,46.93,1.06,0.1,47.93,2.55,0.1,57.58,27.1
2004-08-17,11.08,1.0,15.9,3.57,1.9,47.13,1.31,0.1,47.93,2.99,0.1,58.7,29.0
2004-08-18,11.75,1.0,15.68,1.7,1.9,47.44,1.04,0.1,47.73,4.28,0.5,60.95,28.9
2004-08-19,15.22,1.0,15.51,2.68,1.9,47.54,1.22,0.1,47.73,3.05,0.24,62.08,28.4
2004-08-20,10.7,1.0,15.28,2.5,1.9,47.54,1.22,0.1,47.73,4.44,1.13,63.21,29.4
2004-08-21,10.1,1.0,15.06,3.12,1.9,47.54,1.64,0.1,47.93,4.04,1.13,60.95,30.1
2004-08-22,13.57,1.0,14.89,2.28,1.9,47.44,1.03,0.1,48.13,4.27,1.0,54.78,32.8
