"data","manancial","volume","pluviometria","pluviometriaacmes","mediames"
"2010-10-20","sistemaCotia","75.7","0.0","25.0","122.4"
"2010-10-20","sistemaRioGrande","91.2","0.0","39.0","138.1"
"2010-10-20","sistemaRioClaro","102.3","0.3","169.5","179.1"
"2010-10-21","sistemaCantareira","79.2","0.0","47.2","132.8"
"2010-10-21","sistemaAltoTiete","62.9","0.0","45.1","114.9"
"2010-10-21","sistemaGuarapiranga","70.0","0.0","29.2","117.8"
"2010-10-21","sistemaCotia","75.1","0.0","25.0","122.4"
"2010-10-21","sistemaRioGrande","91.2","0.0","39.0","138.1"
"2010-10-21","sistemaRioClaro","102.0","0.0","169.5","179.1"
"2010-10-22","sistemaCantareira","79.0","0.0","47.2","132.8"
"2010-10-22","sistemaAltoTiete","62.8","0.0","45.1","114.9"
"2010-10-22","sistemaGuarapiranga","69.7","0.0","29.2","117.8"
"2010-10-22","sistemaCotia","74.7","0.0","25.0","122.4"
"2010-10-22","sistemaRioGrande","91.1","0.0","39.0","138.1"
"2010-10-22","sistemaRioClaro","101.9","0.0","169.5","179.1"
"2010-10-23","sistemaCantareira","78.8","0.0","47.2","132.8"
"2010-10-23","sistemaAltoTiete","62.6","0.0","45.1","114.9"
"2010-10-23","sistemaGuarapiranga","69.6","0.2","29.4","117.8"
"2010-10-23","sistemaCotia","74.3","0.0","25.0","122.4"
"2010-10-23","sistemaRioGrande","91.1","0.0","39.0","138.1"
"2010-10-23","sistemaRioClaro","101.9","0.0","169.5","179.1"
"2010-10-24","sistemaCantareira","78.5","4.3","51.5","132.8"
"2010-10-24","sistemaAltoTiete","62.5","2.1","47.2","114.9"
"2010-10-24","sistemaGuarapiranga","69.6","0.2","29.6","117.8"
"2010-10-24","sistemaCotia","74.0","0.2","25.2","122.4"
"2010-10-24","sistemaRioGrande","90.9","0.8","39.8","138.1"
"2010-10-24","sistemaRioClaro","101.9","8.8","178.3","179.1"
"2010-10-25","sistemaCantareira","78.3","0.0","51.5","132.8"
"2010-10-25","sistemaAltoTiete","62.4","0.3","47.5","114.9"
"2010-10-25","sistemaGuarapiranga","69.3","0.0","29.6","117.8"
"2010-10-25","sistemaCotia","73.6","0.2","25.4","122.4"
"2010-10-25","sistemaRioGrande","90.9","0.5","40.3","138.1"
"2010-10-25","sistemaRioClaro","101.9","2.8","181.1","179.1"
"2010-10-26","sistemaCantareira","78.1","18.5","70.0","132.8"
"2010-10-26","sistemaAltoTiete","62.4","25.2","72.7","114.9"
"2010-10-26","sistemaGuarapiranga","69.6","22.8","52.4","117.8"
"2010-10-26","sistemaCotia","73.2","15.0","40.4","122.4"
"2010-10-26","sistemaRioGrande","91.2","15.0","55.3","138.1"
"2010-10-26","sistemaRioClaro","102.0","12.0","193.1","179.1"
"2010-10-27","sistemaCantareira","77.8","0.0","70.0","132.8"
"2010-10-27","sistemaAltoTiete","62.3","0.0","72.7","114.9"
"2010-10-27","sistemaGuarapiranga","69.3","0.2","52.6","117.8"
"2010-10-27","sistemaCotia","72.8","0.4","40.8","122.4"
"2010-10-27","sistemaRioGrande","91.2","2.0","57.3","138.1"
"2010-10-27","sistemaRioClaro","103.4","20.3","213.4","179.1"
"2010-10-28","sistemaCantareira","77.6","0.0","70.0","132.8"
"2010-10-28","sistemaAltoTiete","62.2","0.1","72.8","114.9"
"2010-10-28","sistemaGuarapiranga","69.1","0.0","52.6","117.8"
"2010-10-28","sistemaCotia","72.3","0.0","40.8","122.4"
"2010-10-28","sistemaRioGrande","91.7","0.0","57.3","138.1"
"2010-10-28","sistemaRioClaro","102.3","0.0","213.4","179.1"
"2010-10-29","sistemaCantareira","77.4","0.0","70.0","132.8"
"2010-10-29","sistemaAltoTiete","62.0","0.2","72.9","114.9"
"2010-10-29","sistemaGuarapiranga","68.8","0.0","52.6","117.8"
"2010-10-29","sistemaCotia","71.7","0.0","40.8","122.4"
"2010-10-29","sistemaRioGrande","91.6","0.0","57.3","138.1"
"2010-10-29","sistemaRioClaro","101.9","0.0","213.4","179.1"
"2010-10-30","sistemaCantareira","77.1","0.0","70.0","132.8"
"2010-10-30","sistemaAltoTiete","61.7","0.0","73.0","114.9"
"2010-10-30","sistemaGuarapiranga","68.4","0.0","52.6","117.8"
"2010-10-30","sistemaCotia","71.1","0.0","40.8","122.4"
"2010-10-30","sistemaRioGrande","91.2","0.0","57.3","138.1"
"2010-10-30","sistemaRioClaro","101.9","0.0","213.4","179.1"
"2010-10-31","sistemaCantareira","77.0","21.4","91.4","132.8"
"2010-10-31","sistemaAltoTiete","61.6","8.0","81.0","114.9"
"2010-10-31","sistemaGuarapiranga","68.1","7.4","60.0","117.8"
"2010-10-31","sistemaCotia","71.0","14.4","55.2","122.4"
"2010-10-31","sistemaRioGrande","91.1","5.0","62.3","138.1"
"2010-10-31","sistemaRioClaro","101.9","14.8","228.2","179.1"
"2010-11-1","sistemaCantareira","76.9","0.3","0.3","161.8"
"2010-11-1","sistemaAltoTiete","61.5","0.1","0.1","130.3"
"2010-11-1","sistemaGuarapiranga","67.9","0.0","0.0","123.4"
"2010-11-1","sistemaCotia","70.6","0.0","0.0","133.9"
"2010-11-1","sistemaRioGrande","91.1","0.0","0.0","143.1"
"2010-11-1","sistemaRioClaro","101.7","1.0","1.0","204.0"
"2010-11-2","sistemaCantareira","76.7","0.2","0.5","161.8"
"2010-11-2","sistemaAltoTiete","61.3","0.0","0.2","130.3"
"2010-11-2","sistemaGuarapiranga","67.8","0.0","0.0","123.4"
"2010-11-2","sistemaCotia","70.2","0.0","0.0","133.9"
"2010-11-2","sistemaRioGrande","90.9","0.5","0.5","143.1"
"2010-11-2","sistemaRioClaro","101.7","1.2","2.2","204.0"
"2010-11-3","sistemaCantareira","76.5","0.0","0.5","161.8"
"2010-11-3","sistemaAltoTiete","61.0","0.0","0.2","130.3"
"2010-11-3","sistemaGuarapiranga","67.5","0.0","0.0","123.4"
"2010-11-3","sistemaCotia","69.8","0.0","0.0","133.9"
"2010-11-3","sistemaRioGrande","90.8","0.0","0.5","143.1"
"2010-11-3","sistemaRioClaro","101.4","0.0","2.2","204.0"
"2010-11-4","sistemaCantareira","76.2","0.0","0.5","161.8"
"2010-11-4","sistemaAltoTiete","60.8","0.1","0.3","130.3"
"2010-11-4","sistemaGuarapiranga","67.2","0.0","0.0","123.4"
"2010-11-4","sistemaCotia","69.7","0.0","0.0","133.9"
"2010-11-4","sistemaRioGrande","90.6","0.0","0.5","143.1"
"2010-11-4","sistemaRioClaro","101.2","0.0","2.2","204.0"
"2010-11-5","sistemaCantareira","76.0","0.0","0.5","161.8"
"2010-11-5","sistemaAltoTiete","60.6","0.1","0.4","130.3"
"2010-11-5","sistemaGuarapiranga","66.9","0.0","0.0","123.4"
"2010-11-5","sistemaCotia","69.5","0.0","0.0","133.9"
"2010-11-5","sistemaRioGrande","90.6","6.8","7.3","143.1"
"2010-11-5","sistemaRioClaro","100.6","0.0","2.2","204.0"
"2010-11-6","sistemaCantareira","75.8","10.6","11.0","161.8"
"2010-11-6","sistemaAltoTiete","60.4","5.0","5.4","130.3"
"2010-11-6","sistemaGuarapiranga","66.8","17.2","17.2","123.4"
"2010-11-6","sistemaCotia","69.5","7.4","7.4","133.9"
"2010-11-6","sistemaRioGrande","91.1","15.5","22.8","143.1"
"2010-11-6","sistemaRioClaro","100.6","3.7","5.9","204.0"
"2010-11-7","sistemaCantareira","75.7","6.5","17.5","161.8"
"2010-11-7","sistemaAltoTiete","60.5","7.3","12.7","130.3"
"2010-11-7","sistemaGuarapiranga","66.8","2.6","19.8","123.4"
"2010-11-7","sistemaCotia","69.1","3.4","10.8","133.9"
"2010-11-7","sistemaRioGrande","91.4","6.8","29.6","143.1"
"2010-11-7","sistemaRioClaro","101.3","25.5","31.4","204.0"
"2010-11-8","sistemaCantareira","75.5","0.0","17.5","161.8"
"2010-11-8","sistemaAltoTiete","60.3","0.0","12.7","130.3"
"2010-11-8","sistemaGuarapiranga","66.6","0.0","19.8","123.4"
"2010-11-8","sistemaCotia","68.6","0.0","10.8","133.9"
"2010-11-8","sistemaRioGrande","91.2","0.0","29.6","143.1"
"2010-11-8","sistemaRioClaro","101.4","0.0","31.4","204.0"
"2010-11-9","sistemaCantareira","75.3","0.1","17.6","161.8"
"2010-11-9","sistemaAltoTiete","60.1","0.0","12.7","130.3"
"2010-11-9","sistemaGuarapiranga","66.3","0.0","19.8","123.4"
"2010-11-9","sistemaCotia","68.2","0.0","10.8","133.9"
"2010-11-9","sistemaRioGrande","91.1","0.0","29.6","143.1"
"2010-11-9","sistemaRioClaro","101.2","0.0","31.4","204.0"
"2010-11-10","sistemaCantareira","75.1","17.2","34.8","161.8"
"2010-11-10","sistemaAltoTiete","60.0","1.3","14.1","130.3"
"2010-11-10","sistemaGuarapiranga","66.2","7.4","27.2","123.4"
"2010-11-10","sistemaCotia","67.8","2.6","13.4","133.9"
"2010-11-10","sistemaRioGrande","91.4","7.0","36.6","143.1"
"2010-11-10","sistemaRioClaro","100.7","0.8","32.2","204.0"
"2010-11-11","sistemaCantareira","74.9","0.2","35.0","161.8"
"2010-11-11","sistemaAltoTiete","59.9","3.0","17.1","130.3"
"2010-11-11","sistemaGuarapiranga","66.3","1.0","28.2","123.4"
"2010-11-11","sistemaCotia","67.3","1.2","14.6","133.9"
"2010-11-11","sistemaRioGrande","91.7","6.2","42.8","143.1"
"2010-11-11","sistemaRioClaro","104.5","42.2","74.4","204.0"
"2010-11-12","sistemaCantareira","74.7","0.0","35.0","161.8"
"2010-11-12","sistemaAltoTiete","59.9","0.1","17.1","130.3"
"2010-11-12","sistemaGuarapiranga","65.9","0.0","28.2","123.4"
"2010-11-12","sistemaCotia","66.6","0.8","15.4","133.9"
"2010-11-12","sistemaRioGrande","92.5","1.2","44.0","143.1"
"2010-11-12","sistemaRioClaro","102.6","2.4","76.8","204.0"
"2010-11-13","sistemaCantareira","74.5","3.8","38.8","161.8"
"2010-11-13","sistemaAltoTiete","59.8","0.7","17.8","130.3"
"2010-11-13","sistemaGuarapiranga","65.8","0.0","28.2","123.4"
"2010-11-13","sistemaCotia","66.4","0.6","16.0","133.9"
"2010-11-13","sistemaRioGrande","92.7","0.5","44.5","143.1"
"2010-11-13","sistemaRioClaro","102.3","0.9","77.7","204.0"
"2010-11-14","sistemaCantareira","74.3","0.2","39.0","161.8"
"2010-11-14","sistemaAltoTiete","59.6","0.0","17.8","130.3"
"2010-11-14","sistemaGuarapiranga","65.6","0.0","28.2","123.4"
"2010-11-14","sistemaCotia","66.2","0.0","16.0","133.9"
"2010-11-14","sistemaRioGrande","92.7","1.0","45.5","143.1"
"2010-11-14","sistemaRioClaro","102.0","0.6","78.3","204.0"
"2010-11-15","sistemaCantareira","74.0","0.0","39.0","161.8"
"2010-11-15","sistemaAltoTiete","59.4","0.1","17.9","130.3"
"2010-11-15","sistemaGuarapiranga","65.2","0.0","28.2","123.4"
"2010-11-15","sistemaCotia","65.9","0.0","16.0","133.9"
"2010-11-15","sistemaRioGrande","92.5","0.0","45.5","143.1"
"2010-11-15","sistemaRioClaro","102.0","0.0","78.3","204.0"
"2010-11-16","sistemaCantareira","73.8","8.4","47.4","161.8"
"2010-11-16","sistemaAltoTiete","59.3","7.3","25.3","130.3"
"2010-11-16","sistemaGuarapiranga","65.2","10.4","38.6","123.4"
"2010-11-16","sistemaCotia","65.9","6.2","22.2","133.9"
"2010-11-16","sistemaRioGrande","92.8","11.0","56.5","143.1"
"2010-11-16","sistemaRioClaro","101.6","0.0","78.3","204.0"
"2010-11-17","sistemaCantareira","74.1","32.9","80.4","161.8"
"2010-11-17","sistemaAltoTiete","59.6","30.1","55.4","130.3"
"2010-11-17","sistemaGuarapiranga","65.5","4.8","43.4","123.4"
"2010-11-17","sistemaCotia","65.9","0.8","23.0","133.9"
"2010-11-17","sistemaRioGrande","93.2","9.8","66.3","143.1"
"2010-11-17","sistemaRioClaro","102.3","39.9","118.2","204.0"
"2010-11-18","sistemaCantareira","74.2","19.3","99.6","161.8"
"2010-11-18","sistemaAltoTiete","59.9","2.2","57.6","130.3"
"2010-11-18","sistemaGuarapiranga","65.2","0.8","44.2","123.4"
"2010-11-18","sistemaCotia","65.7","0.0","23.0","133.9"
"2010-11-18","sistemaRioGrande","93.3","2.8","69.1","143.1"
"2010-11-18","sistemaRioClaro","102.0","2.8","121.0","204.0"
"2010-11-19","sistemaCantareira","74.2","0.0","99.6","161.8"
"2010-11-19","sistemaAltoTiete","59.8","0.1","57.7","130.3"
"2010-11-19","sistemaGuarapiranga","65.2","0.0","44.2","123.4"
"2010-11-19","sistemaCotia","65.3","0.0","23.0","133.9"
"2010-11-19","sistemaRioGrande","93.5","0.0","69.1","143.1"
"2010-11-19","sistemaRioClaro","102.0","1.4","122.4","204.0"
"2010-11-20","sistemaCantareira","74.1","0.0","99.6","161.8"
"2010-11-20","sistemaAltoTiete","59.6","0.1","57.8","130.3"
"2010-11-20","sistemaGuarapiranga","64.9","0.0","44.2","123.4"
"2010-11-20","sistemaCotia","64.8","1.8","24.8","133.9"
"2010-11-20","sistemaRioGrande","93.3","0.0","69.1","143.1"
"2010-11-20","sistemaRioClaro","101.9","0.0","122.4","204.0"
"2010-11-21","sistemaCantareira","73.9","0.0","99.6","161.8"
"2010-11-21","sistemaAltoTiete","59.5","0.0","57.8","130.3"
"2010-11-21","sistemaGuarapiranga","64.5","0.0","44.2","123.4"
"2010-11-21","sistemaCotia","64.3","0.0","24.8","133.9"
"2010-11-21","sistemaRioGrande","93.0","0.0","69.1","143.1"
"2010-11-21","sistemaRioClaro","101.9","0.3","122.7","204.0"
"2010-11-22","sistemaCantareira","73.6","2.2","101.9","161.8"
"2010-11-22","sistemaAltoTiete","59.3","0.0","57.8","130.3"
"2010-11-22","sistemaGuarapiranga","64.2","0.0","44.2","123.4"
"2010-11-22","sistemaCotia","63.9","0.0","24.8","133.9"
"2010-11-22","sistemaRioGrande","92.7","0.0","69.1","143.1"
"2010-11-22","sistemaRioClaro","101.7","0.0","122.7","204.0"
"2010-11-23","sistemaCantareira","73.6","14.7","116.6","161.8"
"2010-11-23","sistemaAltoTiete","59.1","1.4","59.3","130.3"
"2010-11-23","sistemaGuarapiranga","64.2","23.6","67.8","123.4"
"2010-11-23","sistemaCotia","64.3","22.0","46.8","133.9"
"2010-11-23","sistemaRioGrande","93.3","16.0","85.1","143.1"
"2010-11-23","sistemaRioClaro","101.4","2.8","125.5","204.0"
"2010-11-24","sistemaCantareira","73.4","1.4","118.0","161.8"
"2010-11-24","sistemaAltoTiete","58.9","1.5","60.7","130.3"
"2010-11-24","sistemaGuarapiranga","64.3","1.6","69.4","123.4"
"2010-11-24","sistemaCotia","64.3","1.4","48.2","133.9"
"2010-11-24","sistemaRioGrande","93.5","2.5","87.6","143.1"
"2010-11-24","sistemaRioClaro","103.1","20.2","145.7","204.0"
"2010-11-25","sistemaCantareira","73.3","1.8","119.7","161.8"
"2010-11-25","sistemaAltoTiete","58.8","0.0","60.7","130.3"
"2010-11-25","sistemaGuarapiranga","64.0","7.2","76.6","123.4"
"2010-11-25","sistemaCotia","64.3","2.0","50.2","133.9"
"2010-11-25","sistemaRioGrande","94.6","1.5","89.1","143.1"
"2010-11-25","sistemaRioClaro","102.2","0.5","146.2","204.0"
"2010-11-26","sistemaCantareira","73.2","17.1","136.8","161.8"
"2010-11-26","sistemaAltoTiete","58.8","10.8","71.6","130.3"
"2010-11-26","sistemaGuarapiranga","64.5","12.2","88.8","123.4"
"2010-11-26","sistemaCotia","63.9","18.0","68.2","133.9"
"2010-11-26","sistemaRioGrande","95.0","8.0","97.1","143.1"
"2010-11-26","sistemaRioClaro","102.6","15.0","161.2","204.0"
"2010-11-27","sistemaCantareira","73.1","0.2","137.0","161.8"
"2010-11-27","sistemaAltoTiete","58.8","0.0","71.6","130.3"
"2010-11-27","sistemaGuarapiranga","64.5","0.0","88.8","123.4"
"2010-11-27","sistemaCotia","63.9","0.2","68.4","133.9"
"2010-11-27","sistemaRioGrande","95.0","0.0","97.1","143.1"
"2010-11-27","sistemaRioClaro","102.2","0.1","161.3","204.0"
"2010-11-28","sistemaCantareira","72.9","0.0","137.0","161.8"
"2010-11-28","sistemaAltoTiete","58.6","0.0","71.6","130.3"
"2010-11-28","sistemaGuarapiranga","64.0","0.0","88.8","123.4"
"2010-11-28","sistemaCotia","63.7","0.0","68.4","133.9"
"2010-11-28","sistemaRioGrande","94.8","0.0","97.1","143.1"
"2010-11-28","sistemaRioClaro","102.0","0.0","161.3","204.0"
"2010-11-29","sistemaCantareira","72.8","0.0","137.0","161.8"
"2010-11-29","sistemaAltoTiete","58.4","0.0","71.6","130.3"
"2010-11-29","sistemaGuarapiranga","64.3","0.0","88.8","123.4"
"2010-11-29","sistemaCotia","63.6","0.0","68.4","133.9"
"2010-11-29","sistemaRioGrande","94.8","0.0","97.1","143.1"
"2010-11-29","sistemaRioClaro","101.9","0.1","161.4","204.0"
"2010-11-30","sistemaCantareira","72.7","18.7","155.7","161.8"
"2010-11-30","sistemaAltoTiete","58.3","8.5","80.1","130.3"
"2010-11-30","sistemaGuarapiranga","63.9","4.0","92.8","123.4"
"2010-11-30","sistemaCotia","63.6","0.0","68.4","133.9"
"2010-11-30","sistemaRioGrande","94.5","1.0","98.1","143.1"
"2010-11-30","sistemaRioClaro","101.7","3.4","164.8","204.0"
"2010-12-1","sistemaCantareira","72.4","3.2","3.2","222.5"
"2010-12-1","sistemaAltoTiete","58.8","33.4","33.4","187.5"
"2010-12-1","sistemaGuarapiranga","64.2","12.4","12.4","174.9"
"2010-12-1","sistemaCotia","63.7","8.6","8.6","176.2"
"2010-12-1","sistemaRioGrande","96.1","37.0","37.0","191.1"
"2010-12-1","sistemaRioClaro","102.2","34.5","34.5","258.6"
"2010-12-2","sistemaCantareira","72.3","1.5","4.7","222.5"
"2010-12-2","sistemaAltoTiete","59.2","0.7","34.1","187.5"
"2010-12-2","sistemaGuarapiranga","64.3","0.2","12.6","174.9"
"2010-12-2","sistemaCotia","63.4","0.0","8.6","176.2"
"2010-12-2","sistemaRioGrande","96.6","1.2","38.2","191.1"
"2010-12-2","sistemaRioClaro","102.0","0.8","35.3","258.6"
"2010-12-3","sistemaCantareira","72.1","3.9","8.6","222.5"
"2010-12-3","sistemaAltoTiete","59.5","6.6","40.6","187.5"
"2010-12-3","sistemaGuarapiranga","64.2","0.0","12.6","174.9"
"2010-12-3","sistemaCotia","63.1","0.0","8.6","176.2"
"2010-12-3","sistemaRioGrande","96.6","0.0","38.2","191.1"
"2010-12-3","sistemaRioClaro","102.0","5.1","40.4","258.6"
"2010-12-4","sistemaCantareira","72.0","7.2","15.8","222.5"
"2010-12-4","sistemaAltoTiete","60.3","38.7","79.3","187.5"
"2010-12-4","sistemaGuarapiranga","64.3","2.0","14.6","174.9"
"2010-12-4","sistemaCotia","62.5","2.0","10.6","176.2"
"2010-12-4","sistemaRioGrande","97.1","30.8","69.0","191.1"
"2010-12-4","sistemaRioClaro","102.2","11.1","51.5","258.6"
"2010-12-5","sistemaCantareira","71.9","2.3","18.1","222.5"
"2010-12-5","sistemaAltoTiete","60.5","7.2","86.5","187.5"
"2010-12-5","sistemaGuarapiranga","63.9","0.0","14.6","174.9"
"2010-12-5","sistemaCotia","62.2","0.0","10.6","176.2"
"2010-12-5","sistemaRioGrande","97.0","1.0","70.0","191.1"
"2010-12-5","sistemaRioClaro","102.2","10.8","62.3","258.6"
"2010-12-6","sistemaCantareira","72.3","31.1","49.2","222.5"
"2010-12-6","sistemaAltoTiete","61.0","34.9","121.4","187.5"
"2010-12-6","sistemaGuarapiranga","64.6","5.4","20.0","174.9"
"2010-12-6","sistemaCotia","61.8","12.0","22.6","176.2"
"2010-12-6","sistemaRioGrande","97.5","15.8","85.8","191.1"
"2010-12-6","sistemaRioClaro","102.6","18.4","80.7","258.6"
"2010-12-7","sistemaCantareira","72.6","0.0","49.2","222.5"
"2010-12-7","sistemaAltoTiete","61.2","0.6","122.0","187.5"
"2010-12-7","sistemaGuarapiranga","64.5","1.0","21.0","174.9"
"2010-12-7","sistemaCotia","61.8","1.8","24.4","176.2"
"2010-12-7","sistemaRioGrande","97.8","2.8","88.6","191.1"
"2010-12-7","sistemaRioClaro","102.3","1.1","81.8","258.6"
"2010-12-8","sistemaCantareira","72.6","0.0","49.2","222.5"
"2010-12-8","sistemaAltoTiete","61.3","0.1","122.1","187.5"
"2010-12-8","sistemaGuarapiranga","64.5","0.0","21.0","174.9"
"2010-12-8","sistemaCotia","61.7","3.2","27.6","176.2"
"2010-12-8","sistemaRioGrande","97.0","0.0","88.6","191.1"
"2010-12-8","sistemaRioClaro","102.2","0.8","82.6","258.6"
"2010-12-9","sistemaCantareira","72.6","4.2","53.3","222.5"
"2010-12-9","sistemaAltoTiete","61.4","6.1","128.2","187.5"
"2010-12-9","sistemaGuarapiranga","64.9","14.4","35.4","174.9"
"2010-12-9","sistemaCotia","61.7","13.4","41.0","176.2"
"2010-12-9","sistemaRioGrande","96.0","12.5","101.1","191.1"
"2010-12-9","sistemaRioClaro","102.0","0.0","82.6","258.6"
"2010-12-10","sistemaCantareira","72.5","0.1","53.4","222.5"
"2010-12-10","sistemaAltoTiete","61.4","0.3","128.4","187.5"
"2010-12-10","sistemaGuarapiranga","64.9","0.0","35.4","174.9"
"2010-12-10","sistemaCotia","61.7","0.0","41.0","176.2"
"2010-12-10","sistemaRioGrande","94.8","0.5","101.6","191.1"
"2010-12-10","sistemaRioClaro","102.3","17.0","99.6","258.6"
"2010-12-11","sistemaCantareira","72.3","0.0","53.4","222.5"
"2010-12-11","sistemaAltoTiete","61.3","0.1","128.5","187.5"
"2010-12-11","sistemaGuarapiranga","64.8","0.0","35.4","174.9"
"2010-12-11","sistemaCotia","61.5","0.0","41.0","176.2"
"2010-12-11","sistemaRioGrande","93.5","0.0","101.6","191.1"
"2010-12-11","sistemaRioClaro","102.2","0.2","99.8","258.6"
"2010-12-12","sistemaCantareira","72.3","6.1","59.4","222.5"
"2010-12-12","sistemaAltoTiete","61.3","13.7","142.2","187.5"
"2010-12-12","sistemaGuarapiranga","65.0","19.6","55.0","174.9"
"2010-12-12","sistemaCotia","61.3","3.6","44.6","176.2"
"2010-12-12","sistemaRioGrande","92.5","20.5","122.1","191.1"
"2010-12-12","sistemaRioClaro","101.9","2.8","102.6","258.6"
"2010-12-13","sistemaCantareira","72.4","26.9","86.3","222.5"
"2010-12-13","sistemaAltoTiete","61.5","16.8","159.0","187.5"
"2010-12-13","sistemaGuarapiranga","65.5","18.0","73.0","174.9"
"2010-12-13","sistemaCotia","61.8","31.0","75.6","176.2"
"2010-12-13","sistemaRioGrande","91.2","11.0","133.1","191.1"
"2010-12-13","sistemaRioClaro","102.2","11.8","114.4","258.6"
"2010-12-14","sistemaCantareira","72.4","16.3","102.6","222.5"
"2010-12-14","sistemaAltoTiete","62.0","26.7","185.7","187.5"
"2010-12-14","sistemaGuarapiranga","66.8","24.4","97.4","174.9"
"2010-12-14","sistemaCotia","63.9","38.0","113.6","176.2"
"2010-12-14","sistemaRioGrande","91.7","28.2","161.3","191.1"
"2010-12-14","sistemaRioClaro","102.5","24.0","138.4","258.6"
"2010-12-15","sistemaCantareira","72.5","8.6","111.2","222.5"
"2010-12-15","sistemaAltoTiete","62.7","8.6","194.3","187.5"
"2010-12-15","sistemaGuarapiranga","69.0","33.6","131.0","174.9"
"2010-12-15","sistemaCotia","65.5","30.8","144.4","176.2"
"2010-12-15","sistemaRioGrande","92.7","35.8","197.1","191.1"
"2010-12-15","sistemaRioClaro","102.9","20.0","158.4","258.6"
"2010-12-16","sistemaCantareira","72.4","1.1","112.2","222.5"
"2010-12-16","sistemaAltoTiete","63.2","1.3","195.6","187.5"
"2010-12-16","sistemaGuarapiranga","70.1","1.4","132.4","174.9"
"2010-12-16","sistemaCotia","67.5","30.0","174.4","176.2"
"2010-12-16","sistemaRioGrande","93.3","7.0","204.1","191.1"
"2010-12-16","sistemaRioClaro","103.5","32.2","190.6","258.6"
"2010-12-17","sistemaCantareira","72.9","29.2","141.4","222.5"
"2010-12-17","sistemaAltoTiete","64.1","25.9","221.5","187.5"
"2010-12-17","sistemaGuarapiranga","73.0","47.8","180.2","174.9"
"2010-12-17","sistemaCotia","68.6","18.6","193.0","176.2"
"2010-12-17","sistemaRioGrande","94.6","25.8","229.9","191.1"
"2010-12-17","sistemaRioClaro","102.8","16.2","206.8","258.6"
"2010-12-18","sistemaCantareira","72.9","0.8","142.2","222.5"
"2010-12-18","sistemaAltoTiete","65.0","17.9","239.3","187.5"
"2010-12-18","sistemaGuarapiranga","74.6","0.2","180.4","174.9"
"2010-12-18","sistemaCotia","69.3","6.6","199.6","176.2"
"2010-12-18","sistemaRioGrande","95.0","0.0","229.9","191.1"
"2010-12-18","sistemaRioClaro","102.3","6.9","213.7","258.6"
"2010-12-19","sistemaCantareira","73.0","2.6","144.8","222.5"
"2010-12-19","sistemaAltoTiete","65.6","1.4","240.8","187.5"
"2010-12-19","sistemaGuarapiranga","75.8","0.2","180.6","174.9"
"2010-12-19","sistemaCotia","69.8","2.6","202.2","176.2"
"2010-12-19","sistemaRioGrande","93.8","0.0","229.9","191.1"
"2010-12-19","sistemaRioClaro","102.2","2.8","216.5","258.6"
"2010-12-20","sistemaCantareira","73.0","4.9","149.8","222.5"
"2010-12-20","sistemaAltoTiete","65.8","0.0","240.8","187.5"
"2010-12-20","sistemaGuarapiranga","76.8","0.0","180.6","174.9"
"2010-12-20","sistemaCotia","70.4","0.0","202.2","176.2"
"2010-12-20","sistemaRioGrande","93.0","0.0","229.9","191.1"
"2010-12-20","sistemaRioClaro","102.2","0.0","216.5","258.6"
"2010-12-21","sistemaCantareira","73.0","3.5","153.3","222.5"
"2010-12-21","sistemaAltoTiete","66.1","7.4","248.1","187.5"
"2010-12-21","sistemaGuarapiranga","77.0","0.0","180.6","174.9"
"2010-12-21","sistemaCotia","71.0","0.0","202.2","176.2"
"2010-12-21","sistemaRioGrande","92.0","0.0","229.9","191.1"
"2010-12-21","sistemaRioClaro","102.2","5.8","222.3","258.6"
"2010-12-22","sistemaCantareira","73.0","1.7","155.0","222.5"
"2010-12-22","sistemaAltoTiete","66.2","2.0","250.1","187.5"
"2010-12-22","sistemaGuarapiranga","78.0","83.4","264.0","174.9"
"2010-12-22","sistemaCotia","72.1","20.0","222.2","176.2"
"2010-12-22","sistemaRioGrande","91.1","18.0","247.9","191.1"
"2010-12-22","sistemaRioClaro","102.0","0.5","222.8","258.6"
"2010-12-23","sistemaCantareira","73.2","21.8","176.7","222.5"
"2010-12-23","sistemaAltoTiete","66.3","9.5","259.6","187.5"
"2010-12-23","sistemaGuarapiranga","78.6","10.4","274.4","174.9"
"2010-12-23","sistemaCotia","72.8","11.0","233.2","176.2"
"2010-12-23","sistemaRioGrande","90.6","18.8","266.7","191.1"
"2010-12-23","sistemaRioClaro","102.0","1.5","224.3","258.6"
"2010-12-24","sistemaCantareira","73.3","1.9","178.6","222.5"
"2010-12-24","sistemaAltoTiete","66.5","10.8","270.5","187.5"
"2010-12-24","sistemaGuarapiranga","79.8","8.0","282.4","174.9"
"2010-12-24","sistemaCotia","73.6","10.0","243.2","176.2"
"2010-12-24","sistemaRioGrande","90.0","3.8","270.5","191.1"
"2010-12-24","sistemaRioClaro","102.0","9.0","233.3","258.6"
"2010-12-25","sistemaCantareira","73.3","0.0","178.6","222.5"
"2010-12-25","sistemaAltoTiete","66.6","0.1","270.5","187.5"
"2010-12-25","sistemaGuarapiranga","80.3","0.0","282.4","174.9"
"2010-12-25","sistemaCotia","73.8","0.0","243.2","176.2"
"2010-12-25","sistemaRioGrande","88.8","0.0","270.5","191.1"
"2010-12-25","sistemaRioClaro","102.0","2.8","236.1","258.6"
