"data","manancial","volume","pluviometria","pluviometriaacmes","mediames"
"2006-7-27","sistemaCotia","97.1","0.0","96.0","49.4"
"2006-7-27","sistemaRioGrande","85.4","0.0","67.5","50.6"
"2006-7-27","sistemaRioClaro","89.0","0.0","32.9","90.0"
"2006-7-28","sistemaCantareira","57.5","0.0","37.1","44.1"
"2006-7-28","sistemaAltoTiete","61.7","0.0","32.9","44.5"
"2006-7-28","sistemaGuarapiranga","71.8","0.0","82.0","38.5"
"2006-7-28","sistemaCotia","96.6","0.0","96.0","49.4"
"2006-7-28","sistemaRioGrande","85.2","0.0","67.5","50.6"
"2006-7-28","sistemaRioClaro","88.3","0.2","33.1","90.0"
"2006-7-29","sistemaCantareira","57.4","9.7","46.8","44.1"
"2006-7-29","sistemaAltoTiete","61.6","7.2","40.1","44.5"
"2006-7-29","sistemaGuarapiranga","71.9","8.3","90.3","38.5"
"2006-7-29","sistemaCotia","96.6","12.2","108.2","49.4"
"2006-7-29","sistemaRioGrande","84.9","5.6","73.1","50.6"
"2006-7-29","sistemaRioClaro","87.6","5.7","38.8","90.0"
"2006-7-30","sistemaCantareira","57.4","9.0","55.8","44.1"
"2006-7-30","sistemaAltoTiete","61.6","1.5","41.6","44.5"
"2006-7-30","sistemaGuarapiranga","71.6","0.0","90.3","38.5"
"2006-7-30","sistemaCotia","96.6","1.4","109.6","49.4"
"2006-7-30","sistemaRioGrande","84.9","12.5","85.6","50.6"
"2006-7-30","sistemaRioClaro","89.1","18.8","57.6","90.0"
"2006-7-31","sistemaCantareira","57.4","12.3","68.1","44.1"
"2006-7-31","sistemaAltoTiete","61.7","17.1","58.7","44.5"
"2006-7-31","sistemaGuarapiranga","71.5","9.2","99.5","38.5"
"2006-7-31","sistemaCotia","96.4","6.9","116.5","49.4"
"2006-7-31","sistemaRioGrande","85.1","41.5","127.1","50.6"
"2006-7-31","sistemaRioClaro","90.0","21.0","78.6","90.0"
"2006-8-1","sistemaCantareira","57.4","7.0","7.0","39.2"
"2006-8-1","sistemaAltoTiete","61.8","2.9","2.9","39.9"
"2006-8-1","sistemaGuarapiranga","71.6","8.2","8.2","41.8"
"2006-8-1","sistemaCotia","96.6","4.8","4.8","40.5"
"2006-8-1","sistemaRioGrande","85.9","31.5","31.5","50.6"
"2006-8-1","sistemaRioClaro","90.4","3.7","3.7","98.3"
"2006-8-2","sistemaCantareira","57.4","0.0","7.0","39.2"
"2006-8-2","sistemaAltoTiete","61.8","0.5","3.4","39.9"
"2006-8-2","sistemaGuarapiranga","71.6","0.0","8.2","41.8"
"2006-8-2","sistemaCotia","96.6","0.1","4.9","40.5"
"2006-8-2","sistemaRioGrande","85.9","4.6","36.1","50.6"
"2006-8-2","sistemaRioClaro","91.5","9.5","13.2","98.3"
"2006-8-3","sistemaCantareira","57.3","0.0","7.0","39.2"
"2006-8-3","sistemaAltoTiete","61.8","0.4","3.8","39.9"
"2006-8-3","sistemaGuarapiranga","71.6","0.0","8.2","41.8"
"2006-8-3","sistemaCotia","96.4","0.4","5.3","40.5"
"2006-8-3","sistemaRioGrande","86.2","4.6","40.7","50.6"
"2006-8-3","sistemaRioClaro","91.9","3.1","16.3","98.3"
"2006-8-4","sistemaCantareira","57.2","0.0","7.0","39.2"
"2006-8-4","sistemaAltoTiete","61.7","0.0","3.8","39.9"
"2006-8-4","sistemaGuarapiranga","71.5","0.0","8.2","41.8"
"2006-8-4","sistemaCotia","96.4","0.0","5.3","40.5"
"2006-8-4","sistemaRioGrande","86.2","0.7","41.4","50.6"
"2006-8-4","sistemaRioClaro","91.8","0.0","16.3","98.3"
"2006-8-5","sistemaCantareira","57.0","0.0","7.0","39.2"
"2006-8-5","sistemaAltoTiete","61.5","0.1","3.9","39.9"
"2006-8-5","sistemaGuarapiranga","71.3","0.0","8.2","41.8"
"2006-8-5","sistemaCotia","96.0","0.0","5.3","40.5"
"2006-8-5","sistemaRioGrande","85.9","0.0","41.4","50.6"
"2006-8-5","sistemaRioClaro","91.5","0.2","16.5","98.3"
"2006-8-6","sistemaCantareira","56.9","0.0","7.0","39.2"
"2006-8-6","sistemaAltoTiete","61.4","0.1","4.0","39.9"
"2006-8-6","sistemaGuarapiranga","71.3","0.0","8.2","41.8"
"2006-8-6","sistemaCotia","95.7","0.0","5.3","40.5"
"2006-8-6","sistemaRioGrande","85.6","0.0","41.4","50.6"
"2006-8-6","sistemaRioClaro","91.1","0.2","16.7","98.3"
"2006-8-7","sistemaCantareira","56.8","0.0","7.0","39.2"
"2006-8-7","sistemaAltoTiete","61.2","0.1","4.2","39.9"
"2006-8-7","sistemaGuarapiranga","71.2","0.0","8.2","41.8"
"2006-8-7","sistemaCotia","95.5","0.0","5.3","40.5"
"2006-8-7","sistemaRioGrande","85.4","0.0","41.4","50.6"
"2006-8-7","sistemaRioClaro","90.6","0.0","16.7","98.3"
"2006-8-8","sistemaCantareira","56.5","0.0","7.0","39.2"
"2006-8-8","sistemaAltoTiete","61.2","0.0","4.2","39.9"
"2006-8-8","sistemaGuarapiranga","71.0","0.0","8.2","41.8"
"2006-8-8","sistemaCotia","95.3","0.0","5.3","40.5"
"2006-8-8","sistemaRioGrande","84.9","0.0","41.4","50.6"
"2006-8-8","sistemaRioClaro","90.3","0.4","17.1","98.3"
"2006-8-9","sistemaCantareira","56.3","0.0","7.0","39.2"
"2006-8-9","sistemaAltoTiete","61.0","0.1","4.3","39.9"
"2006-8-9","sistemaGuarapiranga","70.9","0.0","8.2","41.8"
"2006-8-9","sistemaCotia","94.9","0.0","5.3","40.5"
"2006-8-9","sistemaRioGrande","84.9","0.0","41.4","50.6"
"2006-8-9","sistemaRioClaro","89.9","0.0","17.1","98.3"
"2006-8-10","sistemaCantareira","56.1","0.0","7.0","39.2"
"2006-8-10","sistemaAltoTiete","60.9","0.0","4.3","39.9"
"2006-8-10","sistemaGuarapiranga","70.6","0.0","8.2","41.8"
"2006-8-10","sistemaCotia","94.6","0.0","5.3","40.5"
"2006-8-10","sistemaRioGrande","84.6","0.0","41.4","50.6"
"2006-8-10","sistemaRioClaro","89.1","0.1","17.2","98.3"
"2006-8-11","sistemaCantareira","55.9","0.0","7.0","39.2"
"2006-8-11","sistemaAltoTiete","60.7","0.0","4.3","39.9"
"2006-8-11","sistemaGuarapiranga","70.3","0.0","8.2","41.8"
"2006-8-11","sistemaCotia","94.4","0.0","5.3","40.5"
"2006-8-11","sistemaRioGrande","84.5","0.0","41.4","50.6"
"2006-8-11","sistemaRioClaro","88.6","0.1","17.3","98.3"
"2006-8-12","sistemaCantareira","55.7","0.0","7.0","39.2"
"2006-8-12","sistemaAltoTiete","60.5","0.0","4.3","39.9"
"2006-8-12","sistemaGuarapiranga","70.1","0.0","8.2","41.8"
"2006-8-12","sistemaCotia","94.0","0.0","5.3","40.5"
"2006-8-12","sistemaRioGrande","84.0","0.0","41.4","50.6"
"2006-8-12","sistemaRioClaro","88.2","0.2","17.5","98.3"
"2006-8-13","sistemaCantareira","55.4","0.0","7.0","39.2"
"2006-8-13","sistemaAltoTiete","60.3","0.0","4.3","39.9"
"2006-8-13","sistemaGuarapiranga","69.9","0.0","8.2","41.8"
"2006-8-13","sistemaCotia","93.5","0.0","5.3","40.5"
"2006-8-13","sistemaRioGrande","83.9","0.0","41.4","50.6"
"2006-8-13","sistemaRioClaro","87.4","0.1","17.6","98.3"
"2006-8-14","sistemaCantareira","55.2","0.0","7.0","39.2"
"2006-8-14","sistemaAltoTiete","60.2","0.0","4.4","39.9"
"2006-8-14","sistemaGuarapiranga","69.6","0.0","8.2","41.8"
"2006-8-14","sistemaCotia","93.5","0.0","5.3","40.5"
"2006-8-14","sistemaRioGrande","83.9","0.0","41.4","50.6"
"2006-8-14","sistemaRioClaro","86.7","0.2","17.8","98.3"
"2006-8-15","sistemaCantareira","55.0","0.0","7.0","39.2"
"2006-8-15","sistemaAltoTiete","60.0","0.0","4.4","39.9"
"2006-8-15","sistemaGuarapiranga","69.4","0.0","8.2","41.8"
"2006-8-15","sistemaCotia","93.5","0.0","5.3","40.5"
"2006-8-15","sistemaRioGrande","83.4","0.0","41.4","50.6"
"2006-8-15","sistemaRioClaro","86.1","0.1","17.9","98.3"
"2006-8-16","sistemaCantareira","54.9","0.0","7.0","39.2"
"2006-8-16","sistemaAltoTiete","59.8","0.0","4.4","39.9"
"2006-8-16","sistemaGuarapiranga","69.1","0.0","8.2","41.8"
"2006-8-16","sistemaCotia","93.5","0.0","5.3","40.5"
"2006-8-16","sistemaRioGrande","83.1","0.0","41.4","50.6"
"2006-8-16","sistemaRioClaro","85.6","0.0","17.9","98.3"
"2006-8-17","sistemaCantareira","54.7","0.0","7.0","39.2"
"2006-8-17","sistemaAltoTiete","59.6","0.1","4.4","39.9"
"2006-8-17","sistemaGuarapiranga","68.8","0.0","8.2","41.8"
"2006-8-17","sistemaCotia","93.5","0.0","5.3","40.5"
"2006-8-17","sistemaRioGrande","82.6","0.0","41.4","50.6"
"2006-8-17","sistemaRioClaro","85.1","0.1","18.0","98.3"
"2006-8-18","sistemaCantareira","54.4","0.0","7.0","39.2"
"2006-8-18","sistemaAltoTiete","59.6","0.0","4.4","39.9"
"2006-8-18","sistemaGuarapiranga","68.4","0.0","8.2","41.8"
"2006-8-18","sistemaCotia","93.1","0.2","5.5","40.5"
"2006-8-18","sistemaRioGrande","82.9","6.1","47.5","50.6"
"2006-8-18","sistemaRioClaro","84.8","5.0","23.0","98.3"
"2006-8-19","sistemaCantareira","54.2","1.4","8.4","39.2"
"2006-8-19","sistemaAltoTiete","59.3","0.0","4.4","39.9"
"2006-8-19","sistemaGuarapiranga","68.2","0.0","8.2","41.8"
"2006-8-19","sistemaCotia","92.5","0.1","5.6","40.5"
"2006-8-19","sistemaRioGrande","82.6","0.0","47.5","50.6"
"2006-8-19","sistemaRioClaro","84.3","1.3","24.3","98.3"
"2006-8-20","sistemaCantareira","54.0","0.2","8.6","39.2"
"2006-8-20","sistemaAltoTiete","59.2","0.1","4.5","39.9"
"2006-8-20","sistemaGuarapiranga","67.9","0.0","8.2","41.8"
"2006-8-20","sistemaCotia","92.0","0.2","5.8","40.5"
"2006-8-20","sistemaRioGrande","82.5","0.0","47.5","50.6"
"2006-8-20","sistemaRioClaro","84.3","3.3","27.6","98.3"
"2006-8-21","sistemaCantareira","53.8","0.0","8.6","39.2"
"2006-8-21","sistemaAltoTiete","59.0","0.5","5.0","39.9"
"2006-8-21","sistemaGuarapiranga","67.7","0.0","8.2","41.8"
"2006-8-21","sistemaCotia","91.8","0.0","5.8","40.5"
"2006-8-21","sistemaRioGrande","82.5","0.0","47.5","50.6"
"2006-8-21","sistemaRioClaro","83.8","1.0","28.6","98.3"
"2006-8-22","sistemaCantareira","53.6","0.0","8.6","39.2"
"2006-8-22","sistemaAltoTiete","58.9","0.0","5.0","39.9"
"2006-8-22","sistemaGuarapiranga","67.4","0.0","8.2","41.8"
"2006-8-22","sistemaCotia","91.6","0.0","5.8","40.5"
"2006-8-22","sistemaRioGrande","82.3","0.4","47.9","50.6"
"2006-8-22","sistemaRioClaro","83.2","3.4","32.0","98.3"
"2006-8-23","sistemaCantareira","53.3","0.0","8.6","39.2"
"2006-8-23","sistemaAltoTiete","58.7","0.0","5.0","39.9"
"2006-8-23","sistemaGuarapiranga","67.2","0.0","8.2","41.8"
"2006-8-23","sistemaCotia","91.2","0.0","5.8","40.5"
"2006-8-23","sistemaRioGrande","81.7","0.0","47.9","50.6"
"2006-8-23","sistemaRioClaro","82.5","0.2","32.2","98.3"
"2006-8-24","sistemaCantareira","53.1","0.0","8.6","39.2"
"2006-8-24","sistemaAltoTiete","58.5","0.0","5.1","39.9"
"2006-8-24","sistemaGuarapiranga","66.9","0.0","8.2","41.8"
"2006-8-24","sistemaCotia","90.7","0.0","5.8","40.5"
"2006-8-24","sistemaRioGrande","81.7","0.0","47.9","50.6"
"2006-8-24","sistemaRioClaro","81.7","0.2","32.4","98.3"
"2006-8-25","sistemaCantareira","52.9","0.0","8.6","39.2"
"2006-8-25","sistemaAltoTiete","58.3","0.0","5.1","39.9"
"2006-8-25","sistemaGuarapiranga","66.6","0.0","8.2","41.8"
"2006-8-25","sistemaCotia","90.5","0.0","5.8","40.5"
"2006-8-25","sistemaRioGrande","81.1","0.0","47.9","50.6"
"2006-8-25","sistemaRioClaro","80.9","0.2","32.6","98.3"
"2006-8-26","sistemaCantareira","52.7","0.0","8.6","39.2"
"2006-8-26","sistemaAltoTiete","58.2","0.0","5.1","39.9"
"2006-8-26","sistemaGuarapiranga","66.2","0.0","8.2","41.8"
"2006-8-26","sistemaCotia","90.1","0.0","5.8","40.5"
"2006-8-26","sistemaRioGrande","81.1","0.0","47.9","50.6"
"2006-8-26","sistemaRioClaro","80.2","0.1","32.7","98.3"
"2006-8-27","sistemaCantareira","52.6","5.0","13.6","39.2"
"2006-8-27","sistemaAltoTiete","58.0","0.1","5.2","39.9"
"2006-8-27","sistemaGuarapiranga","65.8","1.0","9.2","41.8"
"2006-8-27","sistemaCotia","89.9","2.6","8.4","40.5"
"2006-8-27","sistemaRioGrande","80.5","0.5","48.4","50.6"
"2006-8-27","sistemaRioClaro","79.4","0.3","33.0","98.3"
"2006-8-28","sistemaCantareira","52.4","0.0","13.6","39.2"
"2006-8-28","sistemaAltoTiete","57.9","0.0","5.2","39.9"
"2006-8-28","sistemaGuarapiranga","65.5","0.0","9.2","41.8"
"2006-8-28","sistemaCotia","89.7","0.1","8.5","40.5"
"2006-8-28","sistemaRioGrande","80.4","0.3","48.7","50.6"
"2006-8-28","sistemaRioClaro","78.7","0.3","33.3","98.3"
"2006-8-29","sistemaCantareira","52.1","0.0","13.6","39.2"
"2006-8-29","sistemaAltoTiete","57.7","0.3","5.5","39.9"
"2006-8-29","sistemaGuarapiranga","65.2","0.1","9.3","41.8"
"2006-8-29","sistemaCotia","89.9","0.2","8.7","40.5"
"2006-8-29","sistemaRioGrande","80.2","0.0","48.7","50.6"
"2006-8-29","sistemaRioClaro","79.4","21.2","54.5","98.3"
"2006-8-30","sistemaCantareira","51.9","0.0","13.6","39.2"
"2006-8-30","sistemaAltoTiete","57.6","0.2","5.7","39.9"
"2006-8-30","sistemaGuarapiranga","64.9","0.0","9.3","41.8"
"2006-8-30","sistemaCotia","89.5","0.0","8.7","40.5"
"2006-8-30","sistemaRioGrande","80.2","0.9","49.6","50.6"
"2006-8-30","sistemaRioClaro","81.4","11.9","66.4","98.3"
"2006-8-31","sistemaCantareira","51.6","0.0","13.6","39.2"
"2006-8-31","sistemaAltoTiete","57.4","0.0","5.7","39.9"
"2006-8-31","sistemaGuarapiranga","64.6","0.0","9.3","41.8"
"2006-8-31","sistemaCotia","88.8","0.0","8.7","40.5"
"2006-8-31","sistemaRioGrande","79.9","0.0","49.6","50.6"
"2006-8-31","sistemaRioClaro","81.3","0.1","66.5","98.3"
"2006-9-1","sistemaCantareira","51.3","3.8","3.8","95.3"
"2006-9-1","sistemaAltoTiete","57.3","3.7","3.7","86.1"
"2006-9-1","sistemaGuarapiranga","64.5","2.0","2.0","79.5"
"2006-9-1","sistemaCotia","88.8","8.1","8.1","89.3"
"2006-9-1","sistemaRioGrande","79.8","47.5","47.5","97.7"
"2006-9-1","sistemaRioClaro","80.8","4.8","4.8","150.2"
"2006-9-2","sistemaCantareira","51.1","25.8","29.6","95.3"
"2006-9-2","sistemaAltoTiete","57.4","33.0","36.6","86.1"
"2006-9-2","sistemaGuarapiranga","65.6","43.2","45.2","79.5"
"2006-9-2","sistemaCotia","90.5","45.4","53.5","89.3"
"2006-9-2","sistemaRioGrande","81.4","42.5","90.0","97.7"
"2006-9-2","sistemaRioClaro","81.2","28.7","33.5","150.2"
"2006-9-3","sistemaCantareira","51.1","6.6","36.1","95.3"
"2006-9-3","sistemaAltoTiete","57.6","1.1","37.7","86.1"
"2006-9-3","sistemaGuarapiranga","66.1","0.3","45.5","79.5"
"2006-9-3","sistemaCotia","91.2","0.0","53.5","89.3"
"2006-9-3","sistemaRioGrande","81.7","8.0","98.0","97.7"
"2006-9-3","sistemaRioClaro","81.5","0.0","33.5","150.2"
"2006-9-4","sistemaCantareira","51.0","0.0","36.1","95.3"
"2006-9-4","sistemaAltoTiete","57.5","0.1","37.8","86.1"
"2006-9-4","sistemaGuarapiranga","66.1","0.0","45.5","79.5"
"2006-9-4","sistemaCotia","91.2","0.1","53.6","89.3"
"2006-9-4","sistemaRioGrande","82.0","0.0","98.0","97.7"
"2006-9-4","sistemaRioClaro","81.3","0.3","33.8","150.2"
"2006-9-5","sistemaCantareira","50.9","0.0","36.1","95.3"
"2006-9-5","sistemaAltoTiete","57.5","0.0","37.8","86.1"
"2006-9-5","sistemaGuarapiranga","66.1","0.0","45.5","79.5"
"2006-9-5","sistemaCotia","91.0","0.0","53.6","89.3"
"2006-9-5","sistemaRioGrande","81.9","0.0","98.0","97.7"
"2006-9-5","sistemaRioClaro","81.4","4.6","38.4","150.2"
"2006-9-6","sistemaCantareira","50.7","0.0","36.1","95.3"
"2006-9-6","sistemaAltoTiete","57.4","0.0","37.9","86.1"
"2006-9-6","sistemaGuarapiranga","66.2","0.0","45.5","79.5"
"2006-9-6","sistemaCotia","90.5","0.0","53.6","89.3"
"2006-9-6","sistemaRioGrande","81.7","0.0","98.0","97.7"
"2006-9-6","sistemaRioClaro","80.8","0.5","38.9","150.2"
"2006-9-7","sistemaCantareira","50.4","0.0","36.1","95.3"
"2006-9-7","sistemaAltoTiete","57.3","0.0","37.9","86.1"
"2006-9-7","sistemaGuarapiranga","66.3","0.0","45.5","79.5"
"2006-9-7","sistemaCotia","90.3","0.0","53.6","89.3"
"2006-9-7","sistemaRioGrande","81.3","0.0","98.0","97.7"
"2006-9-7","sistemaRioClaro","80.3","0.2","39.1","150.2"
"2006-9-8","sistemaCantareira","50.1","0.0","36.1","95.3"
"2006-9-8","sistemaAltoTiete","57.1","0.0","37.9","86.1"
"2006-9-8","sistemaGuarapiranga","66.1","0.0","45.5","79.5"
"2006-9-8","sistemaCotia","90.3","0.0","53.6","89.3"
"2006-9-8","sistemaRioGrande","81.1","0.0","98.0","97.7"
"2006-9-8","sistemaRioClaro","79.7","0.1","39.2","150.2"
"2006-9-9","sistemaCantareira","49.9","0.0","36.1","95.3"
"2006-9-9","sistemaAltoTiete","57.0","0.0","37.9","86.1"
"2006-9-9","sistemaGuarapiranga","65.8","0.0","45.5","79.5"
"2006-9-9","sistemaCotia","90.1","0.0","53.6","89.3"
"2006-9-9","sistemaRioGrande","81.1","0.0","98.0","97.7"
"2006-9-9","sistemaRioClaro","79.2","0.1","39.3","150.2"
"2006-9-10","sistemaCantareira","49.6","0.0","36.1","95.3"
"2006-9-10","sistemaAltoTiete","56.9","0.0","37.9","86.1"
"2006-9-10","sistemaGuarapiranga","65.5","0.0","45.5","79.5"
"2006-9-10","sistemaCotia","90.1","0.0","53.6","89.3"
"2006-9-10","sistemaRioGrande","80.7","0.0","98.0","97.7"
"2006-9-10","sistemaRioClaro","78.6","0.7","40.0","150.2"
"2006-9-11","sistemaCantareira","49.3","0.0","36.1","95.3"
"2006-9-11","sistemaAltoTiete","56.7","0.0","37.9","86.1"
"2006-9-11","sistemaGuarapiranga","65.2","0.0","45.5","79.5"
"2006-9-11","sistemaCotia","89.9","0.0","53.6","89.3"
"2006-9-11","sistemaRioGrande","80.8","0.0","98.0","97.7"
"2006-9-11","sistemaRioClaro","78.0","0.1","40.1","150.2"
"2006-9-12","sistemaCantareira","49.0","0.0","36.1","95.3"
"2006-9-12","sistemaAltoTiete","56.5","0.0","37.9","86.1"
"2006-9-12","sistemaGuarapiranga","64.9","0.0","45.5","79.5"
"2006-9-12","sistemaCotia","89.7","0.0","53.6","89.3"
"2006-9-12","sistemaRioGrande","80.5","0.0","98.0","97.7"
"2006-9-12","sistemaRioClaro","77.3","0.0","40.1","150.2"
"2006-9-13","sistemaCantareira","48.8","0.0","36.1","95.3"
"2006-9-13","sistemaAltoTiete","56.2","0.0","37.9","86.1"
"2006-9-13","sistemaGuarapiranga","64.8","0.0","45.5","79.5"
"2006-9-13","sistemaCotia","89.2","0.0","53.6","89.3"
"2006-9-13","sistemaRioGrande","79.9","0.0","98.0","97.7"
"2006-9-13","sistemaRioClaro","76.7","0.2","40.3","150.2"
"2006-9-14","sistemaCantareira","48.5","0.0","36.1","95.3"
"2006-9-14","sistemaAltoTiete","56.0","0.0","37.9","86.1"
"2006-9-14","sistemaGuarapiranga","64.6","0.0","45.5","79.5"
"2006-9-14","sistemaCotia","88.8","0.0","53.6","89.3"
"2006-9-14","sistemaRioGrande","79.8","0.0","98.0","97.7"
"2006-9-14","sistemaRioClaro","75.9","0.0","40.3","150.2"
"2006-9-15","sistemaCantareira","48.2","0.0","36.1","95.3"
"2006-9-15","sistemaAltoTiete","55.8","0.0","37.9","86.1"
"2006-9-15","sistemaGuarapiranga","64.2","0.0","45.5","79.5"
"2006-9-15","sistemaCotia","88.6","0.0","53.6","89.3"
"2006-9-15","sistemaRioGrande","79.6","0.0","98.0","97.7"
"2006-9-15","sistemaRioClaro","75.1","0.1","40.4","150.2"
"2006-9-16","sistemaCantareira","47.9","0.0","36.1","95.3"
"2006-9-16","sistemaAltoTiete","55.6","0.0","37.9","86.1"
"2006-9-16","sistemaGuarapiranga","63.8","0.0","45.5","79.5"
"2006-9-16","sistemaCotia","88.4","0.0","53.6","89.3"
"2006-9-16","sistemaRioGrande","79.1","0.0","98.0","97.7"
"2006-9-16","sistemaRioClaro","74.3","0.7","41.1","150.2"
"2006-9-17","sistemaCantareira","47.6","8.4","44.5","95.3"
"2006-9-17","sistemaAltoTiete","55.6","8.0","45.9","86.1"
"2006-9-17","sistemaGuarapiranga","63.3","7.0","52.5","79.5"
"2006-9-17","sistemaCotia","88.2","7.7","61.3","89.3"
"2006-9-17","sistemaRioGrande","78.9","26.0","124.0","97.7"
"2006-9-17","sistemaRioClaro","73.9","21.0","62.1","150.2"
"2006-9-18","sistemaCantareira","47.4","13.0","57.6","95.3"
"2006-9-18","sistemaAltoTiete","55.7","13.0","58.9","86.1"
"2006-9-18","sistemaGuarapiranga","63.3","11.1","63.6","79.5"
"2006-9-18","sistemaCotia","88.4","11.9","73.2","89.3"
"2006-9-18","sistemaRioGrande","79.3","32.7","156.7","97.7"
"2006-9-18","sistemaRioClaro","73.6","17.0","79.1","150.2"
"2006-9-19","sistemaCantareira","47.3","3.1","60.7","95.3"
"2006-9-19","sistemaAltoTiete","55.7","0.9","59.8","86.1"
"2006-9-19","sistemaGuarapiranga","63.0","0.1","63.7","79.5"
"2006-9-19","sistemaCotia","88.4","0.0","73.2","89.3"
"2006-9-19","sistemaRioGrande","79.2","0.3","157.0","97.7"
"2006-9-19","sistemaRioClaro","74.6","5.9","85.0","150.2"
"2006-9-20","sistemaCantareira","47.1","0.0","60.7","95.3"
"2006-9-20","sistemaAltoTiete","55.7","0.0","59.8","86.1"
"2006-9-20","sistemaGuarapiranga","62.6","0.0","63.7","79.5"
"2006-9-20","sistemaCotia","88.4","0.1","73.3","89.3"
"2006-9-20","sistemaRioGrande","79.2","0.0","157.0","97.7"
"2006-9-20","sistemaRioClaro","74.3","0.1","85.1","150.2"
"2006-9-21","sistemaCantareira","47.0","6.5","67.2","95.3"
"2006-9-21","sistemaAltoTiete","55.7","7.5","67.3","86.1"
"2006-9-21","sistemaGuarapiranga","63.2","26.0","89.7","79.5"
"2006-9-21","sistemaCotia","89.2","20.6","93.9","89.3"
"2006-9-21","sistemaRioGrande","80.1","32.9","189.9","97.7"
"2006-9-21","sistemaRioClaro","74.1","9.2","94.3","150.2"
"2006-9-22","sistemaCantareira","46.8","0.0","67.2","95.3"
"2006-9-22","sistemaAltoTiete","55.6","0.1","67.4","86.1"
"2006-9-22","sistemaGuarapiranga","63.0","0.0","89.7","79.5"
"2006-9-22","sistemaCotia","89.2","0.0","93.9","89.3"
"2006-9-22","sistemaRioGrande","80.7","0.0","189.9","97.7"
"2006-9-22","sistemaRioClaro","73.8","0.0","94.3","150.2"
"2006-9-23","sistemaCantareira","46.6","0.0","67.2","95.3"
"2006-9-23","sistemaAltoTiete","55.5","0.0","67.4","86.1"
"2006-9-23","sistemaGuarapiranga","63.0","0.0","89.7","79.5"
"2006-9-23","sistemaCotia","89.2","0.0","93.9","89.3"
"2006-9-23","sistemaRioGrande","80.4","21.3","211.2","97.7"
"2006-9-23","sistemaRioClaro","73.1","0.0","94.3","150.2"
"2006-9-24","sistemaCantareira","46.4","4.2","71.4","95.3"
"2006-9-24","sistemaAltoTiete","55.4","13.0","80.4","86.1"
"2006-9-24","sistemaGuarapiranga","63.2","6.0","95.7","79.5"
"2006-9-24","sistemaCotia","89.5","6.4","100.3","89.3"
"2006-9-24","sistemaRioGrande","80.4","0.1","211.3","97.7"
"2006-9-24","sistemaRioClaro","72.5","9.4","103.7","150.2"
"2006-9-25","sistemaCantareira","46.2","0.0","71.4","95.3"
"2006-9-25","sistemaAltoTiete","55.3","0.1","80.4","86.1"
"2006-9-25","sistemaGuarapiranga","63.2","0.0","95.7","79.5"
"2006-9-25","sistemaCotia","89.7","0.3","100.6","89.3"
"2006-9-25","sistemaRioGrande","80.5","1.6","212.9","97.7"
"2006-9-25","sistemaRioClaro","73.2","5.6","109.3","150.2"
"2006-9-26","sistemaCantareira","46.0","0.0","71.4","95.3"
"2006-9-26","sistemaAltoTiete","55.2","0.0","80.4","86.1"
"2006-9-26","sistemaGuarapiranga","62.9","0.0","95.7","79.5"
"2006-9-26","sistemaCotia","89.5","0.0","100.6","89.3"
"2006-9-26","sistemaRioGrande","80.7","0.0","212.9","97.7"
"2006-9-26","sistemaRioClaro","73.4","1.5","110.8","150.2"
"2006-9-27","sistemaCantareira","45.8","0.0","71.4","95.3"
"2006-9-27","sistemaAltoTiete","55.1","0.0","80.4","86.1"
"2006-9-27","sistemaGuarapiranga","62.8","0.0","95.7","79.5"
"2006-9-27","sistemaCotia","89.0","0.6","101.2","89.3"
"2006-9-27","sistemaRioGrande","80.7","0.0","212.9","97.7"
"2006-9-27","sistemaRioClaro","72.7","0.0","110.8","150.2"
"2006-9-28","sistemaCantareira","45.6","0.0","71.4","95.3"
"2006-9-28","sistemaAltoTiete","55.0","0.1","80.5","86.1"
"2006-9-28","sistemaGuarapiranga","62.3","0.0","95.7","79.5"
"2006-9-28","sistemaCotia","88.8","0.0","101.2","89.3"
"2006-9-28","sistemaRioGrande","80.4","0.0","212.9","97.7"
"2006-9-28","sistemaRioClaro","72.2","0.1","110.9","150.2"
"2006-9-29","sistemaCantareira","45.3","0.0","71.4","95.3"
"2006-9-29","sistemaAltoTiete","54.9","0.0","80.5","86.1"
"2006-9-29","sistemaGuarapiranga","62.2","0.0","95.7","79.5"
"2006-9-29","sistemaCotia","88.6","0.0","101.2","89.3"
"2006-9-29","sistemaRioGrande","80.1","0.0","212.9","97.7"
"2006-9-29","sistemaRioClaro","71.8","0.0","110.9","150.2"
"2006-9-30","sistemaCantareira","45.1","3.3","74.7","95.3"
"2006-9-30","sistemaAltoTiete","54.8","3.0","83.5","86.1"
"2006-9-30","sistemaGuarapiranga","61.9","4.3","100.0","79.5"
"2006-9-30","sistemaCotia","88.4","3.7","104.9","89.3"
"2006-9-30","sistemaRioGrande","80.4","21.6","234.5","97.7"
"2006-9-30","sistemaRioClaro","71.7","12.4","123.3","150.2"
"2006-10-1","sistemaCantareira","45.0","0.9","0.9","132.8"
"2006-10-1","sistemaAltoTiete","54.7","0.6","0.6","114.9"
"2006-10-1","sistemaGuarapiranga","61.6","1.0","1.0","117.8"
"2006-10-1","sistemaCotia","88.4","1.2","1.2","122.4"
"2006-10-1","sistemaRioGrande","80.4","11.3","11.3","138.1"
"2006-10-1","sistemaRioClaro","71.3","0.0","0.0","179.1"
