"data","sistema","vabs","vrel","vmax","afluente","descarregada","MLT","aflu_MLT","aflu_max","vazao_anterior","vazao_mediames","retirada"
"2015-09-03","RioGrande",90.35,80.5,112.18,1.15,0.00,4.23,27.1,13.87,5.03,5.16,5.03
"2015-09-03","RioClaro",7.98,58.4,13.67,3.85,1.23,2.95,130.6,1.78,4.15,4.14,4.15
"2015-09-04","Cantareira",148.99,15.2,982.07,6.17,3.73,25.20,24.5,117.40,12.60,13.58,16.33
"2015-09-04","AltoTiete",76.11,13.3,573.81,2.83,4.99,13.10,21.6,37.43,11.44,11.76,13.83
"2015-09-04","Guarapiranga",114.33,66.8,171.19,9.50,0.00,10.57,89.9,26.30,15.26,15.10,15.26
"2015-09-04","Cotia",8.66,52.5,16.50,0.64,0.06,0.96,66.3,2.55,0.88,0.87,0.94
"2015-09-04","RioGrande",90.01,80.2,112.18,1.09,0.00,4.23,25.7,13.87,4.96,5.09,4.96
"2015-09-04","RioClaro",7.91,57.9,13.67,3.32,0.91,2.95,112.7,1.78,4.14,4.14,4.14
"2015-09-05","Cantareira",148.42,15.1,982.07,11.39,4.02,25.20,45.2,117.40,14.10,13.71,18.12
"2015-09-05","AltoTiete",75.77,13.2,573.81,7.30,3.42,13.10,55.7,37.43,11.13,11.60,10.89
"2015-09-05","Guarapiranga",114.33,66.8,171.19,15.38,0.00,10.57,145.5,26.30,15.38,15.17,15.38
"2015-09-05","Cotia",8.63,52.3,16.50,0.63,0.06,0.96,65.4,2.55,0.87,0.87,0.93
"2015-09-05","RioGrande",90.01,80.2,112.18,5.15,0.00,4.23,121.7,13.87,5.15,5.11,5.15
"2015-09-05","RioClaro",7.95,58.2,13.67,5.54,1.28,2.95,187.7,1.78,4.09,4.13,4.09
"2015-09-06","Cantareira",147.51,15.0,982.07,6.89,4.02,25.20,27.3,117.40,12.85,13.54,16.87
"2015-09-06","AltoTiete",75.27,13.1,573.81,5.64,4.79,13.10,43.0,37.43,11.24,11.53,13.46
"2015-09-06","Guarapiranga",113.83,66.5,171.19,8.83,0.00,10.57,83.5,26.30,14.58,15.05,14.58
"2015-09-06","Cotia",8.58,52.0,16.50,0.49,0.06,0.96,50.6,2.55,1.02,0.90,1.08
"2015-09-06","RioGrande",89.85,80.1,112.18,3.09,0.00,4.23,73.1,13.87,5.02,5.09,5.02
"2015-09-06","RioClaro",7.89,57.7,13.67,3.46,1.50,2.95,117.4,1.78,4.08,4.12,4.08
"2015-09-07","Cantareira",146.85,15.0,982.07,8.77,4.02,25.20,34.8,117.40,12.62,13.39,16.64
"2015-09-07","AltoTiete",74.69,13.0,573.81,5.50,4.99,13.10,42.0,37.43,11.46,11.52,14.44
"2015-09-07","Guarapiranga",113.83,66.5,171.19,14.10,0.00,10.57,133.3,26.30,14.10,14.89,14.10
"2015-09-07","Cotia",8.56,51.9,16.50,0.79,0.06,0.96,81.8,2.55,1.03,0.92,1.08
"2015-09-07","RioGrande",89.85,80.1,112.18,4.84,0.00,4.23,114.4,13.87,4.84,5.05,4.84
"2015-09-07","RioClaro",7.84,57.3,13.67,3.27,0.91,2.95,110.9,1.78,4.07,4.11,4.07
"2015-09-08","Cantareira",146.99,15.0,982.07,18.03,4.02,25.20,71.5,117.40,12.54,13.27,16.56
"2015-09-08","AltoTiete",75.20,13.1,573.81,18.15,4.99,13.10,138.6,37.43,11.00,11.44,12.06
"2015-09-08","Guarapiranga",115.08,67.2,171.19,28.19,0.00,10.57,266.7,26.30,13.80,14.73,13.80
"2015-09-08","Cotia",8.63,52.3,16.50,1.97,0.06,0.96,205.5,2.55,1.02,0.94,1.08
"2015-09-08","RioGrande",90.01,80.2,112.18,6.95,0.00,4.23,164.3,13.87,5.02,5.04,5.02
"2015-09-08","RioClaro",7.80,57.0,13.67,3.64,0.72,2.95,123.3,1.78,4.01,4.09,4.01
"2015-09-09","Cantareira",150.77,15.4,982.07,58.01,2.09,25.20,230.2,117.40,13.21,13.26,15.30
"2015-09-09","AltoTiete",79.12,13.8,573.81,52.62,2.22,13.10,401.7,37.43,11.69,11.47,12.72
"2015-09-09","Guarapiranga",121.09,70.7,171.19,83.96,0.00,10.57,794.3,26.30,14.34,14.68,14.34
"2015-09-09","Cotia",9.29,56.3,16.50,10.25,1.60,0.96,1.067.5,2.55,1.03,0.95,2.63
"2015-09-09","RioGrande",94.08,83.9,112.18,52.09,0.00,4.23,1.231.5,13.87,5.06,5.04,5.06
"2015-09-09","RioClaro",7.99,58.5,13.67,12.42,8.37,2.95,421.2,1.78,3.59,4.03,3.59
"2015-09-10","Cantareira",152.73,15.6,982.07,35.38,1.52,25.20,140.4,117.40,13.21,13.25,14.73
"2015-09-10","AltoTiete",82.13,14.3,573.81,46.51,1.94,13.10,355.0,37.43,12.32,11.57,13.44
"2015-09-10","Guarapiranga",124.13,72.5,171.19,50.07,0.00,10.57,473.7,26.30,14.93,14.71,14.93
"2015-09-10","Cotia",9.45,57.3,16.50,3.81,0.68,0.96,396.9,2.55,1.26,0.98,1.94
"2015-09-10","RioGrande",95.80,85.4,112.18,25.10,0.00,4.23,593.5,13.87,5.14,5.06,5.14
"2015-09-10","RioClaro",8.01,58.6,13.67,6.68,4.29,2.95,226.6,1.78,3.68,3.99,3.68
"2015-09-11","Cantareira",154.29,15.7,982.07,32.79,1.52,25.20,130.1,117.40,13.53,13.28,15.05
"2015-09-11","AltoTiete",84.67,14.8,573.81,42.71,1.94,13.10,326.0,37.43,12.51,11.66,12.95
"2015-09-11","Guarapiranga",126.93,74.1,171.19,47.83,0.00,10.57,452.5,26.30,15.45,14.79,15.45
"2015-09-11","Cotia",9.59,58.1,16.50,2.63,0.00,0.96,274.1,2.55,1.06,0.99,1.06
"2015-09-11","RioGrande",96.32,85.9,112.18,11.17,0.00,4.23,264.0,13.87,5.14,5.06,5.14
"2015-09-11","RioClaro",8.05,58.9,13.67,4.01,2.07,2.95,136.0,1.78,4.04,4.00,4.04
"2015-09-12","Cantareira",157.51,16.0,982.07,50.48,0.92,25.20,200.3,117.40,13.76,13.32,14.68
"2015-09-12","AltoTiete",87.77,15.3,573.81,47.48,1.40,13.10,362.4,37.43,11.47,11.65,12.11
"2015-09-12","Guarapiranga",130.76,76.4,171.19,60.09,0.00,10.57,568.5,26.30,15.67,14.87,15.67
"2015-09-12","Cotia",9.81,59.5,16.50,4.02,0.47,0.96,418.8,2.55,1.00,0.99,1.47
"2015-09-12","RioGrande",97.90,87.3,112.18,23.38,0.00,4.23,552.6,13.87,5.17,5.07,5.17
"2015-09-12","RioClaro",8.14,59.6,13.67,6.26,2.54,2.95,212.3,1.78,4.02,4.00,4.02
"2015-09-13","Cantareira",159.81,16.3,982.07,41.30,0.77,25.20,163.9,117.40,14.59,13.43,15.36
"2015-09-13","AltoTiete",90.15,15.7,573.81,38.43,1.74,13.10,293.4,37.43,11.84,11.66,11.97
"2015-09-13","Guarapiranga",132.82,77.6,171.19,39.07,0.00,10.57,369.7,26.30,15.27,14.90,15.27
"2015-09-13","Cotia",9.92,60.1,16.50,2.94,0.41,0.96,306.7,2.55,1.25,1.01,1.66
"2015-09-13","RioGrande",98.95,88.2,112.18,17.38,0.00,4.23,410.8,13.87,5.14,5.08,5.14
"2015-09-13","RioClaro",8.28,60.6,13.67,7.48,3.66,2.95,253.7,1.78,4.02,4.00,4.02
"2015-09-14","Cantareira",161.28,16.4,982.07,30.38,0.77,25.20,120.5,117.40,14.00,13.47,14.77
"2015-09-14","AltoTiete",91.38,15.9,573.81,25.81,1.74,13.10,197.0,37.43,12.26,11.71,12.37
"2015-09-14","Guarapiranga",133.85,78.2,171.19,26.95,0.00,10.57,254.9,26.30,15.01,14.91,15.01
"2015-09-14","Cotia",10.01,60.6,16.50,2.11,0.06,0.96,220.2,2.55,1.09,1.02,1.14
"2015-09-14","RioGrande",99.31,88.5,112.18,9.14,0.00,4.23,216.0,13.87,5.04,5.08,5.04
"2015-09-14","RioClaro",8.29,60.7,13.67,4.34,3.12,2.95,147.3,1.78,4.02,4.00,4.02
"2015-09-15","Cantareira",161.75,16.5,982.07,19.01,0.77,25.20,75.4,117.40,12.99,13.44,13.76
"2015-09-15","AltoTiete",92.11,16.1,573.81,19.80,2.04,13.10,151.2,37.43,11.29,11.68,11.73
"2015-09-15","Guarapiranga",134.63,78.6,171.19,23.99,0.00,10.57,227.0,26.30,15.03,14.92,15.03
"2015-09-15","Cotia",10.03,60.8,16.50,1.24,0.06,0.96,129.7,2.55,0.86,1.01,0.92
"2015-09-15","RioGrande",99.31,88.5,112.18,5.06,0.00,4.23,119.5,13.87,5.06,5.07,5.06
"2015-09-15","RioClaro",8.30,60.8,13.67,3.74,1.63,2.95,126.9,1.78,4.01,4.00,4.01
"2015-09-16","Cantareira",162.06,16.5,982.07,18.06,0.77,25.20,71.7,117.40,13.89,13.47,14.66
"2015-09-16","AltoTiete",92.69,16.2,573.81,19.72,1.75,13.10,150.5,37.43,12.08,11.70,13.61
"2015-09-16","Guarapiranga",134.88,78.8,171.19,18.72,0.00,10.57,177.1,26.30,15.73,14.97,15.73
"2015-09-16","Cotia",10.06,61.0,16.50,1.26,0.06,0.96,131.1,2.55,0.88,1.00,0.93
"2015-09-16","RioGrande",99.31,88.5,112.18,5.16,0.00,4.23,122.1,13.87,5.16,5.08,5.16
"2015-09-16","RioClaro",8.26,60.5,13.67,3.63,0.61,2.95,123.0,1.78,4.00,4.00,4.00
"2015-09-17","Cantareira",162.03,16.5,982.07,14.75,0.77,25.20,58.5,117.40,14.61,13.54,15.38
"2015-09-17","AltoTiete",92.63,16.1,573.81,12.17,4.03,13.10,92.9,37.43,12.12,11.73,14.84
"2015-09-17","Guarapiranga",134.63,78.6,171.19,12.06,0.00,10.57,114.1,26.30,15.05,14.98,15.05
"2015-09-17","Cotia",10.03,60.8,16.50,0.67,0.06,0.96,70.3,2.55,0.94,1.00,1.00
"2015-09-17","RioGrande",98.95,88.2,112.18,1.06,0.00,4.23,25.0,13.87,5.15,5.09,5.15
"2015-09-17","RioClaro",8.19,60.0,13.67,3.19,1.11,2.95,108.0,1.78,4.07,4.01,4.07
"2015-09-18","Cantareira",161.79,16.5,982.07,12.39,1.34,25.20,49.2,117.40,14.89,13.62,16.23
"2015-09-18","AltoTiete",91.96,16.0,573.81,5.61,4.80,13.10,42.8,37.43,12.25,11.76,15.51
"2015-09-18","Guarapiranga",134.37,78.5,171.19,13.01,0.00,10.57,123.1,26.30,16.00,15.04,16.00
"2015-09-18","Cotia",10.03,60.8,16.50,1.02,0.06,0.96,106.7,2.55,0.97,0.99,1.02
"2015-09-18","RioGrande",98.60,87.9,112.18,1.06,0.00,4.23,25.0,13.87,5.15,5.09,5.15
"2015-09-18","RioClaro",8.11,59.4,13.67,2.76,0.89,2.95,93.7,1.78,4.05,4.01,4.05
"2015-09-19","Cantareira",161.46,16.4,982.07,10.86,1.52,25.20,43.1,117.40,13.46,13.61,14.98
"2015-09-19","AltoTiete",91.28,15.9,573.81,5.95,4.80,13.10,45.4,37.43,12.96,11.83,14.88
"2015-09-19","Guarapiranga",134.11,78.3,171.19,13.11,0.00,10.57,124.1,26.30,16.10,15.10,16.10
"2015-09-19","Cotia",10.01,60.6,16.50,0.71,0.06,0.96,73.6,2.55,0.97,0.99,1.03
"2015-09-19","RioGrande",98.16,87.5,112.18,0.17,0.00,4.23,4.1,13.87,5.27,5.10,5.27
"2015-09-19","RioClaro",8.05,58.9,13.67,2.89,0.71,2.95,97.8,1.78,4.06,4.01,4.06
"2015-09-20","Cantareira",161.04,16.4,982.07,10.41,1.52,25.20,41.3,117.40,14.67,13.67,16.19
"2015-09-20","AltoTiete",90.50,15.8,573.81,5.07,4.80,13.10,38.7,37.43,12.86,11.88,14.98
"2015-09-20","Guarapiranga",133.85,78.2,171.19,13.22,0.00,10.57,125.0,26.30,16.20,15.15,16.20
"2015-09-20","Cotia",9.95,60.3,16.50,0.63,0.06,0.96,65.3,2.55,1.22,1.00,1.27
"2015-09-20","RioGrande",97.72,87.1,112.18,0.11,0.00,4.23,2.6,13.87,5.19,5.10,5.19
"2015-09-20","RioClaro",7.98,58.4,13.67,2.77,0.34,2.95,93.9,1.78,4.05,4.01,4.05
"2015-09-21","Cantareira",160.39,16.3,982.07,10.16,1.52,25.20,40.3,117.40,15.54,13.76,17.06
"2015-09-21","AltoTiete",89.62,15.6,573.81,4.30,4.80,13.10,32.8,37.43,13.13,11.94,15.43
"2015-09-21","Guarapiranga",133.34,77.9,171.19,9.95,0.00,10.57,94.2,26.30,15.92,15.19,15.92
"2015-09-21","Cotia",9.89,60.0,16.50,0.59,0.06,0.96,61.8,2.55,1.18,1.01,1.24
"2015-09-21","RioGrande",97.37,86.8,112.18,1.31,0.00,4.23,31.1,13.87,5.37,5.12,5.37
"2015-09-21","RioClaro",7.91,57.9,13.67,2.77,0.41,2.95,94.1,1.78,4.05,4.02,4.05
"2015-09-22","Cantareira",159.80,16.3,982.07,9.39,1.52,25.20,37.3,117.40,14.57,13.80,16.09
"2015-09-22","AltoTiete",88.78,15.5,573.81,3.80,4.80,13.10,29.0,37.43,12.50,11.97,14.52
"2015-09-22","Guarapiranga",133.08,77.7,171.19,12.79,0.00,10.57,121.0,26.30,15.78,15.22,15.78
"2015-09-22","Cotia",9.87,59.8,16.50,0.69,0.06,0.96,72.2,2.55,0.96,1.01,1.02
"2015-09-22","RioGrande",97.02,86.5,112.18,1.17,0.00,4.23,27.8,13.87,5.22,5.12,5.22
"2015-09-22","RioClaro",7.85,57.4,13.67,2.71,0.46,2.95,91.9,1.78,4.05,4.02,4.05
"2015-09-23","Cantareira",159.04,16.2,982.07,7.95,2.52,25.20,31.6,117.40,14.07,13.81,16.59
"2015-09-23","AltoTiete",87.91,15.3,573.81,3.61,4.80,13.10,27.5,37.43,12.28,11.98,14.34
"2015-09-23","Guarapiranga",132.56,77.4,171.19,9.96,0.00,10.57,94.3,26.30,15.93,15.25,15.93
"2015-09-23","Cotia",9.84,59.6,16.50,0.69,0.06,0.96,71.7,2.55,0.95,1.01,1.01
"2015-09-23","RioGrande",96.67,86.2,112.18,1.18,0.00,4.23,28.0,13.87,5.22,5.13,5.22
"2015-09-23","RioClaro",7.78,56.9,13.67,2.86,0.20,2.95,96.9,1.78,4.02,4.02,4.02
"2015-09-24","Cantareira",158.22,16.1,982.07,7.69,2.52,25.20,30.5,117.40,14.97,13.86,17.49
"2015-09-24","AltoTiete",87.00,15.2,573.81,3.09,4.80,13.10,23.6,37.43,12.14,11.99,14.29
"2015-09-24","Guarapiranga",132.05,77.1,171.19,10.16,0.00,10.57,96.1,26.30,16.12,15.29,16.12
"2015-09-24","Cotia",9.81,59.5,16.50,0.70,0.06,0.96,72.9,2.55,0.96,1.01,1.02
"2015-09-24","RioGrande",96.32,85.9,112.18,0.93,0.00,4.23,22.1,13.87,4.97,5.12,4.97
"2015-09-24","RioClaro",7.71,56.4,13.67,2.69,0.12,2.95,91.3,1.78,4.04,4.02,4.04
"2015-09-25","Cantareira",157.32,16.0,982.07,6.88,3.25,25.20,27.3,117.40,14.76,13.90,18.01
"2015-09-25","AltoTiete",86.07,15.0,573.81,3.51,4.05,13.10,26.8,37.43,12.67,12.02,14.78
"2015-09-25","Guarapiranga",131.53,76.8,171.19,10.02,0.00,10.57,94.8,26.30,15.97,15.32,15.97
"2015-09-25","Cotia",9.75,59.1,16.50,0.38,0.06,0.96,39.5,2.55,0.96,1.00,1.02
"2015-09-25","RioGrande",95.98,85.6,112.18,1.11,0.00,4.23,26.3,13.87,5.14,5.12,5.14
"2015-09-25","RioClaro",7.64,55.9,13.67,2.68,0.12,2.95,91.0,1.78,4.05,4.02,4.05
"2015-09-26","Cantareira",158.19,16.1,982.07,27.36,3.52,25.20,108.6,117.40,13.56,13.89,17.08
"2015-09-26","AltoTiete",85.82,15.0,573.81,11.01,4.43,13.10,84.1,37.43,12.44,12.04,14.00
"2015-09-26","Guarapiranga",131.79,77.0,171.19,18.73,0.00,10.57,177.2,26.30,15.75,15.34,15.75
"2015-09-26","Cotia",9.75,59.1,16.50,1.21,0.06,0.96,126.5,2.55,1.16,1.01,1.21
"2015-09-26","RioGrande",95.80,85.4,112.18,3.16,0.00,4.23,74.8,13.87,5.17,5.12,5.17
"2015-09-26","RioClaro",7.62,55.7,13.67,3.70,0.31,2.95,125.3,1.78,4.02,4.02,4.02
"2015-09-27","Cantareira",158.73,16.2,982.07,21.38,2.27,25.20,84.8,117.40,13.24,13.86,15.51
"2015-09-27","AltoTiete",85.71,14.9,573.81,11.19,2.71,13.10,85.4,37.43,12.06,12.04,13.75
"2015-09-27","Guarapiranga",131.53,76.8,171.19,12.50,0.00,10.57,118.2,26.30,15.47,15.34,15.47
"2015-09-27","Cotia",9.75,59.1,16.50,1.27,0.06,0.96,132.4,2.55,1.21,1.02,1.27
"2015-09-27","RioGrande",95.46,85.1,112.18,1.23,0.00,4.23,29.1,13.87,5.24,5.13,5.24
"2015-09-27","RioClaro",7.59,55.5,13.67,3.67,1.23,2.95,124.4,1.78,4.00,4.02,4.00
"2015-09-28","Cantareira",158.86,16.2,982.07,16.24,2.02,25.20,64.4,117.40,12.57,13.81,14.59
"2015-09-28","AltoTiete",85.86,15.0,573.81,15.55,2.71,13.10,118.7,37.43,12.80,12.07,13.97
"2015-09-28","Guarapiranga",132.56,77.4,171.19,27.65,0.00,10.57,261.6,26.30,15.74,15.36,15.74
"2015-09-28","Cotia",9.87,59.8,16.50,2.53,0.06,0.96,263.2,2.55,1.19,1.02,1.24
"2015-09-28","RioGrande",95.46,85.1,112.18,5.11,0.00,4.23,120.8,13.87,5.11,5.13,5.11
"2015-09-28","RioClaro",7.62,55.7,13.67,3.47,1.35,2.95,117.5,1.78,4.02,4.02,4.02
"2015-09-29","Cantareira",159.38,16.2,982.07,21.22,2.02,25.20,84.2,117.40,12.99,13.78,15.01
"2015-09-29","AltoTiete",86.05,15.0,573.81,15.37,2.71,13.10,117.3,37.43,12.54,12.08,13.24
"2015-09-29","Guarapiranga",133.34,77.9,171.19,23.92,0.00,10.57,226.3,26.30,14.97,15.34,14.97
"2015-09-29","Cotia",9.95,60.3,16.50,2.47,0.34,0.96,257.1,2.55,1.16,1.03,1.50
"2015-09-29","RioGrande",95.98,85.6,112.18,11.16,0.00,4.23,263.9,13.87,5.15,5.13,5.15
"2015-09-29","RioClaro",7.59,55.5,13.67,2.80,1.22,2.95,95.1,1.78,4.00,4.02,4.00
"2015-09-30","Cantareira",159.44,16.2,982.07,16.66,2.02,25.20,66.1,117.40,13.33,13.77,15.35
"2015-09-30","AltoTiete",86.07,15.0,573.81,13.12,2.71,13.10,100.1,37.43,12.15,12.08,12.75
"2015-09-30","Guarapiranga",133.59,78.0,171.19,18.60,0.00,10.57,176.0,26.30,15.62,15.35,15.62
"2015-09-30","Cotia",9.95,60.3,16.50,1.28,0.06,0.96,133.4,2.55,1.22,1.04,1.28
"2015-09-30","RioGrande",96.32,85.9,112.18,9.24,0.00,4.23,218.4,13.87,5.21,5.13,5.21
"2015-09-30","RioClaro",7.56,55.3,13.67,2.81,0.85,2.95,95.1,1.78,4.00,4.02,4.00
"2015-10-01","Cantareira",160.69,16.4,982.07,29.55,1.60,30.20,97.8,99.90,13.79,13.77,15.39
"2015-10-01","AltoTiete",87.42,15.2,573.81,28.55,5.56,16.00,178.4,35.97,11.97,12.08,15.09
"2015-10-01","Guarapiranga",134.63,78.6,171.19,27.72,0.00,13.00,213.2,27.00,15.78,15.37,15.78
"2015-10-01","Cotia",10.12,61.3,16.50,3.22,0.06,1.10,293.2,2.64,1.22,1.04,1.28
"2015-10-01","RioGrande",96.15,85.7,112.18,3.17,0.00,5.59,56.6,12.33,5.18,5.13,5.18
"2015-10-01","RioClaro",7.59,55.5,13.67,5.51,0.88,3.37,163.5,1.98,3.99,4.02,3.99
"2015-10-02","Cantareira",162.02,16.5,982.07,29.72,1.52,30.20,98.4,99.90,12.90,12.90,14.42
"2015-10-02","AltoTiete",87.71,15.3,573.81,13.95,4.89,16.00,87.2,35.97,12.32,12.32,13.71
"2015-10-02","Guarapiranga",134.63,78.6,171.19,15.65,0.00,13.00,120.4,27.00,15.65,15.65,15.65
"2015-10-02","Cotia",10.15,61.5,16.50,1.61,0.06,1.10,146.0,2.64,1.22,1.22,1.28
"2015-10-02","RioGrande",96.15,85.7,112.18,5.07,0.00,5.59,90.6,12.33,5.07,5.07,5.07
"2015-10-02","RioClaro",7.56,55.3,13.67,6.11,3.17,3.37,181.4,1.98,4.07,4.07,4.07
"2015-10-03","Cantareira",163.04,16.6,982.07,26.58,1.52,30.20,88.0,99.90,14.19,13.54,15.71
"2015-10-03","AltoTiete",88.26,15.4,573.81,19.39,4.80,16.00,121.2,35.97,13.13,12.73,15.01
"2015-10-03","Guarapiranga",134.88,78.8,171.19,18.58,0.00,13.00,142.9,27.00,15.59,15.62,15.59
"2015-10-03","Cotia",10.15,61.5,16.50,1.29,0.06,1.10,117.3,2.64,1.23,1.23,1.29
"2015-10-03","RioGrande",96.50,86.0,112.18,9.16,0.00,5.59,163.8,12.33,5.13,5.10,5.13
"2015-10-03","RioClaro",7.65,56.0,13.67,4.99,2.07,3.37,148.0,1.98,4.11,4.09,4.11
"2015-10-04","Cantareira",163.71,16.7,982.07,22.25,1.52,30.20,73.7,99.90,13.54,13.54,15.06
"2015-10-04","AltoTiete",88.67,15.5,573.81,15.20,4.80,16.00,95.0,35.97,13.13,12.86,14.92
"2015-10-04","Guarapiranga",134.88,78.8,171.19,15.59,0.00,13.00,119.9,27.00,15.59,15.61,15.59
"2015-10-04","Cotia",10.12,61.3,16.50,0.96,0.06,1.10,87.6,2.64,1.23,1.23,1.29
"2015-10-04","RioGrande",96.85,86.3,112.18,9.17,0.00,5.59,164.0,12.33,5.13,5.11,5.13
"2015-10-04","RioClaro",7.71,56.4,13.67,4.79,4.40,3.37,142.0,1.98,4.11,4.10,4.11
"2015-10-05","Cantareira",163.92,16.7,982.07,16.97,1.52,30.20,56.2,99.90,12.77,13.36,14.29
"2015-10-05","AltoTiete",88.55,15.4,573.81,11.35,4.80,16.00,70.9,35.97,12.52,12.81,12.81
"2015-10-05","Guarapiranga",134.63,78.6,171.19,12.73,0.00,13.00,98.0,27.00,15.72,15.66,15.72
"2015-10-05","Cotia",10.09,61.2,16.50,0.93,0.06,1.10,84.4,2.64,1.20,1.22,1.25
"2015-10-05","RioGrande",97.20,86.6,112.18,8.93,0.00,5.59,159.7,12.33,4.88,5.07,4.88
"2015-10-05","RioClaro",7.80,57.0,13.67,5.24,1.47,3.37,155.4,1.98,4.06,4.10,4.06
"2015-10-06","Cantareira",163.80,16.7,982.07,13.88,1.52,30.20,46.0,99.90,13.70,13.42,15.22
"2015-10-06","AltoTiete",88.71,15.5,573.81,14.05,4.72,16.00,87.8,35.97,12.07,12.66,12.15
"2015-10-06","Guarapiranga",134.37,78.5,171.19,12.43,0.00,13.00,95.6,27.00,15.41,15.61,15.41
"2015-10-06","Cotia",10.06,61.0,16.50,0.93,0.06,1.10,84.4,2.64,1.20,1.21,1.25
"2015-10-06","RioGrande",97.37,86.8,112.18,6.96,0.00,5.59,124.6,12.33,4.94,5.04,4.94
"2015-10-06","RioClaro",7.85,57.4,13.67,4.46,1.48,3.37,132.4,1.98,4.06,4.09,4.06
"2015-10-07","Cantareira",163.31,16.6,982.07,9.23,1.52,30.20,30.6,99.90,13.34,13.41,14.86
"2015-10-07","AltoTiete",88.56,15.4,573.81,11.21,4.70,16.00,70.0,35.97,12.48,12.63,13.43
"2015-10-07","Guarapiranga",134.11,78.3,171.19,11.91,0.00,13.00,91.6,27.00,14.89,15.49,14.89
"2015-10-07","Cotia",10.01,60.6,16.50,0.63,0.06,1.10,57.3,2.64,1.22,1.22,1.28
"2015-10-07","RioGrande",97.37,86.8,112.18,4.91,0.00,5.59,87.8,12.33,4.91,5.02,4.91
"2015-10-07","RioClaro",7.86,57.5,13.67,3.71,1.17,3.37,110.1,1.98,4.09,4.09,4.09
"2015-10-08","Cantareira",163.09,16.6,982.07,12.88,1.52,30.20,42.6,99.90,13.20,13.38,14.72
"2015-10-08","AltoTiete",88.16,15.4,573.81,9.94,5.21,16.00,62.1,35.97,13.07,12.69,14.44
"2015-10-08","Guarapiranga",133.85,78.2,171.19,12.21,0.00,13.00,93.9,27.00,15.19,15.45,15.19
"2015-10-08","Cotia",9.98,60.5,16.50,0.97,0.06,1.10,87.9,2.64,1.23,1.22,1.29
"2015-10-08","RioGrande",97.37,86.8,112.18,5.09,0.00,5.59,91.1,12.33,5.09,5.03,5.09
"2015-10-08","RioClaro",7.84,57.3,13.67,3.85,0.60,3.37,114.4,1.98,4.11,4.09,4.11
"2015-10-09","Cantareira",162.51,16.5,982.07,9.12,1.52,30.20,30.2,99.90,14.16,13.48,15.68
"2015-10-09","AltoTiete",87.77,15.3,573.81,9.66,5.29,16.00,60.4,35.97,12.98,12.73,13.90
"2015-10-09","Guarapiranga",133.59,78.0,171.19,12.46,0.00,13.00,95.9,27.00,15.45,15.45,15.45
"2015-10-09","Cotia",9.92,60.1,16.50,0.65,0.06,1.10,58.6,2.64,1.23,1.22,1.29
"2015-10-09","RioGrande",97.20,86.6,112.18,3.10,0.00,5.59,55.4,12.33,5.12,5.04,5.12
"2015-10-09","RioClaro",7.80,57.0,13.67,3.35,0.44,3.37,99.3,1.98,4.17,4.10,4.17
"2015-10-10","Cantareira",162.03,16.5,982.07,9.18,1.52,30.20,30.4,99.90,13.41,13.47,14.93
"2015-10-10","AltoTiete",87.21,15.2,573.81,8.14,3.78,16.00,50.9,35.97,12.93,12.75,13.81
"2015-10-10","Guarapiranga",133.34,77.9,171.19,12.91,0.00,13.00,99.3,27.00,15.90,15.50,15.90
"2015-10-10","Cotia",9.92,60.1,16.50,1.29,0.06,1.10,117.2,2.64,1.23,1.22,1.29
"2015-10-10","RioGrande",97.02,86.5,112.18,3.24,0.00,5.59,58.0,12.33,5.26,5.07,5.26
"2015-10-10","RioClaro",7.74,56.7,13.67,3.15,0.41,3.37,93.4,1.98,4.19,4.11,4.19
"2015-10-11","Cantareira",161.79,16.5,982.07,11.14,1.52,30.20,36.9,99.90,12.48,13.37,14.00
"2015-10-11","AltoTiete",86.63,15.1,573.81,8.44,3.27,16.00,52.7,35.97,13.53,12.83,13.63
"2015-10-11","Guarapiranga",133.08,77.7,171.19,12.68,0.00,13.00,97.5,27.00,15.66,15.52,15.66
"2015-10-11","Cotia",9.92,60.1,16.50,1.28,0.06,1.10,116.1,2.64,1.22,1.22,1.28
"2015-10-11","RioGrande",97.02,86.5,112.18,5.23,0.00,5.59,93.6,12.33,5.23,5.08,5.23
"2015-10-11","RioClaro",7.71,56.4,13.67,3.24,0.31,3.37,96.2,1.98,4.13,4.12,4.13
"2015-10-12","Cantareira",161.46,16.4,982.07,10.59,2.15,30.20,35.1,99.90,12.42,13.28,14.57
"2015-10-12","AltoTiete",86.05,15.0,573.81,7.39,3.27,16.00,46.2,35.97,12.85,12.83,13.00
"2015-10-12","Guarapiranga",132.56,77.4,171.19,9.60,0.00,13.00,73.8,27.00,15.56,15.52,15.56
"2015-10-12","Cotia",9.89,60.0,16.50,0.97,0.06,1.10,88.1,2.64,1.23,1.23,1.29
"2015-10-12","RioGrande",96.85,86.3,112.18,3.03,0.00,5.59,54.2,12.33,5.05,5.08,5.05
"2015-10-12","RioClaro",7.67,56.1,13.67,3.17,0.18,3.37,94.1,1.98,4.13,4.12,4.13
"2015-10-13","Cantareira",160.89,16.4,982.07,8.82,2.52,30.20,29.2,99.90,12.35,13.21,14.87
"2015-10-13","AltoTiete",85.27,14.9,573.81,5.76,3.27,16.00,36.0,35.97,12.98,12.85,14.58
